LE,Predicted LE,Error,Health_Expenditure,GDP_Per_Capita,Education,Unemployment
72.618,73.3862258462622,0.7682258462622116,0.05058426615200801,0.09475754747176733,0.42165041495458494,0.4475045903332736
69.66927326,70.7463864024521,1.0771131424521059,0.038547122705335266,0.0657177434190117,0.3816925906822745,0.1157727523802672
68.835,69.65073252491784,0.8157325249178484,0.00790819172463579,0.029750612893240963,0.4209237196918614,0.09441860590338973
80.90487805,80.58574299203991,0.31913505796008224,0.3179672813552347,0.3050960331760024,0.52277066697141,0.20743105882954674
78.779,74.35271858025752,4.42628141974248,0.12326510547596713,0.15642905376234836,0.532508604480984,0.22197900695125092
79.50399999999998,76.08708881840626,3.4169111815937185,0.17975801504362773,0.17865336283081662,0.5841692229582613,0.17449169040780915
68.875,70.31378772185646,1.4387877218564569,0.039202306748584916,0.04113467434510065,0.3742799668856422,0.182456629732683
66.08,69.25161805929537,3.171618059295369,0.005619068382254879,0.008506645582047383,0.3788875674705536,0.04858312592767015
73.98292683,75.61687731075278,1.6339504807527874,0.12126087194547999,0.17487905210902666,0.5777184806737939,0.31491042917034
79.7195122,80.68630997137765,0.9667977713776565,0.33814887437473673,0.31996589700910816,0.6144746659045536,0.21726104778954128
75.23,75.58332568316268,0.3533256831626801,0.17811132205233188,0.11314050315358334,0.5477274694452924,0.3076904389921946
74.97,70.15569465414752,4.814305345852475,0.03857155404887325,0.051174723080836634,0.3891756824621456,0.2372475924137101
75.70560976,75.48560721748164,0.22000254251835827,0.14415073777095025,0.18017170518148165,0.4737491642330661,0.2620600766236054
70.97800000000002,70.1889537233038,0.7890462766962258,0.04621741276215145,0.045651347276888785,0.4132841217161966,0.19244315811308368
67.665,70.28302057433393,2.6180205743339258,0.02168507760232296,0.02523197076936159,0.4272334600923165,0.2151152876863584
79.176,74.53014510795111,4.645854892048888,0.15175248773322886,0.1719903854883443,0.5502335084204025,0.17434324628572728
71.3097561,71.47117799683848,0.1614218968384762,0.038675974360925,0.09751710339169413,0.4427978282104952,0.1821840274374735
77.66585366,73.96381110735283,3.702042552647171,0.10483851103384112,0.20038342816108676,0.5861321236076286,0.09446719067582653
72.96731707,72.91901860769967,0.04829846230032331,0.07036301516630948,0.12771368622227702,0.4406786141530744,0.2011854277240021
66.321,70.10385471154964,3.7828547115496463,0.00831894580739496,0.045389085736468084,0.34747454516284765,0.17284796849068984
80.9,80.31770297094081,0.5822970290591911,0.3315610599500946,0.36385954464615416,0.5531141994738596,0.1608884229526708
69.3,71.10851475489675,1.8085147548967484,0.016971569086944888,0.01747172483975525,0.4473582795271613,0.22780088890622305
72.06752842,69.8599848451847,2.207543574815304,0.032190918082072084,0.06167993121810041,0.3673404598254583,0.1130462760396436
75.3,72.89664086398841,2.403359136011588,0.07090413520296243,0.12956356385290918,0.4212629180222471,0.0906318201925998
74.99512195,73.73817351451869,1.2569484354813056,0.07952518902377048,0.1382372421890481,0.5111216329936434,0.47357479534599
74.219,70.63329348173518,3.5857065182648142,0.05257375623443316,0.05921909913920698,0.4513302770101946,0.18354705176105893
74.426,72.81717931461738,1.608820685382625,0.06266686940313948,0.09197746486653842,0.36667650701943627,0.3724706326519503
71.25365854,73.23685459700118,1.9831960570011802,0.08001050682717005,0.14941532982059194,0.5909255011544775,0.21928804228463966
77.48780488,81.36419296201325,3.87638808201325,0.6528245252129513,0.40922034888706,0.5695391442471736,0.1318087173598924
75.16199999999998,74.3781664789062,0.7838335210937828,0.09984603181554866,0.13315590843066785,0.5356345189764077,0.2763839943210178
74.939,74.11441208205152,0.8245879179484774,0.1058966033219258,0.0977446984313919,0.4975779594428114,0.4008512840656656
50.28100000000001,73.54255786241409,23.261557862414072,0.05333112629970182,0.08248325975318539,0.3850714676278286,0.4950080975273452
81.95609756,80.83713613140645,1.1189614285935505,0.514921924798579,0.3589921532200461,0.6604078189019179,0.21193309579379865
81.70487805,80.97950132120022,0.7253767287997874,0.5358406181102854,0.5124142376010112,0.607382135191911,0.22061868536094656
68.105,70.47451723902141,2.3695172390214054,0.0185301959989624,0.0567125840843908,0.38190399729240493,0.21215170787699975
81.28292683,79.70130435628879,1.5816224737112066,0.2757987730850666,0.3147340043203343,0.5475725836631348,0.17750654484835726
68.684,70.1761844568553,1.4921844568552984,0.012098777164012827,0.031744344022330104,0.2384472902392032,0.3611345677573505
74.992,72.28798109385244,2.7040189061475672,0.050232233737435864,0.11523409601639616,0.4525520901337132,0.010256437173123028
73.905,74.29585385606207,0.3908538560620656,0.1171009500692002,0.14616158541655833,0.44140655817233415,0.3595151447986669
80.99268293,80.97629747461814,0.0163854553818652,0.46524202029750505,0.3447256609615875,0.7072281094267708,0.2235363702836117
71.65121951,75.77632304737119,4.125103537371189,0.13259227930671064,0.19879949727561305,0.5784268511909828,0.1446373701098051
