LE,Predicted LE,Error,Health_Expenditure,GDP_Per_Capita,Education,Unemployment,centroid#,centroid_Health_Expenditure,centroid_GDP_Per_Capita,centroid_Education,centroid_Unemployment
57.206,47.46418136365251,9.741818636347496,0.003850483786431775,0.0037890742410333156,0.2714204582807289,0.08708255276946912,1,0.028013067595044017,0.05263306528906224,0.36756727775753806,0.12169797042972859
69.68,72.59109182982569,2.911091829825679,0.03939170420375465,0.04218405747289503,0.4029305323426895,0.16356319699564284,1,0.028013067595044017,0.05263306528906224,0.36756727775753806,0.12169797042972859
71.667,71.9395860545024,0.2725860545023977,0.02515024515104739,0.061332329951674765,0.3977346592087669,0.12482354268214395,1,0.028013067595044017,0.05263306528906224,0.36756727775753806,0.12169797042972859
69.485,54.716281773399146,14.768718226600853,0.0034742151207905296,0.014305145886024759,0.298291251115034,0.12955500260874014,1,0.028013067595044017,0.05263306528906224,0.36756727775753806,0.12169797042972859
74.683,77.00202917505385,2.319029175053842,0.07267668501332604,0.1769175264584907,0.415715442366618,0.07692328147049463,1,0.028013067595044017,0.05263306528906224,0.36756727775753806,0.12169797042972859
74.922,72.94984687718599,1.9721531228140066,0.053734940653467234,0.12503156769554044,0.405078055623298,0.0756439258999056,1,0.028013067595044017,0.05263306528906224,0.36756727775753806,0.12169797042972859
73.009,66.7424327126036,6.2665672873963985,0.028305716570738337,0.04308914027354757,0.33063640160531377,0.2526322665000293,1,0.028013067595044017,0.05263306528906224,0.36756727775753806,0.12169797042972859
72.62462075,67.1943584337602,5.430262316239805,0.03774099660601851,0.06967760602382184,0.3727133159142231,0.11460853593032168,1,0.028013067595044017,0.05263306528906224,0.36756727775753806,0.12169797042972859
65.77199999999999,64.45833513301221,1.3136648669877786,0.006729474211043146,0.04276257339283926,0.3392265098760097,0.15863739803328067,1,0.028013067595044017,0.05263306528906224,0.36756727775753806,0.12169797042972859
75.796,73.29397038983322,2.5020296101667867,0.03272145916619818,0.07775529709634947,0.4109969677841187,0.09932550505807199,1,0.028013067595044017,0.05263306528906224,0.36756727775753806,0.12169797042972859
73.814,56.49577879996119,17.318221200038806,0.03446145761119915,0.028220676112934964,0.3278031835806541,0.09593817609814087,1,0.028013067595044017,0.05263306528906224,0.36756727775753806,0.12169797042972859
64.42,30.07212808728234,34.347871912717665,0.010461097597735678,0.028431437016921742,0.18091797432638765,0.005336046916198146,1,0.028013067595044017,0.05263306528906224,0.36756727775753806,0.12169797042972859
70.97800000000002,75.55889913898656,4.580899138986538,0.04621741276215145,0.045651347276888785,0.4132841217161966,0.19244315811308368,1,0.028013067595044017,0.05263306528906224,0.36756727775753806,0.12169797042972859
63.736,33.33437272737194,30.401627272628055,0.006016701829963801,0.024782171057760868,0.13723502342765673,0.1943325065177056,1,0.028013067595044017,0.05263306528906224,0.36756727775753806,0.12169797042972859
70.41,64.6269830250199,5.7830169749801,0.02961827008452234,0.03656719739765568,0.3636218513495867,0.12577631864703406,1,0.028013067595044017,0.05263306528906224,0.36756727775753806,0.12169797042972859
73.835,68.74248046463238,5.0925195353676145,0.027246324732623197,0.060521903689425414,0.3843995749782483,0.10796249700524534,1,0.028013067595044017,0.05263306528906224,0.36756727775753806,0.12169797042972859
76.482,74.56891239298625,1.9130876070137504,0.04750152037673951,0.09005870206928955,0.416562949756705,0.10910959910438238,1,0.028013067595044017,0.05263306528906224,0.36756727775753806,0.12169797042972859
73.555,74.71986480099598,1.1648648009959714,0.046938007632460005,0.14964845370707874,0.3979878211739907,0.08987878225228772,1,0.028013067595044017,0.05263306528906224,0.36756727775753806,0.12169797042972859
71.72800000000002,71.02563622098296,0.7023637790170625,0.028203459138621358,0.08744200287742808,0.41223853649043857,0.03535771913318912,1,0.028013067595044017,0.05263306528906224,0.36756727775753806,0.12169797042972859
64.969,31.27248782810143,33.69651217189856,0.008641925575615406,0.028425602847259476,0.18652119062168207,0.009041860183503874,1,0.028013067595044017,0.05263306528906224,0.36756727775753806,0.12169797042972859
67.96329568,64.19795635695388,3.7653393230461205,0.024975017222475308,0.04968298414975834,0.3495538203324641,0.13679544941384775,1,0.028013067595044017,0.05263306528906224,0.36756727775753806,0.12169797042972859
65.562,30.988430819630267,34.57356918036973,0.00784518765452378,0.028408148247510562,0.1820072906532508,0.01608641286096321,1,0.028013067595044017,0.05263306528906224,0.36756727775753806,0.12169797042972859
57.50899999999999,38.69253702876253,18.816462971237463,0.006116965394846779,0.010196155666552437,0.1745631167535899,0.2032178148111343,1,0.028013067595044017,0.05263306528906224,0.36756727775753806,0.12169797042972859
67.156,59.96769279659852,7.188307203401486,0.008294105077108501,0.015202467582984528,0.3753195672387773,0.0053981251930432135,1,0.028013067595044017,0.05263306528906224,0.36756727775753806,0.12169797042972859
70.581,74.21130654610111,3.63030654610111,0.044492693193678434,0.03586457363665708,0.4243056379264439,0.14515018057841728,1,0.028013067595044017,0.05263306528906224,0.36756727775753806,0.12169797042972859
59.932,60.850342414031054,0.9183424140310521,0.011491941291532394,0.013437137448717835,0.2987787742659613,0.2537118904698093,1,0.028013067595044017,0.05263306528906224,0.36756727775753806,0.12169797042972859
69.04,75.63764792646212,6.597647926462116,0.022268646051876468,0.053445352131518825,0.38454158099319896,0.2394068404072511,1,0.028013067595044017,0.05263306528906224,0.36756727775753806,0.12169797042972859
74.593,77.23683917738185,2.6438391773818495,0.04663571962822426,0.10758299525407447,0.4583285144470721,0.01241568837854846,1,0.028013067595044017,0.05263306528906224,0.36756727775753806,0.12169797042972859
63.522,30.027197056729364,33.494802943270635,0.005666742126239564,0.023342058975534742,0.11591675857477587,0.19676165407317506,1,0.028013067595044017,0.05263306528906224,0.36756727775753806,0.12169797042972859
68.02199999999999,78.82941857564444,10.807418575644448,0.03170230830464152,0.029359557319214927,0.4346057264424679,0.19379269451932035,1,0.028013067595044017,0.05263306528906224,0.36756727775753806,0.12169797042972859
75.439,72.46481732894479,2.9741826710552033,0.030409310930139714,0.06537022046415095,0.4018699288269823,0.12372502532845307,1,0.028013067595044017,0.05263306528906224,0.36756727775753806,0.12169797042972859
64.78317085,51.353286003983236,13.429884846016769,0.008235283520098646,0.021749432211234692,0.2933422888218234,0.0775835811868376,1,0.028013067595044017,0.05263306528906224,0.36756727775753806,0.12169797042972859
56.223,25.897411316337944,30.325588683662055,0.0003007927655519316,0.00024873558621586034,0.14322184982439493,0.061994769981842675,1,0.028013067595044017,0.05263306528906224,0.36756727775753806,0.12169797042972859
74.658,71.19369333036585,3.464306669634155,0.05084387042823015,0.12689490678233534,0.3961879572233798,0.06310408536713896,1,0.028013067595044017,0.05263306528906224,0.36756727775753806,0.12169797042972859
73.25,56.508822684574625,16.741177315425375,0.041088516328123964,0.05522343529574472,0.3303625165622175,0.062245782610619624,1,0.028013067595044017,0.05263306528906224,0.36756727775753806,0.12169797042972859
72.47073171,74.24704376129966,1.7763120512996693,0.10313698309060466,0.14202135334326452,0.6123754426623779,0.008097187587135126,2,0.10423464522651636,0.14638102075666687,0.5285321814613356,0.18195225157347264
68.27560976,76.69994909926596,8.42433933926597,0.02584385157473536,0.04124267493101102,0.6051444841151602,0.26816806166566426,2,0.10423464522651636,0.14638102075666687,0.5285321814613356,0.18195225157347264
77.77600000000002,60.10471448169048,17.671285518309546,0.15587484826361375,0.16865657128224304,0.4235160977648076,0.07562233623347299,2,0.10423464522651636,0.14638102075666687,0.5285321814613356,0.18195225157347264
72.88243902,62.18230614047621,10.7001328795238,0.061356066234037936,0.12241439796352667,0.4358345158125692,0.1904755463950369,2,0.10423464522651636,0.14638102075666687,0.5285321814613356,0.18195225157347264
72.16341463,67.64664447758283,4.51677015241718,0.056873901512091776,0.12555453878202574,0.4870996074038101,0.19081022135304135,2,0.10423464522651636,0.14638102075666687,0.5285321814613356,0.18195225157347264
70.428,63.196295074370454,7.231704925629543,0.09331700349170076,0.20382219881320315,0.3736765564352474,0.21943378367344035,2,0.10423464522651636,0.14638102075666687,0.5285321814613356,0.18195225157347264
76.16829268,71.65591532960275,4.512377350397244,0.1634426405965326,0.17032210265065034,0.4647263837277615,0.2429723048777899,2,0.10423464522651636,0.14638102075666687,0.5285321814613356,0.18195225157347264
71.96097561,81.88689008803561,9.925914478035608,0.07001475729999593,0.13594370489273006,0.5792406699780583,0.2829805037477815,2,0.10423464522651636,0.14638102075666687,0.5285321814613356,0.18195225157347264
75.16199999999998,77.16370052376402,2.0017005237640433,0.09984603181554866,0.13315590843066785,0.5356345189764077,0.2763839943210178,2,0.10423464522651636,0.14638102075666687,0.5285321814613356,0.18195225157347264
76.69512195,80.9511744157056,4.256052465705594,0.14226119265630638,0.18566943964102506,0.5412971165902147,0.2545674711947502,2,0.10423464522651636,0.14638102075666687,0.5285321814613356,0.18195225157347264
69.68390244,78.80507206243023,9.12116962243023,0.11539079278794186,0.1979058741986484,0.5485532168073978,0.17099910950619912,2,0.10423464522651636,0.14638102075666687,0.5285321814613356,0.18195225157347264
