,Series,k,delta,centroidNum,Mean,stdDev,count
305,10,16,1,1,7.025701405217881,6.308592059392302,29
306,10,16,1,2,4.565601115371687,3.6747470064958985,21
307,10,16,1,3,2.7261681113414653,1.8634345808790296,4
308,10,16,1,4,7.979990165887585,5.646519974505763,20
309,10,16,1,5,7.688215998908547,12.371105912894894,3
310,10,16,1,6,4.809574107238074,3.9251234138389326,11
311,10,16,1,7,,,0
312,10,16,1,8,,,0
313,10,16,1,9,5.213779140961042,4.268361096149148,9
314,10,16,1,10,0.35597334831803096,0.35855709741321384,2
315,10,16,1,11,,,0
316,10,16,1,12,,,0
317,10,16,1,13,12.863502055462012,1.921014247834229,3
318,10,16,1,14,5.081203894225336,1.5322407106956393,4
319,10,16,1,15,,,0
320,10,16,1,16,,,0
