,Series,k,delta,centroidNum,Mean,stdDev,count
97,7,16,1,1,6.597669863808444,6.679341145412384,26
98,7,16,1,2,5.363980567131506,3.251778797987132,21
99,7,16,1,3,,,0
100,7,16,1,4,7.525311274920819,4.928117293438346,20
101,7,16,1,5,,,0
102,7,16,1,6,3.6525094558968934,3.497917699183996,22
103,7,16,1,7,,,0
104,7,16,1,8,,,0
105,7,16,1,9,4.362461641715625,2.1466932797892926,12
106,7,16,1,10,0.053659071571743766,,1
107,7,16,1,11,,,0
108,7,16,1,12,,,0
109,7,16,1,13,,,0
110,7,16,1,14,2.8723957262168263,3.028304895677126,4
111,7,16,1,15,,,0
112,7,16,1,16,,,0
