,Series,k,Mean,stdDev
3181,1,1,3.027675959,3.640940735
3182,2,1,2.823959221,3.495032593
3183,3,1,2.726117565,2.42366635
3184,4,1,3.03607981,3.738518025
3185,5,1,2.594436965,2.502128458
3186,6,1,2.790895505,2.959015677
3187,7,1,3.648372849,4.956480817
3188,8,1,3.217347032,4.053023685
3189,9,1,2.750602492,3.301072778
3190,10,1,2.53409487,2.565213046
3191,1,2,2.77343797,3.222932572
3192,2,2,2.380963464,2.420502519
3193,3,2,2.370600289,2.221733047
3194,4,2,2.891483021,3.50777937
3195,5,2,2.43158958,2.717544377
3196,6,2,2.608195076,2.957694098
3197,7,2,3.012788697,4.092520331
3198,8,2,2.83689655,3.428351001
3199,9,2,2.518649291,2.361345771
3200,10,2,2.362968621,2.398325262
3201,1,3,2.629472039,2.755699159
3202,2,3,2.282040977,1.938864269
3203,3,3,2.168400109,1.924532615
3204,4,3,2.647773256,2.625313672
3205,5,3,2.429792819,2.590554922
3206,6,3,2.415698611,2.891203361
3207,7,3,2.879414379,3.853605153
3208,8,3,2.902062964,3.412670977
3209,9,3,2.404155259,2.303994073
3210,10,3,2.255008295,1.973556907
3211,1,4,2.520423632,2.482614582
3212,2,4,2.223186237,1.972758711
3213,3,4,2.219056829,1.865008065
3214,4,4,2.50094865,2.182417511
3215,5,4,2.367549161,2.530032928
3216,6,4,2.376218929,2.852288976
3217,7,4,2.61179105,3.751150056
3218,8,4,2.887501762,3.450275633
3219,9,4,2.425010405,2.044787024
3220,10,4,2.188549902,1.926275856
3221,1,5,2.525716914,2.606789741
3222,2,5,2.254879056,2.267458835
3223,3,5,2.162051468,1.929706591
3224,4,5,2.440921963,2.161675244
3225,5,5,2.22103206,2.336038208
3226,6,5,2.30703025,2.701885367
3227,7,5,2.666614238,3.763992279
3228,8,5,2.82966417,3.387927034
3229,9,5,2.379199888,1.910714427
3230,10,5,2.071289851,1.830052406
3231,1,6,2.506976646,2.651664149
3232,2,6,2.268497679,2.470902942
3233,3,6,2.159868404,1.949628289
3234,4,6,2.338235187,1.946770656
3235,5,6,2.239857118,2.284271741
3236,6,6,2.328779771,2.733679821
3237,7,6,2.581279576,3.640115186
3238,8,6,2.760761316,3.334965784
3239,9,6,2.363252666,1.880897963
3240,10,6,2.058871967,1.868139094
3241,1,7,2.495485371,2.547965762
3242,2,7,2.221065553,2.513628098
3243,3,7,2.181778432,1.935144817
3244,4,7,2.326591987,1.867835763
3245,5,7,2.241941778,2.42269589
3246,6,7,2.29224115,2.699496733
3247,7,7,2.511742091,3.553111142
3248,8,7,2.738600493,3.380818904
3249,9,7,2.300648957,1.802060472
3250,10,7,2.050080521,1.831079392
3251,1,8,2.532138785,2.591783937
3252,2,8,2.164836955,2.355110734
3253,3,8,2.184251825,1.978433915
3254,4,8,2.260220578,1.803595231
3255,5,8,2.155576475,2.313728259
3256,6,8,2.32700069,2.739555071
3257,7,8,2.521120136,3.509895065
3258,8,8,2.732721871,3.358441046
3259,9,8,2.425905208,1.997368274
3260,10,8,2.041357415,1.880619527
3261,1,9,2.549808784,2.570880909
3262,2,9,2.098650725,2.213498771
3263,3,9,2.140343688,1.9555456
3264,4,9,2.273373069,1.829012551
3265,5,9,2.165175616,2.270712557
3266,6,9,2.326794404,2.742500013
3267,7,9,2.443049709,3.423327119
3268,8,9,2.694615001,3.318046894
3269,9,9,2.384489688,1.925084551
3270,10,9,2.061189827,1.913112512
3271,1,10,2.541575189,2.598684816
3272,2,10,2.073277875,2.099489083
3273,3,10,2.136838512,1.930272888
3274,4,10,2.262842899,1.835405779
3275,5,10,2.14940667,2.245076967
3276,6,10,2.327111205,2.759073348
3277,7,10,2.440073964,3.398819561
3278,8,10,2.645730674,3.299679928
3279,9,10,2.345827273,1.942756117
3280,10,10,2.027506853,1.933917881
3281,1,11,2.506310006,2.562654134
3282,2,11,2.030932281,1.982762743
3283,3,11,2.127310397,1.885368897
3284,4,11,2.260993641,1.808297339
3285,5,11,2.124472455,2.172943883
3286,6,11,2.297775086,2.699878822
3287,7,11,2.450652319,3.448230769
3288,8,11,2.641291615,3.302070124
3289,9,11,2.332852454,1.89760753
3290,10,11,2.041438661,1.924118997
3291,1,12,2.433129881,2.530478444
3292,2,12,1.986834479,1.944867473
3293,3,12,2.128628677,1.868563834
3294,4,12,2.240028042,1.793811726
3295,5,12,2.109548652,2.130688059
3296,6,12,2.259812193,2.719766337
3297,7,12,2.42421296,3.461631954
3298,8,12,2.616163889,3.292342542
3299,9,12,2.320287511,1.872227836
3300,10,12,2.068265302,1.955861808
3301,1,13,2.404080982,2.553152017
3302,2,13,1.964944673,1.904079413
3303,3,13,2.089100982,1.868748807
3304,4,13,2.188145651,1.745600248
3305,5,13,2.153902218,2.052543376
3306,6,13,2.218213775,2.706601587
3307,7,13,2.402569554,3.458975907
3308,8,13,2.583720631,3.303623009
3309,9,13,2.297602768,1.83577354
3310,10,13,2.070243634,1.959607067
3311,1,14,2.351655182,2.530857574
3312,2,14,1.9583468,1.839241956
3313,3,14,2.052902542,1.808889086
3314,4,14,2.175658236,1.746770613
3315,5,14,2.14712313,1.957862615
3316,6,14,2.212703034,2.738758032
3317,7,14,2.38097628,3.36550039
3318,8,14,2.554990539,3.283139644
3319,9,14,2.297596342,1.849141263
3320,10,14,2.023329554,1.8990262
3321,1,15,2.327924235,2.468118262
3322,2,15,1.949768659,1.80477021
3323,3,15,2.035271049,1.773492295
3324,4,15,2.14767993,1.72833321
3325,5,15,2.145106949,1.951124109
3326,6,15,2.19985084,2.752445298
3327,7,15,2.396846759,3.376235112
3328,8,15,2.546718163,3.269713942
3329,9,15,2.302684178,1.873897762
3330,10,15,2.030950144,1.883607047
3331,1,16,2.352040824,2.493103397
3332,2,16,1.920439596,1.766571236
3333,3,16,2.004471086,1.747897939
3334,4,16,2.149781348,1.71854416
3335,5,16,2.162748987,1.993974046
3336,6,16,2.186680056,2.756937229
3337,7,16,2.387429649,3.400175241
3338,8,16,2.519487533,3.256089657
3339,9,16,2.292645145,1.878915013
3340,10,16,2.029817576,1.891351008
3341,1,17,2.327267705,2.43836682
3342,2,17,1.886497582,1.74854212
3343,3,17,2.002363146,1.708335907
3344,4,17,2.131992517,1.674943842
3345,5,17,2.135265656,1.985986462
3346,6,17,2.179775415,2.737550225
3347,7,17,2.403253137,3.421270697
3348,8,17,2.510551044,3.23081134
3349,9,17,2.278450763,1.824375085
3350,10,17,2.041255823,1.895276282
3351,1,18,2.316039524,2.438337311
3352,2,18,1.863061774,1.703182245
3353,3,18,1.971396141,1.65987482
3354,4,18,2.141125133,1.684988758
3355,5,18,2.161615322,2.021828913
3356,6,18,2.17894248,2.750147538
3357,7,18,2.405586657,3.425749302
3358,8,18,2.484945352,3.238161445
3359,9,18,2.285137932,1.810410067
3360,10,18,2.020440414,1.873011353
3361,1,19,2.308559371,2.429166575
3362,2,19,1.842760033,1.676134703
3363,3,19,1.957343802,1.636218338
3364,4,19,2.17004039,1.697739876
3365,5,19,2.154818924,2.009774663
3366,6,19,2.170252928,2.747934509
3367,7,19,2.399813274,3.465850007
3368,8,19,2.481149413,3.226081643
3369,9,19,2.293832089,1.825854541
3370,10,19,2.040704378,1.859689718
3371,1,20,2.29326461,2.429740797
3372,2,20,1.834467328,1.68784395
3373,3,20,1.964608639,1.650240074
3374,4,20,2.194490942,1.750890271
3375,5,20,2.157749625,2.030600521
3376,6,20,2.14947351,2.741405113
3377,7,20,2.391402695,3.478251658
3378,8,20,2.45511015,3.208162748
3379,9,20,2.286817226,1.812270291
3380,10,20,2.041936023,1.880154326
3381,1,21,2.290691191,2.446214613
3382,2,21,1.826014425,1.734166795
3383,3,21,1.967088539,1.667612494
3384,4,21,2.167504159,1.731596633
3385,5,21,2.137293351,2.025862284
3386,6,21,2.132724771,2.732575245
3387,7,21,2.373253021,3.446238077
3388,8,21,2.438916946,3.20318917
3389,9,21,2.283656522,1.832810085
3390,10,21,2.037097367,1.87372483
3391,1,22,2.276517452,2.437638183
3392,2,22,1.815957503,1.723951687
3393,3,22,1.975456004,1.689837875
3394,4,22,2.132386201,1.720759915
3395,5,22,2.135198229,2.040398518
3396,6,22,2.149889711,2.739408069
3397,7,22,2.363417264,3.45695755
3398,8,22,2.428611692,3.202477616
3399,9,22,2.269566324,1.774245768
3400,10,22,2.074891209,1.888970697
3401,1,23,2.257735515,2.408099669
3402,2,23,1.793033675,1.692102808
3403,3,23,1.978238394,1.69184478
3404,4,23,2.155427971,1.710701399
3405,5,23,2.134525202,2.003484994
3406,6,23,2.16713386,2.748382446
3407,7,23,2.356492143,3.454710892
3408,8,23,2.442812505,3.213767567
3409,9,23,2.255939526,1.758515617
3410,10,23,2.072522924,1.88125946
3411,1,24,2.259365302,2.418167809
3412,2,24,1.768825053,1.68224884
3413,3,24,1.95295823,1.700665572
3414,4,24,2.151619172,1.713714076
3415,5,24,2.11695857,1.982779853
3416,6,24,2.160071785,2.75601296
3417,7,24,2.345596248,3.484092505
3418,8,24,2.420816802,3.195737628
3419,9,24,2.253084469,1.764835275
3420,10,24,2.069682725,1.877340018
3421,1,25,2.249211,2.442966259
3422,2,25,1.757102304,1.686095549
3423,3,25,1.948724876,1.691391368
3424,4,25,2.151414088,1.744732125
3425,5,25,2.103603624,1.970496804
3426,6,25,2.165487135,2.767500465
3427,7,25,2.34025654,3.484725443
3428,8,25,2.42551883,3.192859651
3429,9,25,2.263972842,1.784085783
3430,10,25,2.066906092,1.847186079
3431,1,26,2.229098932,2.426068545
3432,2,26,1.770080842,1.693847086
3433,3,26,1.930580945,1.645108436
3434,4,26,2.149108356,1.775321718
3435,5,26,2.073494499,1.956390957
3436,6,26,2.168324069,2.765282952
3437,7,26,2.332720627,3.491885054
3438,8,26,2.430472726,3.181238079
3439,9,26,2.260664677,1.774181103
3440,10,26,2.052951873,1.849464559
3441,1,27,2.22169709,2.423300739
3442,2,27,1.782603799,1.696143055
3443,3,27,1.935303168,1.648612235
3444,4,27,2.144844692,1.763546929
3445,5,27,2.08496847,1.962975351
3446,6,27,2.144352991,2.775720955
3447,7,27,2.324894544,3.501995771
3448,8,27,2.435163181,3.173767576
3449,9,27,2.258431335,1.764765652
3450,10,27,2.039187088,1.880298382
3451,1,28,2.208175246,2.437318651
3452,2,28,1.758643758,1.688583411
3453,3,28,1.936739095,1.656943594
3454,4,28,2.162621324,1.775088406
3455,5,28,2.087331623,1.967322196
3456,6,28,2.149787481,2.787713347
3457,7,28,2.335158633,3.517660639
3458,8,28,2.424898884,3.177518086
3459,9,28,2.261461165,1.762779404
3460,10,28,2.040816521,1.878631104
3461,1,29,2.196342792,2.432458965
3462,2,29,1.748710467,1.690951895
3463,3,29,1.928335784,1.694453952
3464,4,29,2.166190735,1.766077259
3465,5,29,2.085931618,1.956919864
3466,6,29,2.161430877,2.780794819
3467,7,29,2.336820226,3.519769753
3468,8,29,2.412975768,3.179128939
3469,9,29,2.258943344,1.760230573
3470,10,29,2.0330827,1.835671632
