,dataset,k,Average Mean Error,Average stdDev
437,5,13,2.228145314366473,2.3222452307807986
438,5,14,2.214815972370485,2.30289697461871
439,5,15,2.20271017458805,2.288634114405364
440,5,16,2.1932852581449294,2.2840666439067845
441,5,17,2.18635871548757,2.2720648380355324
442,5,18,2.17965272722935,2.2652461271677944
443,5,19,2.1741079187919556,2.2651591199926036
444,5,20,2.170841201603396,2.2732772835582677
445,5,21,2.1643548170226414,2.2717433052386857
446,5,22,2.1589135076088337,2.270091606077252
447,5,23,2.1525906462148483,2.2687005140968
448,5,24,2.1433924917367135,2.2684991801883956
449,5,25,2.137209343338415,2.2667412190762315
450,5,26,2.1353582710269956,2.267352124025175
451,5,27,2.132556335826136,2.271898121237999
452,5,28,2.1313495084791776,2.278848400636187
453,5,29,2.1290381600548467,2.2813195122033116
454,5,30,2.1296853705381134,2.289807008800801
455,5,31,2.1278642599716977,2.2957660898912464
456,5,32,2.1263727062974054,2.304598173058765
457,5,33,2.12549454849291,2.3099613919719113
458,5,34,2.124590984736681,2.3126765102895472
459,5,35,2.1244803253727214,2.320426466744907
460,5,36,2.1245986582875775,2.3263574891760186
461,5,37,2.1241847093917383,2.329014397905386
462,5,38,2.1234929864456795,2.3341500210114483
463,5,39,2.122707997832075,2.3392315250307534
464,5,40,2.1234415694758955,2.3444532374698697
465,5,41,2.123710340388541,2.3499213286028917
466,5,42,2.125559867096585,2.3561171977459985
467,5,43,2.1281263208542778,2.3623271050762398
468,5,44,2.1307713403100768,2.3694383699841874
469,5,45,2.132602414616687,2.376431212858033
470,5,46,2.1354382497897455,2.381964036376592
471,5,47,2.1376321239152545,2.388904715331396
472,5,48,2.1416504423744103,2.3944846229267784
473,5,49,2.1439818406296878,2.4000724505441426
474,5,50,2.1453642211331694,2.4065742959908043
475,5,51,2.1483719353261925,2.412571367217434
476,5,52,2.1516948826399123,2.415413062636737
477,5,53,2.1542138144653604,2.4215371231983496
478,5,54,2.1554789878481824,2.4255376891159033
479,5,55,2.158142178835162,2.429812557378382
480,5,56,2.160556956454514,2.434578561620878
481,5,57,2.162561314295895,2.4397196980569125
482,5,58,2.1647712225480475,2.444225611880689
483,5,59,2.1671495987558034,2.449315807258
484,5,60,2.1692144728033953,2.452331738671013
485,5,61,2.1717455488644286,2.457296143548066
486,5,62,2.175747113446256,2.4628420603424117
487,5,63,2.178487185194968,2.4653296602517893
488,5,64,2.181411100686644,2.468996201065641
489,5,65,2.1854250540032796,2.4723333337579025
490,5,66,2.1886079432970833,2.475957319633801
491,5,67,2.1912986488596164,2.478497926472269
492,5,68,2.1953939956690336,2.4826060668681467
493,5,69,2.200003564923297,2.485365139291521
494,5,70,2.2028494929241504,2.4890130989449233
495,5,71,2.2057667137495875,2.494427491279721
496,5,72,2.2085369925151723,2.498216698449262
497,5,73,2.211011510131635,2.5005446884530924
498,5,74,2.215377672774808,2.5043233149023125
499,5,75,2.2182726928339362,2.506809548624372
500,5,76,2.220908399888753,2.510414595410257
501,5,77,2.2231638352196024,2.5125085650367738
502,5,78,2.2258654824166415,2.516650371430829
503,5,79,2.2283060141077136,2.5199708842836896
504,5,80,2.2310828301896217,2.523930722412235
505,5,81,2.2338253842344735,2.526409410391309
506,5,82,2.235939607043096,2.5292335995390802
507,5,83,2.237685137003977,2.531992774488613
508,5,84,2.2393426287937768,2.534722201405444
509,5,85,2.2417638437319187,2.5373856203014484
510,5,86,2.244777920777401,2.5412049373596166
511,5,87,2.246374980271697,2.54309773186849
512,5,88,2.248604545524913,2.545585869449437
513,5,89,2.249816828595144,2.5482145330192107
514,5,90,2.252114461090858,2.551283797621368
515,5,91,2.25491685083251,2.5540890501599884
516,5,92,2.2575056648953846,2.5573215675859142
517,5,93,2.2599346441473513,2.56094263581389
518,5,94,2.2629794056201518,2.5644786944670117
519,5,95,2.266175226357675,2.5676700975844455
520,5,96,2.2682124607636975,2.5703224026559464
521,5,97,2.271070344904764,2.5730071280707403
522,5,98,2.273017255731708,2.575785635465229
523,5,99,2.2759869200461393,2.579184435661561
524,5,100,2.278147007098999,2.58107036356134
525,5,101,2.280588842614589,2.5843407326803334
526,5,102,2.282688290258138,2.586589389667012
527,5,103,2.285489063390491,2.588858755229345
528,5,104,2.2867848949175063,2.591069754962628
529,5,105,2.28909598534034,2.5937555349254713
530,5,106,2.291239932600408,2.596392939818981
531,6,1,2.893605761545597,3.31933067727021
532,6,2,2.584097468272799,2.8315877130016163
533,6,3,2.484071185475367,2.622597947695351
534,6,4,2.4344031106312896,2.5385999567589055
535,6,5,2.3949800862034585,2.5177426756847803
536,6,6,2.370364037917453,2.507527217265722
537,6,7,2.3508381373456877,2.484205839058918
538,6,8,2.334448851544025,2.4740176332550257
539,6,9,2.307447775805905,2.4446552277996547
540,6,10,2.290603110022641,2.412620579751845
541,6,11,2.2695066770347343,2.3725690731517486
542,6,12,2.249578799169025,2.3488983829696672
543,6,13,2.2284433757828976,2.324932232942591
544,6,14,2.214026858330526,2.3043571405179337
545,6,15,2.2023297391638366,2.290919683491878
546,6,16,2.193506578727692,2.287132854196088
547,6,17,2.1881627232748797,2.276862397968557
548,6,18,2.1806487481838754,2.2698657354235605
549,6,19,2.1766726286132903,2.2682739209118226
550,6,20,2.1733304238582547,2.2747525430306634
551,6,21,2.1659347578411206,2.272812556354181
552,6,22,2.159606835623785,2.2696053167614787
553,6,23,2.1528565028521327,2.267990770639383
554,6,24,2.1434625907685403,2.266571334434237
555,6,25,2.1375658915661,2.265793144557668
556,6,26,2.1355921689985484,2.2680692600105976
557,6,27,2.132773015040298,2.2724669599905876
558,6,28,2.131811625731132,2.277724524580822
559,6,29,2.1293611480120904,2.2804282589021847
560,6,30,2.129207111637526,2.289174684278682
561,6,31,2.127335082121272,2.2954315463987496
562,6,32,2.1259864838025253,2.3034662277025055
563,6,33,2.1249695785948632,2.3078657949534604
564,6,34,2.124303831418655,2.311357929308789
565,6,35,2.124129582312713,2.317580418798682
566,6,36,2.124223095379236,2.3223727508440257
567,6,37,2.12379388831353,2.32575991232714
568,6,38,2.1226817530935116,2.330997955659676
569,6,39,2.122234215005281,2.3364695531654545
570,6,40,2.122642241348349,2.3415371204950803
571,6,41,2.122839420562586,2.347167031893608
572,6,42,2.1250277403722295,2.353278921064922
573,6,43,2.126800047235227,2.3588739222643484
574,6,44,2.129063539495997,2.366421576124192
575,6,45,2.13089740524413,2.3724886745223994
576,6,46,2.1339557112722174,2.3783867278474964
577,6,47,2.136227607040847,2.3855454279253676
578,6,48,2.1395146592380105,2.391016308942527
579,6,49,2.142130858773777,2.396113109946053
580,6,50,2.143906491765723,2.402242058848399
581,6,51,2.1467834141896036,2.4083889170298085
582,6,52,2.1501284846289908,2.4122108481212776
583,6,53,2.15188901782467,2.4185277131253553
584,6,54,2.153210404799324,2.42211570295266
585,6,55,2.1560536979022293,2.426496276127147
586,6,56,2.1584086731032115,2.4306602540731466
587,6,57,2.1599937546121035,2.435745387171556
588,6,58,2.1623926318589506,2.4401616114769946
589,6,59,2.1648559856361786,2.4455687987072223
590,6,60,2.167245312761346,2.448957135237204
591,6,61,2.1695127475158515,2.453572534645312
592,6,62,2.173377239590585,2.4591271941712356
593,6,63,2.1762466655236588,2.46167761204916
594,6,64,2.1789704286819966,2.465261778475756
595,6,65,2.1829499096610783,2.468050472881738
596,6,66,2.1860512482531202,2.4719458058992627
597,6,67,2.18875114961309,2.474558338914422
598,6,68,2.192870455072581,2.478484360092571
599,6,69,2.1968222321774897,2.481884063106248
600,6,70,2.2000909607890153,2.4855262763513655
601,6,71,2.202959063285454,2.4908839050412674
