,Series,k,delta,centroidNum,Mean,stdDev,count
1361,6,16,1,1,7.774325616656358,8.092302902266512,25
1362,6,16,1,2,5.591813125437178,4.352057063076105,30
1363,6,16,1,3,5.946895216160018,4.15863982962359,3
1364,6,16,1,4,8.403822033201802,5.7760244906111335,14
1365,6,16,1,5,6.544872197031616,3.4901539196044626,2
1366,6,16,1,6,5.103107318810714,4.636991487290595,23
1367,6,16,1,7,,,0
1368,6,16,1,8,,,0
1369,6,16,1,9,6.507875020083917,3.92183627485017,8
1370,6,16,1,10,,,0
1371,6,16,1,11,,,0
1372,6,16,1,12,,,0
1373,6,16,1,13,,,0
1374,6,16,1,14,2.787915884651113,,1
1375,6,16,1,15,,,0
1376,6,16,1,16,,,0
