,Series,k,delta,centroidNum,Mean,stdDev,count
3889,9,81,0.5,1,3.3893310043565172,3.782761970479527,4
3890,9,81,0.5,2,5.703061768251737,3.7920588773937878,24
3891,9,81,0.5,3,,,0
3892,9,81,0.5,4,6.849164079591832,5.938085896937359,8
3893,9,81,0.5,5,6.349855807102614,3.292302295633977,6
3894,9,81,0.5,6,,,0
3895,9,81,0.5,7,,,0
3896,9,81,0.5,8,5.334374103749367,1.5816360629288155,4
3897,9,81,0.5,9,,,0
3898,9,81,0.5,10,,,0
3899,9,81,0.5,11,5.738687090524192,5.210762151238664,6
3900,9,81,0.5,12,,,0
3901,9,81,0.5,13,,,0
3902,9,81,0.5,14,6.291549909908896,5.173282051150915,17
3903,9,81,0.5,15,,,0
3904,9,81,0.5,16,,,0
3905,9,81,0.5,17,,,0
3906,9,81,0.5,18,,,0
3907,9,81,0.5,19,,,0
3908,9,81,0.5,20,,,0
3909,9,81,0.5,21,,,0
3910,9,81,0.5,22,,,0
3911,9,81,0.5,23,,,0
3912,9,81,0.5,24,,,0
3913,9,81,0.5,25,,,0
3914,9,81,0.5,26,,,0
3915,9,81,0.5,27,,,0
3916,9,81,0.5,28,,,0
3917,9,81,0.5,29,4.311646198987198,3.602466959788677,8
3918,9,81,0.5,30,,,0
3919,9,81,0.5,31,,,0
3920,9,81,0.5,32,3.534092961979434,3.227675493326578,11
3921,9,81,0.5,33,,,0
3922,9,81,0.5,34,,,0
3923,9,81,0.5,35,,,0
3924,9,81,0.5,36,,,0
3925,9,81,0.5,37,,,0
3926,9,81,0.5,38,3.8332213689668464,2.085845091607094,8
3927,9,81,0.5,39,0.9440361826671442,0.6895913745680886,4
3928,9,81,0.5,40,,,0
3929,9,81,0.5,41,2.8881235687740485,3.068422985082216,4
3930,9,81,0.5,42,,,0
3931,9,81,0.5,43,,,0
3932,9,81,0.5,44,,,0
3933,9,81,0.5,45,,,0
3934,9,81,0.5,46,,,0
3935,9,81,0.5,47,2.117919698317479,,1
3936,9,81,0.5,48,,,0
3937,9,81,0.5,49,,,0
3938,9,81,0.5,50,,,0
3939,9,81,0.5,51,,,0
3940,9,81,0.5,52,,,0
3941,9,81,0.5,53,,,0
3942,9,81,0.5,54,,,0
3943,9,81,0.5,55,,,0
3944,9,81,0.5,56,,,0
3945,9,81,0.5,57,,,0
3946,9,81,0.5,58,,,0
3947,9,81,0.5,59,,,0
3948,9,81,0.5,60,,,0
3949,9,81,0.5,61,,,0
3950,9,81,0.5,62,,,0
3951,9,81,0.5,63,,,0
3952,9,81,0.5,64,,,0
3953,9,81,0.5,65,4.139042359851359,,1
3954,9,81,0.5,66,,,0
3955,9,81,0.5,67,,,0
3956,9,81,0.5,68,,,0
3957,9,81,0.5,69,,,0
3958,9,81,0.5,70,,,0
3959,9,81,0.5,71,,,0
3960,9,81,0.5,72,,,0
3961,9,81,0.5,73,,,0
3962,9,81,0.5,74,,,0
3963,9,81,0.5,75,,,0
3964,9,81,0.5,76,,,0
3965,9,81,0.5,77,,,0
3966,9,81,0.5,78,,,0
3967,9,81,0.5,79,,,0
3968,9,81,0.5,80,,,0
3969,9,81,0.5,81,,,0
