,Series,k,delta,centroidNum,Mean,stdDev,count
513,3,16,1,1,8.397822492346522,8.190664475450832,29
514,3,16,1,2,7.500060390172444,4.358021458163765,15
515,3,16,1,3,2.2994864644252577,2.7293047245395843,3
516,3,16,1,4,8.673469542562108,5.319746565392214,24
517,3,16,1,5,9.002752903663593,,1
518,3,16,1,6,3.0425160143604617,3.116209102452914,18
519,3,16,1,7,,,0
520,3,16,1,8,,,0
521,3,16,1,9,5.381781431569882,3.2490907196845242,11
522,3,16,1,10,0.36632534028082375,0.49828249545056613,2
523,3,16,1,11,,,0
524,3,16,1,12,,,0
525,3,16,1,13,1.4136119998723444,,1
526,3,16,1,14,5.6331057361126105,0.6866772684724954,2
527,3,16,1,15,,,0
528,3,16,1,16,,,0
