,Series,k,delta,centroidNum,Mean,stdDev,count
65,5,16,1,1,9.063975277201232,9.36444805290325,28
66,5,16,1,2,5.679011331859856,3.8841311033439725,21
67,5,16,1,3,3.857272311903465,1.9740509170330454,2
68,5,16,1,4,5.92503366101349,3.690546598508206,23
69,5,16,1,5,8.756272046299102,5.209271970986075,2
70,5,16,1,6,2.481768868550665,2.4262914986225703,16
71,5,16,1,7,,,0
72,5,16,1,8,,,0
73,5,16,1,9,5.288832923282085,4.287756091365959,8
74,5,16,1,10,,,0
75,5,16,1,11,,,0
76,5,16,1,12,,,0
77,5,16,1,13,,,0
78,5,16,1,14,4.075298327942799,2.2119879878640294,6
79,5,16,1,15,,,0
80,5,16,1,16,,,0
