,dataset,k,Average Mean Error,Average stdDev
249,3,37,2.1228963483000003,2.3091352085
250,3,38,2.1230712769,2.3073067703000003
251,3,39,2.1185179096000004,2.3141540223000003
252,3,40,2.1191656237,2.3177046963000003
253,3,41,2.1221560895,2.3251261082
254,3,42,2.1228787703000003,2.3304571165999994
255,3,43,2.1269190534,2.3341885796
256,3,44,2.1269503013,2.3369558135
257,3,45,2.1282765867,2.3460489768999997
258,3,46,2.1317538815,2.3538076333999998
259,3,47,2.1346776662,2.3575541029999996
260,3,48,2.134933404,2.3650179617
261,3,49,2.1389581630000003,2.3701179140000006
262,3,50,2.1388382827,2.3744980814
263,3,51,2.1407522299,2.37913272
264,3,52,2.1418708088,2.3826506987999996
265,3,53,2.1462365681,2.3894040313000002
266,3,54,2.1466199131000003,2.3937948426999998
267,3,55,2.1469357633999997,2.3960591446
268,3,56,2.1478921920999996,2.4005144382999997
269,3,57,2.1492831256,2.4073802246000002
270,3,58,2.1507063578,2.4125767335
271,3,59,2.155273697,2.41624192
272,3,60,2.1580997212,2.4201074584
273,3,61,2.1600322813,2.4237747402
274,3,62,2.1624494926,2.4285756544
275,3,63,2.1664048998,2.4342017318999996
276,3,64,2.168591468,2.4345673742
277,3,65,2.1736238405000003,2.4365692492999997
278,3,66,2.1770350318,2.4389894021
279,3,67,2.1776307414000002,2.4414735409
280,3,68,2.1822696580999996,2.447585778
281,3,69,2.1848724606000003,2.4482420369000004
282,3,70,2.1892360965,2.4525783654
283,3,71,2.1905100547,2.4569259372000003
284,3,72,2.1925565046999997,2.4599251341999997
285,3,73,2.1946176274,2.4600559505
286,3,74,2.2003832304,2.4624447981
287,3,75,2.2021508507,2.464046585
288,3,76,2.2031625189999997,2.4662431473
289,3,77,2.2050601998,2.4688700929
290,3,78,2.209227835,2.4736563464
291,3,79,2.2113489754,2.4767059917
292,3,80,2.2154469752,2.4795865907999994
293,3,81,2.2160309928,2.4830566124999995
294,3,82,2.2192292179999997,2.4887702096999997
295,3,83,2.2193767206999997,2.4922681458
296,3,84,2.2209871332000004,2.4948027900999996
297,3,85,2.2221518409999996,2.4969829175
298,3,86,2.2258247599,2.4986739722999998
299,3,87,2.2281696095999997,2.4993420587000004
300,3,88,2.2305045965000003,2.5009038123
301,3,89,2.2293451337,2.5017571771
302,3,90,2.2337452241999998,2.5045854015
303,3,91,2.2362115888,2.506093497
304,3,92,2.2403516867000004,2.5099286199999997
305,3,93,2.2426969232,2.5127121407000006
306,3,94,2.2460390632,2.5153131338000003
307,3,95,2.2487539591,2.5181834334
308,3,96,2.2512675024,2.5188284422
309,3,97,2.2529986806,2.5212823264
310,3,98,2.2546200136,2.5230742579
311,3,99,2.2576688295999996,2.5262648646
312,3,100,2.2588862313999996,2.5284220831999997
313,3,101,2.2604083538,2.5328713229999997
314,3,102,2.2610436996999996,2.5354902653
315,3,103,2.2648239441,2.5382557846999996
316,3,104,2.2675350164,2.5394527437
317,3,105,2.2693262956,2.5413836766
318,3,106,2.272241621,2.5452256943
319,4,1,2.9172556325000008,3.3333219781
320,4,2,2.6117738567,2.9182805103
321,4,3,2.494412413,2.6344914805000004
322,4,4,2.4524584934000004,2.5620041673
323,4,5,2.4075517710000005,2.5416441119999997
324,4,6,2.3872309156,2.523665341
325,4,7,2.3698978523000003,2.4985978919
326,4,8,2.3445020718,2.4875450162000003
327,4,9,2.3127102977,2.4437895448
328,4,10,2.3042892453,2.4148323157
329,4,11,2.2665613444000003,2.3721720929999996
330,4,12,2.2412660894000003,2.3327205493000003
331,4,13,2.2237308807000002,2.3163577036000005
332,4,14,2.2195639163000003,2.2947426033
333,4,15,2.2019470401,2.2935846515000002
334,4,16,2.1903524259999996,2.2945002188
335,4,17,2.1858617213,2.2772602558
336,4,18,2.1795382617,2.2608585906000003
337,4,19,2.1729142498000003,2.2651177434
338,4,20,2.1678646623,2.2740232683999997
339,4,21,2.1689932757,2.2764922536
340,4,22,2.1656309558,2.2852038544
341,4,23,2.1573450447000004,2.2884600647
342,4,24,2.1525905215,2.2924731356
343,4,25,2.1430815785,2.2874601173999998
344,4,26,2.1450379961,2.2852711952
345,4,27,2.1428474676,2.2896663923
346,4,28,2.1409645329,2.2978239313000004
347,4,29,2.1357515558999998,2.3033600103000005
348,4,30,2.1400017792,2.3118545927
349,4,31,2.1391105991000003,2.3172730559
350,4,32,2.1383135823000003,2.3270013872
351,4,33,2.1336435942,2.3283368789999996
352,4,34,2.1343865697,2.3234783254
353,4,35,2.1324181799999997,2.3273963268999998
354,4,36,2.1317081067,2.3313092099
355,4,37,2.1298905430000006,2.3296391695000005
356,4,38,2.1305089589,2.3392764808999997
357,4,39,2.1282099856,2.3437351235
358,4,40,2.1284871591,2.3494253648999996
359,4,41,2.1277645857,2.3586047554
360,4,42,2.1297643165,2.3657403967000006
361,4,43,2.1304780155000005,2.3691129647
362,4,44,2.1331060909,2.3795126637
363,4,45,2.1354813973,2.3858581404
364,4,46,2.137854437,2.3910127681
365,4,47,2.1392746619,2.3946969868
366,4,48,2.1426629419,2.4001125732000004
367,4,49,2.1427845688,2.4019843204
368,4,50,2.1437890356000002,2.4088410195999996
369,4,51,2.1487974215,2.4172827937000005
370,4,52,2.1504454786000005,2.4206529003
371,4,53,2.1531806426,2.4252704444
372,4,54,2.1550229263,2.4291598837999997
373,4,55,2.1575960301,2.4356898653999997
374,4,56,2.1583500033,2.4399191881
375,4,57,2.1588911942,2.4479958624
376,4,58,2.1630919463,2.4529362434
377,4,59,2.1641269570999997,2.4564354245
378,4,60,2.1658743783,2.458901293
379,4,61,2.1673752446,2.4655007704000003
380,4,62,2.1722425398,2.4706064442
381,4,63,2.1756058940999994,2.4735908523999997
382,4,64,2.1772007678999996,2.4751554783
383,4,65,2.1807830991,2.4805912171999998
384,4,66,2.1847451413,2.4847560744000003
385,4,67,2.1885769316,2.4870184639
386,4,68,2.1951748709,2.4910032713
387,4,69,2.2004918086,2.495002706
388,4,70,2.2028782625,2.5008203591999996
389,4,71,2.2054765083,2.5045203738999997
390,4,72,2.2093848444999997,2.5087031126
391,4,73,2.2112630123000003,2.5141813218
392,4,74,2.2131302497,2.5157729745
393,4,75,2.2162817539,2.5176143372
394,4,76,2.2194156144,2.5216576483999997
395,4,77,2.2214493107,2.5238059459
396,4,78,2.2258950479,2.5296536308000004
397,4,79,2.2289302582,2.5313396649
398,4,80,2.2317225685999995,2.5359669968
399,4,81,2.2350216999,2.5376730348
400,4,82,2.2373115088,2.5394248893
401,4,83,2.2400591164000003,2.540967186
402,4,84,2.2407920509,2.5449657998000004
403,4,85,2.242967809,2.5485712060999997
404,4,86,2.2455158953999996,2.5517618896
405,4,87,2.2475295302999996,2.5549763953
406,4,88,2.2506427669999995,2.5576009402
407,4,89,2.2524615638,2.5593827538999996
408,4,90,2.2531276090000003,2.5626643872
409,4,91,2.2557715273,2.5651564522999997
410,4,92,2.2593248365000003,2.5689734975999996
411,4,93,2.2608715266,2.5731642128
412,4,94,2.2636354964,2.5777371882999995
413,4,95,2.2689890982,2.5811363255
414,4,96,2.2713706946000003,2.5834313646999996
415,4,97,2.2763232737,2.5863400225999995
416,4,98,2.2769387926,2.5875305414000005
417,4,99,2.278658352,2.5900017962
418,4,100,2.2817896769,2.5914798648
419,4,101,2.2832012550000003,2.5937188708999996
420,4,102,2.2854151343,2.5980702673
421,4,103,2.2884123586,2.5998905828
422,4,104,2.2875490463999997,2.6030416594999997
423,4,105,2.2897058215999997,2.604656972
424,4,106,2.2918518591,2.6085038112
425,5,1,2.9149582268,3.3635092164
426,5,2,2.6187572559,2.9328728348000004
427,5,3,2.5013818708,2.6269995108
428,5,4,2.4320236557,2.5057609342000005
429,5,5,2.3858399857999997,2.4896240132
430,5,6,2.360638033,2.4761035625
431,5,7,2.3360176333,2.4553836973000003
432,5,8,2.3345129938,2.4528531059
433,5,9,2.3137490511,2.4161721477
434,5,10,2.2950191114000007,2.4043176367999997
435,5,11,2.2814028915,2.3683933238
436,5,12,2.2586911586000005,2.3570240013
437,5,13,2.2372524868,2.3388704970999994
438,5,14,2.2155281639,2.3019187373000003
439,5,15,2.2082800906,2.2881737246999996
440,5,16,2.20055418,2.2903558926
441,5,17,2.1896672788,2.2665458779999996
442,5,18,2.1828290728999997,2.2605691751999997
443,5,19,2.1819274602,2.2574444573
444,5,20,2.1769320748000003,2.2669559749
445,5,21,2.1654240292,2.2693990225999996
446,5,22,2.1621891589,2.2674645878
447,5,23,2.1613861715,2.2562869632
448,5,24,2.1498978356,2.2575594536
449,5,25,2.1472197331,2.2612039526
450,5,26,2.1397497546000004,2.2558788489
451,5,27,2.1371446358,2.2591126645000004
452,5,28,2.1365633730000004,2.2649558838
453,5,29,2.1328764311,2.2616457651
454,5,30,2.1310380264999997,2.26711468
455,5,31,2.1279435305999996,2.2716462305999996
456,5,32,2.1255727682,2.2785840867
457,5,33,2.1244432873999997,2.2862287171
458,5,34,2.1255690353,2.2887586963
459,5,35,2.1272184135,2.2985454172
460,5,36,2.1299921982,2.3035430227
461,5,37,2.1279880243,2.3058860462000004
462,5,38,2.1252757648000005,2.3082919722
463,5,39,2.1254760588000003,2.3107871348
464,5,40,2.1244014983,2.3159505528
465,5,41,2.1256018323,2.3233867963
466,5,42,2.1246907137999997,2.3288095068
467,5,43,2.1287230407,2.3347731999
468,5,44,2.1314855028,2.3392626799
469,5,45,2.1345186987,2.3442807799
470,5,46,2.1356257275,2.3496303312
471,5,47,2.1374434350000002,2.3588412358
472,5,48,2.1428609611,2.3633930480000003
473,5,49,2.1439624445,2.3693463028
474,5,50,2.1450068153,2.3774023511
475,5,51,2.1468591724,2.3818074134
476,5,52,2.1525221113,2.3848465959
477,5,53,2.153600613,2.3907953506
478,5,54,2.1544612999000003,2.394371691
479,5,55,2.158971067,2.3985300711999997
480,5,56,2.1597968305,2.4046241486
481,5,57,2.1611351952000004,2.4053501750999997
482,5,58,2.1631543659999997,2.4118227235
483,5,59,2.1648677838999997,2.4186530292
484,5,60,2.1652158667,2.4205594744
485,5,61,2.1694188833,2.4235229318
486,5,62,2.1724046599,2.4297968542
487,5,63,2.1748834262,2.4310628139
488,5,64,2.1781079984000002,2.4381162593
489,5,65,2.1816915952000002,2.4381559301999998
490,5,66,2.1829193441,2.4411147926
491,5,67,2.1858769498,2.4461210472999997
492,5,68,2.1892302198,2.4492757134
493,5,69,2.1921784839,2.4528417726000002
494,5,70,2.1941423976,2.454690577
495,5,71,2.1975895613,2.4603012941999998
496,5,72,2.1990340154,2.4644741574
497,5,73,2.2016208053,2.4667866529
498,5,74,2.2057883098,2.4698419699
499,5,75,2.2083048974,2.4745037542999997
500,5,76,2.2112372366,2.47760465
501,5,77,2.2131859203,2.4791468374
502,5,78,2.2166307019,2.4843081108
503,5,79,2.2194466201000003,2.4862457123999997
504,5,80,2.2221954149,2.4918999164000004
505,5,81,2.2250628692,2.493935314
506,5,82,2.2269188494999996,2.4968989028
507,5,83,2.2290178181,2.5017400748
508,5,84,2.2310489909,2.5041406395
509,5,85,2.2343297321,2.5069332001999998
510,5,86,2.2378930813,2.5102213217
511,5,87,2.2389365847000002,2.5107600272
512,5,88,2.2412825652999997,2.5143656246000003
513,5,89,2.2419165102000003,2.5164952569
514,5,90,2.2432416460000004,2.5192961437999997
515,5,91,2.2461088955,2.522250981
516,5,92,2.2467715217,2.5244583680000003
517,5,93,2.2502052012000004,2.527343368
518,5,94,2.2527284659999998,2.5329043396000004
519,5,95,2.2542814157000004,2.534453911
520,5,96,2.2561517228,2.5375711388999997
521,5,97,2.2601046534,2.5374602131
522,5,98,2.2629426892,2.5422658585
523,5,99,2.2661735171999995,2.5452230991
524,5,100,2.2670461988,2.5484013441
525,5,101,2.269479221,2.5526644114999995
526,5,102,2.2717638043,2.5533062591
527,5,103,2.2726178868,2.5552837286000005
528,5,104,2.2745601057,2.5583745747
529,5,105,2.2756017421,2.5614076140999997
530,5,106,2.2768816146999997,2.5618077711
531,6,1,2.8231906809000007,3.1874468797000004
532,6,2,2.5535768754,2.8101596582
533,6,3,2.4805279497,2.7604814329
534,6,4,2.4507407172,2.653531192
535,6,5,2.3987418683,2.583711666
536,6,6,2.3545798539000002,2.5752039932
537,6,7,2.3416192329000003,2.5483168602999995
538,6,8,2.3285110261,2.5180326566
539,6,9,2.2981342909999998,2.4740692583999997
540,6,10,2.2827185246000004,2.4204492133
541,6,11,2.2662778639,2.389866662
542,6,12,2.2507149933,2.3733557821
543,6,13,2.230599064,2.3404259095
544,6,14,2.2113062873000002,2.3140421358000003
545,6,15,2.201907672,2.3046298704
546,6,16,2.196434178,2.3044064259
547,6,17,2.1988355224,2.3022379696
548,6,18,2.187577767,2.2943225161000003
549,6,19,2.1908313288999994,2.2852677486
550,6,20,2.187159119,2.2833208867
551,6,21,2.1754274984,2.279248675
552,6,22,2.1648475585000004,2.2682883563000003
553,6,23,2.1562069675,2.2655531173
554,6,24,2.1460690067000003,2.2578118658
555,6,25,2.1416295763,2.2613612213000005
556,6,26,2.1389095053,2.2712927795999995
557,6,27,2.1357900544999997,2.2745433137999997
558,6,28,2.1358608183000003,2.2711511873
559,6,29,2.1327035831,2.2746577438
560,6,30,2.1285444699,2.2841785020000005
561,6,31,2.1262966874,2.2914127056
562,6,32,2.1255491031,2.2950615013
563,6,33,2.1239145362,2.2944951506000004
564,6,34,2.1242805523,2.3014871475
565,6,35,2.1238219096,2.2999214617
566,6,36,2.1237463576,2.2987310840000004
567,6,37,2.1232155878,2.3052409851
568,6,38,2.1199599748,2.3108223868
569,6,39,2.1208597573,2.317914459
570,6,40,2.1196118895,2.3219159911
571,6,41,2.1193691725000003,2.3279371772
572,6,42,2.1230723508000002,2.3333607382000006
573,6,43,2.1210521504999997,2.3354373280000003
574,6,44,2.1213955369999997,2.3446504254000002
575,6,45,2.1229553689000005,2.3460313878
576,6,46,2.1268505513,2.3533026952999996
577,6,47,2.1293048254999998,2.3611645872
578,6,48,2.129022156,2.3657700451
579,6,49,2.1328649460000006,2.3683032016000003
580,6,50,2.136431742,2.3723071796
581,6,51,2.1384152059000003,2.379064137
582,6,52,2.1412371396000003,2.3878631279
583,6,53,2.1390550243,2.3949767977999996
584,6,54,2.1402262729,2.3966877925
585,6,55,2.1435884318,2.401533981
586,6,56,2.1456911201999995,2.4024478049
587,6,57,2.1448100831000003,2.407406595
588,6,58,2.1479432801000002,2.4112941353999995
589,6,59,2.1506828832,2.4180115681
590,6,60,2.1545704686000002,2.4229689636
591,6,61,2.1555255523,2.4255694479
592,6,62,2.1586153552,2.4309524377
593,6,63,2.1621176249,2.4335733007999996
594,6,64,2.1637125811,2.4366843117
595,6,65,2.1674951557999997,2.4366179823
596,6,66,2.1700448466,2.4416708548
597,6,67,2.1726771797,2.4445061916
598,6,68,2.1768330797,2.4473579298
599,6,69,2.1775242616,2.4536183817
600,6,70,2.1826273700999996,2.4570854560999997
601,6,71,2.1848770409,2.4622556184
602,6,72,2.1878568644,2.4688053883
603,6,73,2.1910305977,2.4720460995
604,6,74,2.1949692202,2.4750111715000003
605,6,75,2.1981785759999997,2.4790930726
606,6,76,2.2005864866000002,2.4849109382
607,6,77,2.2026449038,2.4885421512
608,6,78,2.2057954197000003,2.4909994574999996
609,6,79,2.2093826711,2.4936915785
610,6,80,2.2113806924,2.4963592964
611,6,81,2.2131341065999997,2.5024566733
612,6,82,2.2152072251,2.5041225092999997
613,6,83,2.217158957,2.5072544956000007
614,6,84,2.2209982589,2.5107784915
615,6,85,2.2213658590999996,2.5146078279
616,6,86,2.2255105822999997,2.5173565158999995
617,6,87,2.229254491,2.5187856257999997
618,6,88,2.2304448834999997,2.5184146187
619,6,89,2.2328575307999996,2.5235177800000006
620,6,90,2.2353878535000002,2.5262979852000003
621,6,91,2.2407083,2.5299999636000003
622,6,92,2.2433492220999995,2.53217512
623,6,93,2.2463597963999997,2.5349111319000004
624,6,94,2.2492847766,2.5365983331
625,6,95,2.2494417168000003,2.5397417708
626,6,96,2.2525650289000003,2.5441340015000002
627,6,97,2.2551964621000002,2.5482258609
628,6,98,2.2586038734,2.5515114258000002
629,6,99,2.2609775863,2.5550458457999996
630,6,100,2.2629508165999996,2.5571660827
631,6,101,2.2661380483,2.5580322131999997
632,6,102,2.2693492592,2.5617032263999997
633,6,103,2.2717376804000002,2.564633653
634,6,104,2.2765106788000002,2.5662365959
635,6,105,2.2791950758999997,2.5694937610000004
