,Series,k,centroidNum,Mean,stdDev,count
1,3,1296,1,,,0
2,3,1296,2,5.5204677415811645,,1
3,3,1296,3,5.819317095523459,4.787047856748968,5
4,3,1296,4,2.7512175478809766,0.007066426746902151,2
5,3,1296,5,,,0
6,3,1296,6,,,0
7,3,1296,7,,,0
8,3,1296,8,1.6158512799126186,,1
9,3,1296,9,3.9127045217876204,2.4252467728745746,9
10,3,1296,10,0.8719719878289887,0.7375423954260204,4
11,3,1296,11,,,0
12,3,1296,12,,,0
13,3,1296,13,,,0
14,3,1296,14,,,0
15,3,1296,15,10.988624380269547,4.406572185196849,3
16,3,1296,16,10.95498150075165,8.967777448816678,2
17,3,1296,17,,,0
18,3,1296,18,,,0
19,3,1296,19,,,0
20,3,1296,20,,,0
21,3,1296,21,,,0
22,3,1296,22,2.9377859879710826,,1
23,3,1296,23,,,0
24,3,1296,24,,,0
25,3,1296,25,,,0
26,3,1296,26,,,0
27,3,1296,27,13.634941478322432,,1
28,3,1296,28,,,0
29,3,1296,29,,,0
30,3,1296,30,,,0
31,3,1296,31,,,0
32,3,1296,32,,,0
33,3,1296,33,,,0
34,3,1296,34,,,0
35,3,1296,35,,,0
36,3,1296,36,,,0
37,3,1296,37,,,0
38,3,1296,38,,,0
39,3,1296,39,4.417827247469502,2.8947875001182686,9
40,3,1296,40,0.9174493014281566,1.0678832722743508,2
41,3,1296,41,,,0
42,3,1296,42,,,0
43,3,1296,43,,,0
44,3,1296,44,,,0
45,3,1296,45,1.6942427048952926,1.351634508124668,6
46,3,1296,46,4.30818345510626,4.749644351017874,3
47,3,1296,47,,,0
48,3,1296,48,,,0
49,3,1296,49,,,0
50,3,1296,50,,,0
51,3,1296,51,9.800767985898355,11.68001520009688,3
52,3,1296,52,2.054882938202533,1.7175948134094354,5
53,3,1296,53,,,0
54,3,1296,54,,,0
55,3,1296,55,,,0
56,3,1296,56,,,0
57,3,1296,57,13.34587452924778,,1
58,3,1296,58,2.8289550764993834,1.981516141538343,2
59,3,1296,59,,,0
60,3,1296,60,,,0
61,3,1296,61,,,0
62,3,1296,62,,,0
63,3,1296,63,,,0
64,3,1296,64,,,0
65,3,1296,65,,,0
66,3,1296,66,,,0
67,3,1296,67,,,0
68,3,1296,68,,,0
69,3,1296,69,,,0
70,3,1296,70,,,0
71,3,1296,71,,,0
72,3,1296,72,,,0
73,3,1296,73,,,0
74,3,1296,74,,,0
75,3,1296,75,,,0
76,3,1296,76,,,0
77,3,1296,77,,,0
78,3,1296,78,,,0
79,3,1296,79,,,0
80,3,1296,80,,,0
81,3,1296,81,,,0
82,3,1296,82,,,0
83,3,1296,83,,,0
84,3,1296,84,,,0
85,3,1296,85,,,0
86,3,1296,86,,,0
87,3,1296,87,,,0
