,Series,k,delta,centroidNum,Mean,stdDev,count
881,6,16,1,1,7.081638240232027,6.154056002842299,24
882,6,16,1,2,5.038500204094911,3.599111698247085,20
883,6,16,1,3,5.208608145915671,4.017997503548024,8
884,6,16,1,4,5.406535005609907,3.940917801044154,16
885,6,16,1,5,2.323458893666441,,1
886,6,16,1,6,5.470113843158317,5.085213622177546,23
887,6,16,1,7,,,0
888,6,16,1,8,,,0
889,6,16,1,9,3.897736492701699,2.4870652381325664,10
890,6,16,1,10,0.6456145348724647,,1
891,6,16,1,11,,,0
892,6,16,1,12,,,0
893,6,16,1,13,,,0
894,6,16,1,14,7.248267688429711,3.9060239087993733,3
895,6,16,1,15,,,0
896,6,16,1,16,,,0
