,Series,k,delta,centroidNum,Mean,stdDev,count
2026,6,81,0.5,1,9.831048631673006,13.099250504369888,4
2027,6,81,0.5,2,6.009838132610823,4.429348269747619,26
2028,6,81,0.5,3,,,0
2029,6,81,0.5,4,5.926064545322075,3.074663948108788,6
2030,6,81,0.5,5,4.8027388637374955,2.6102393335597944,16
2031,6,81,0.5,6,,,0
2032,6,81,0.5,7,,,0
2033,6,81,0.5,8,7.9678937741487985,3.7019430366004697,2
2034,6,81,0.5,9,,,0
2035,6,81,0.5,10,,,0
2036,6,81,0.5,11,5.994717313081245,7.235434303704381,3
2037,6,81,0.5,12,,,0
2038,6,81,0.5,13,,,0
2039,6,81,0.5,14,4.621569074279233,2.925929668123681,22
2040,6,81,0.5,15,,,0
2041,6,81,0.5,16,,,0
2042,6,81,0.5,17,,,0
2043,6,81,0.5,18,,,0
2044,6,81,0.5,19,,,0
2045,6,81,0.5,20,,,0
2046,6,81,0.5,21,,,0
2047,6,81,0.5,22,,,0
2048,6,81,0.5,23,,,0
2049,6,81,0.5,24,,,0
2050,6,81,0.5,25,,,0
2051,6,81,0.5,26,,,0
2052,6,81,0.5,27,,,0
2053,6,81,0.5,28,,,0
2054,6,81,0.5,29,4.922452849347752,5.348016105490679,10
2055,6,81,0.5,30,,,0
2056,6,81,0.5,31,,,0
2057,6,81,0.5,32,7.559706161115841,4.492159844058656,4
2058,6,81,0.5,33,,,0
2059,6,81,0.5,34,,,0
2060,6,81,0.5,35,,,0
2061,6,81,0.5,36,,,0
2062,6,81,0.5,37,,,0
2063,6,81,0.5,38,5.020967985934104,2.7547881671047527,11
2064,6,81,0.5,39,,,0
2065,6,81,0.5,40,,,0
2066,6,81,0.5,41,,,0
2067,6,81,0.5,42,,,0
2068,6,81,0.5,43,,,0
2069,6,81,0.5,44,,,0
2070,6,81,0.5,45,,,0
2071,6,81,0.5,46,,,0
2072,6,81,0.5,47,1.0807747440515527,,1
2073,6,81,0.5,48,,,0
2074,6,81,0.5,49,,,0
2075,6,81,0.5,50,,,0
2076,6,81,0.5,51,,,0
2077,6,81,0.5,52,,,0
2078,6,81,0.5,53,,,0
2079,6,81,0.5,54,,,0
2080,6,81,0.5,55,,,0
2081,6,81,0.5,56,,,0
2082,6,81,0.5,57,,,0
2083,6,81,0.5,58,,,0
2084,6,81,0.5,59,,,0
2085,6,81,0.5,60,,,0
2086,6,81,0.5,61,,,0
2087,6,81,0.5,62,,,0
2088,6,81,0.5,63,,,0
2089,6,81,0.5,64,,,0
2090,6,81,0.5,65,3.6481136778393903,,1
2091,6,81,0.5,66,,,0
2092,6,81,0.5,67,,,0
2093,6,81,0.5,68,,,0
2094,6,81,0.5,69,,,0
2095,6,81,0.5,70,,,0
2096,6,81,0.5,71,,,0
2097,6,81,0.5,72,,,0
2098,6,81,0.5,73,,,0
2099,6,81,0.5,74,,,0
2100,6,81,0.5,75,,,0
2101,6,81,0.5,76,,,0
2102,6,81,0.5,77,,,0
2103,6,81,0.5,78,,,0
2104,6,81,0.5,79,,,0
2105,6,81,0.5,80,,,0
2106,6,81,0.5,81,,,0
