,Series,k,delta,centroidNum,Mean,stdDev,count
3241,1,81,0.5,1,20.976350345529294,12.41556740007666,9
3242,1,81,0.5,2,3.44044764776163,2.732635043309595,22
3243,1,81,0.5,3,,,0
3244,1,81,0.5,4,5.595784601485405,3.6283634393297306,12
3245,1,81,0.5,5,4.33795907069665,2.472657693332439,5
3246,1,81,0.5,6,,,0
3247,1,81,0.5,7,,,0
3248,1,81,0.5,8,20.224775615277537,,1
3249,1,81,0.5,9,,,0
3250,1,81,0.5,10,,,0
3251,1,81,0.5,11,3.84085568361505,2.9776944827344907,14
3252,1,81,0.5,12,,,0
3253,1,81,0.5,13,,,0
3254,1,81,0.5,14,4.900206141454059,3.3547130330634527,10
3255,1,81,0.5,15,,,0
3256,1,81,0.5,16,,,0
3257,1,81,0.5,17,,,0
3258,1,81,0.5,18,,,0
3259,1,81,0.5,19,,,0
3260,1,81,0.5,20,,,0
3261,1,81,0.5,21,,,0
3262,1,81,0.5,22,,,0
3263,1,81,0.5,23,,,0
3264,1,81,0.5,24,,,0
3265,1,81,0.5,25,,,0
3266,1,81,0.5,26,,,0
3267,1,81,0.5,27,,,0
3268,1,81,0.5,28,,,0
3269,1,81,0.5,29,5.056815021605882,2.9995554958637483,9
3270,1,81,0.5,30,,,0
3271,1,81,0.5,31,,,0
3272,1,81,0.5,32,2.750827766374146,1.5651051135886656,6
3273,1,81,0.5,33,,,0
3274,1,81,0.5,34,,,0
3275,1,81,0.5,35,,,0
3276,1,81,0.5,36,,,0
3277,1,81,0.5,37,,,0
3278,1,81,0.5,38,3.569358287117134,2.292624660995631,7
3279,1,81,0.5,39,4.181045975809616,2.154234876220979,7
3280,1,81,0.5,40,,,0
3281,1,81,0.5,41,,,0
3282,1,81,0.5,42,,,0
3283,1,81,0.5,43,,,0
3284,1,81,0.5,44,,,0
3285,1,81,0.5,45,,,0
3286,1,81,0.5,46,,,0
3287,1,81,0.5,47,12.38513183536618,16.40283648260904,2
3288,1,81,0.5,48,,,0
3289,1,81,0.5,49,,,0
3290,1,81,0.5,50,,,0
3291,1,81,0.5,51,,,0
3292,1,81,0.5,52,,,0
3293,1,81,0.5,53,,,0
3294,1,81,0.5,54,,,0
3295,1,81,0.5,55,,,0
3296,1,81,0.5,56,,,0
3297,1,81,0.5,57,,,0
3298,1,81,0.5,58,,,0
3299,1,81,0.5,59,,,0
3300,1,81,0.5,60,,,0
3301,1,81,0.5,61,,,0
3302,1,81,0.5,62,,,0
3303,1,81,0.5,63,,,0
3304,1,81,0.5,64,,,0
3305,1,81,0.5,65,2.2527806777401977,2.0824935509243523,2
3306,1,81,0.5,66,,,0
3307,1,81,0.5,67,,,0
3308,1,81,0.5,68,,,0
3309,1,81,0.5,69,,,0
3310,1,81,0.5,70,,,0
3311,1,81,0.5,71,,,0
3312,1,81,0.5,72,,,0
3313,1,81,0.5,73,,,0
3314,1,81,0.5,74,,,0
3315,1,81,0.5,75,,,0
3316,1,81,0.5,76,,,0
3317,1,81,0.5,77,,,0
3318,1,81,0.5,78,,,0
3319,1,81,0.5,79,,,0
3320,1,81,0.5,80,,,0
3321,1,81,0.5,81,,,0
