,Series,k,Mean,stdDev
7061,1,71,2.331381368,2.725242307
7062,2,71,2.272020906,3.045994634
7063,3,71,2.238132539,2.049658326
7064,4,71,2.2511659,3.133366389
7065,5,71,2.024496552,1.729958025
7066,6,71,2.097110502,1.722816192
7067,7,71,2.098966868,2.673743991
7068,8,71,2.052123044,2.561189922
7069,9,71,2.197474101,2.945339545
7070,10,71,2.322794921,2.524173326
7071,1,72,2.3353863,2.714133406
7072,2,72,2.281109561,3.045951075
7073,3,72,2.238560667,2.047080406
7074,4,72,2.24857782,3.142193482
7075,5,72,2.030239155,1.732270589
7076,6,72,2.103066108,1.72540175
7077,7,72,2.095876962,2.679688116
7078,8,72,2.060296082,2.565425251
7079,9,72,2.198340654,2.952398467
7080,10,72,2.321647928,2.517745796
7081,1,73,2.336417783,2.723383784
7082,2,73,2.285499771,3.049424973
7083,3,73,2.236144215,2.045047554
7084,4,73,2.253815564,3.146499467
7085,5,73,2.031608072,1.737974623
7086,6,73,2.107400277,1.734860537
7087,7,73,2.097862512,2.67929342
7088,8,73,2.063748682,2.564410853
7089,9,73,2.19825561,2.949617445
7090,10,73,2.327039446,2.526830186
7091,1,74,2.343717917,2.72543893
7092,2,74,2.294561952,3.055215421
7093,3,74,2.240234566,2.050010217
7094,4,74,2.253568148,3.155020859
7095,5,74,2.036253675,1.741903193
