,Series,k,delta,centroidNum,Mean,stdDev,count
625,10,16,1,1,9.856886082811798,9.839700753487149,26
626,10,16,1,2,5.855172443758881,4.123674641052738,28
627,10,16,1,3,3.5382130886485257,1.5937137158531614,5
628,10,16,1,4,6.317107069804118,4.730681635127806,14
629,10,16,1,5,,,0
630,10,16,1,6,4.949135630489184,4.186564842207502,17
631,10,16,1,7,,,0
632,10,16,1,8,,,0
633,10,16,1,9,6.3992087702078,3.4508660065916934,11
634,10,16,1,10,,,0
635,10,16,1,11,,,0
636,10,16,1,12,,,0
637,10,16,1,13,2.158893905526483,,1
638,10,16,1,14,4.8232029660047,3.006712557918835,4
639,10,16,1,15,,,0
640,10,16,1,16,,,0
