,Series,k,Mean,stdDev
2121,1,1,2.95075426,3.171598144
2122,2,1,2.569832068,2.818235518
2123,3,1,3.220404001,3.743899941
2124,4,1,2.70638704,3.141414991
2125,5,1,2.672363335,2.717046569
2126,6,1,2.696185752,2.623915109
2127,7,1,2.719742976,2.867197719
2128,8,1,3.487773741,4.000398796
2129,9,1,3.093712523,4.29012964
2130,10,1,3.055400629,3.959383354
2131,1,2,2.745693549,3.091367059
2132,2,2,2.403510667,2.358493205
2133,3,2,2.831848088,3.133609043
2134,4,2,2.457874759,2.995021869
2135,5,2,2.529825963,2.434702614
2136,6,2,2.415292988,2.471503579
2137,7,2,2.525925108,3.007817201
2138,8,2,3.048651834,3.345531765
2139,9,2,2.680280193,3.645142842
2140,10,2,2.478835418,2.699615926
2141,1,3,2.618769949,2.535834375
2142,2,3,2.437819621,2.462291181
2143,3,3,2.696085524,3.150446614
2144,4,3,2.277245095,2.224161277
2145,5,3,2.334139548,2.337326372
2146,6,3,2.22219851,2.114950851
2147,7,3,2.345077068,2.534555399
2148,8,3,2.850824003,3.155798037
2149,9,3,2.60239795,3.370258534
2150,10,3,2.559566862,2.459292165
2151,1,4,2.510846607,2.383184919
2152,2,4,2.347020423,2.403459368
2153,3,4,2.670643982,3.085790545
2154,4,4,2.309022312,2.323144299
2155,5,4,2.287691383,2.370202414
2156,6,4,2.201907432,2.077521826
2157,7,4,2.372778883,2.456763095
2158,8,4,2.942757152,3.263353291
2159,9,4,2.460920556,3.040090142
2160,10,4,2.420996204,2.216531774
2161,1,5,2.432390146,2.203019912
2162,2,5,2.410588731,2.438301122
2163,3,5,2.595209506,2.930043526
2164,4,5,2.149328838,2.437525523
2165,5,5,2.252027129,2.58951734
2166,6,5,2.228346908,2.102815061
2167,7,5,2.379365052,2.368838642
2168,8,5,2.807911318,3.075412538
2169,9,5,2.422777695,3.037701086
2170,10,5,2.397572387,2.23326637
2171,1,6,2.37350655,2.147871527
2172,2,6,2.40611298,2.375363765
2173,3,6,2.632096585,2.985578368
2174,4,6,2.109156533,2.421378148
2175,5,6,2.175355043,2.531623191
2176,6,6,2.08450083,1.991013001
2177,7,6,2.412509725,2.293194326
2178,8,6,2.834307886,3.188975281
2179,9,6,2.39152802,2.992676684
2180,10,6,2.453235004,2.308979119
2181,1,7,2.371283015,2.079150495
2182,2,7,2.409212217,2.490140176
2183,3,7,2.651118325,3.00372794
2184,4,7,2.074688834,2.496054676
2185,5,7,2.123665567,2.296879091
2186,6,7,2.099566685,2.026385893
2187,7,7,2.404492777,2.240510056
2188,8,7,2.783110078,3.092203116
2189,9,7,2.404980925,2.970033475
2190,10,7,2.3768601,2.290894001
2191,1,8,2.364171811,2.144292731
2192,2,8,2.36671708,2.41566531
2193,3,8,2.561060021,2.94299686
2194,4,8,2.110246795,2.56767453
2195,5,8,2.066372869,2.297801324
