,Series,k,delta,centroidNum,Mean,stdDev,count
353,3,16,1,1,7.565395508593395,8.91506214354311,30
354,3,16,1,2,6.050464837040972,4.1928443989701245,20
355,3,16,1,3,7.353214337049234,5.652589484297711,18
356,3,16,1,4,4.701325339313364,2.6247222774349557,4
357,3,16,1,5,16.038163807962256,22.26810183582667,2
358,3,16,1,6,4.367892726327719,4.207944050948832,18
359,3,16,1,7,,,0
360,3,16,1,8,,,0
361,3,16,1,9,,,0
362,3,16,1,10,5.692555621044581,2.8466308222190566,13
363,3,16,1,11,,,0
364,3,16,1,12,,,0
365,3,16,1,13,1.4754949992493491,,1
366,3,16,1,14,,,0
367,3,16,1,15,,,0
368,3,16,1,16,,,0
