,Series,k,centroidNum,Mean,stdDev,count
1,1,2,1,4.918516796636504,3.5012743755666946,30
2,1,2,2,11.111434169110357,9.595992584786396,76
3,1,3,1,5.576075587387358,3.745917939943696,31
4,1,3,2,5.353360164673205,1.9563322214936076,20
5,1,3,3,11.107152587867413,10.637637439784326,55
6,1,4,1,4.976148164199671,,1
7,1,4,2,4.378192831462917,3.519242220683922,29
8,1,4,3,8.904594590787582,6.191008917434558,27
9,1,4,4,11.560877789255333,11.091580950572935,49
10,1,5,1,5.103479252762574,1.9021080082007156,19
11,1,5,2,11.119887620413529,10.821688599907793,53
12,1,5,3,4.976148164199671,,1
13,1,5,4,5.529215804879531,3.677770002835743,33
14,1,5,5,,,0
15,1,6,1,5.701631085197685,2.286430682491929,18
16,1,6,2,7.402366917383761,5.2488646230305,29
17,1,6,3,,,0
18,1,6,4,10.071670136209267,11.40874906753873,34
19,1,6,5,5.186658660934852,3.9922177227805817,23
20,1,6,6,4.48197830441314,1.0441976691174233,2
21,1,7,1,10.137318694235773,11.392525182711775,34
22,1,7,2,7.399924701335861,5.2493402681764225,29
23,1,7,3,4.48197830441314,1.0441976691174233,2
24,1,7,4,4.976148164199671,,1
25,1,7,5,5.229193330940398,4.008765270546712,22
26,1,7,6,,,0
27,1,7,7,5.460373604289462,2.0622256372885057,18
28,1,8,1,3.7582691921420075,3.9162977974240594,18
29,1,8,2,10.128073622072796,6.134243782719293,20
30,1,8,3,10.376609039198343,11.85504344126809,30
31,1,8,4,4.976148164199671,,1
32,1,8,5,5.232730084382654,2.8470749061827036,9
33,1,8,6,5.636256853893262,4.238830150675445,28
34,1,8,7,,,0
35,1,8,8,,,0
36,1,9,1,,,0
37,1,9,2,9.783255262405776,6.173692563618243,22
38,1,9,3,,,0
39,1,9,4,10.131141224049596,11.769560312096141,31
40,1,9,5,,,0
41,1,9,6,4.14191439547166,3.2104915618195036,21
42,1,9,7,3.870975404259866,2.480405771719928,3
43,1,9,8,5.6696286935529185,4.052012614748578,29
