,Series,k,delta,centroidNum,Mean,stdDev,count
1,1,16,1,1,10.410249695597896,11.990570433097998,29
2,1,16,1,2,5.726744934070707,3.7398793913726527,19
3,1,16,1,3,3.464101691982372,0.9543375231660274,2
4,1,16,1,4,8.592496972265803,6.4488266424280205,15
5,1,16,1,5,2.7379915075101455,,1
6,1,16,1,6,5.465963647490051,4.351507648176058,11
7,1,16,1,7,,,0
8,1,16,1,8,,,0
9,1,16,1,9,5.973493801688551,2.5290516466396054,11
10,1,16,1,10,5.4616165481095775,2.773271331101005,17
11,1,16,1,11,,,0
12,1,16,1,12,,,0
13,1,16,1,13,,,0
14,1,16,1,14,3.0869980607991323,,1
15,1,16,1,15,,,0
16,1,16,1,16,,,0
