,Series,k,delta,centroidNum,Mean,stdDev,count
833,3,16,1,1,5.633167459926697,4.955118506831975,26
834,3,16,1,2,6.336221525569949,3.8856870358224818,19
835,3,16,1,3,3.242402517068593,1.897038049871015,3
836,3,16,1,4,8.848975903149897,7.489166262551375,19
837,3,16,1,5,,,0
838,3,16,1,6,6.016383068490937,2.7972772363182727,8
839,3,16,1,7,,,0
840,3,16,1,8,,,0
841,3,16,1,9,2.5471727732151876,2.9760431785438577,14
842,3,16,1,10,6.337284924618804,3.1914103244312875,13
843,3,16,1,11,,,0
844,3,16,1,12,,,0
845,3,16,1,13,,,0
846,3,16,1,14,6.0626190091822885,3.326218680399255,4
847,3,16,1,15,,,0
848,3,16,1,16,,,0
