,Series,k,delta,centroidNum,Mean,stdDev,count
945,10,16,1,1,6.937983669651819,6.352563530609641,26
946,10,16,1,2,5.809208516233985,4.51827764530183,23
947,10,16,1,3,4.423686926796279,0.5729958984303404,3
948,10,16,1,4,7.49208055821788,4.748830501908835,21
949,10,16,1,5,2.3005410554057804,2.4233272434077135,2
950,10,16,1,6,2.194277856476799,1.1658259616682631,13
951,10,16,1,7,,,0
952,10,16,1,8,,,0
953,10,16,1,9,3.488830386634456,3.3220981692746623,8
954,10,16,1,10,0.3040042762171519,0.3016066047840069,3
955,10,16,1,11,,,0
956,10,16,1,12,,,0
957,10,16,1,13,,,0
958,10,16,1,14,2.7718039828148084,2.38837650009233,7
959,10,16,1,15,,,0
960,10,16,1,16,,,0
