,Series,k,delta,centroidNum,Mean,stdDev,count
17,2,16,1,1,11.016272933058497,14.184218538121995,28
18,2,16,1,2,6.541829686216937,6.209453871018066,17
19,2,16,1,3,12.659425498858056,2.1929550521679104,2
20,2,16,1,4,8.57322028386253,5.729419828987073,15
21,2,16,1,5,9.311166350110797,,1
22,2,16,1,6,3.7930540577597185,3.0438325487986697,6
23,2,16,1,7,,,0
24,2,16,1,8,,,0
25,2,16,1,9,5.362366832019374,4.782147128170531,20
26,2,16,1,10,3.464513389060663,0.8986874864873209,2
27,2,16,1,11,,,0
28,2,16,1,12,,,0
29,2,16,1,13,,,0
30,2,16,1,14,5.568479770637988,2.5435217247717197,15
31,2,16,1,15,,,0
32,2,16,1,16,,,0
