,Series,k,delta,centroidNum,Mean,stdDev,count
4942,2,81,0.5,1,15.328032884110968,15.485437393560419,10
4943,2,81,0.5,2,3.95368337761067,3.105544107866462,19
4944,2,81,0.5,3,,,0
4945,2,81,0.5,4,8.597060689329311,8.716402868260529,9
4946,2,81,0.5,5,5.119717971094275,9.322355327338567,8
4947,2,81,0.5,6,,,0
4948,2,81,0.5,7,,,0
4949,2,81,0.5,8,11.119750576800826,,1
4950,2,81,0.5,9,,,0
4951,2,81,0.5,10,,,0
4952,2,81,0.5,11,4.120166340334891,3.777440999161604,14
4953,2,81,0.5,12,,,0
4954,2,81,0.5,13,,,0
4955,2,81,0.5,14,3.4002597577741134,1.5722019344481353,3
4956,2,81,0.5,15,,,0
4957,2,81,0.5,16,,,0
4958,2,81,0.5,17,,,0
4959,2,81,0.5,18,,,0
4960,2,81,0.5,19,,,0
4961,2,81,0.5,20,,,0
4962,2,81,0.5,21,,,0
4963,2,81,0.5,22,,,0
4964,2,81,0.5,23,,,0
4965,2,81,0.5,24,,,0
4966,2,81,0.5,25,,,0
4967,2,81,0.5,26,,,0
4968,2,81,0.5,27,,,0
4969,2,81,0.5,28,,,0
4970,2,81,0.5,29,6.3354002372264,5.1578659500354425,10
4971,2,81,0.5,30,,,0
4972,2,81,0.5,31,,,0
4973,2,81,0.5,32,2.9870585388891975,2.2597322929452552,8
4974,2,81,0.5,33,,,0
4975,2,81,0.5,34,,,0
4976,2,81,0.5,35,,,0
4977,2,81,0.5,36,,,0
4978,2,81,0.5,37,,,0
4979,2,81,0.5,38,6.142074085292917,2.176384668632457,9
4980,2,81,0.5,39,3.0410293876368324,2.4253161596132293,13
4981,2,81,0.5,40,,,0
4982,2,81,0.5,41,,,0
4983,2,81,0.5,42,,,0
4984,2,81,0.5,43,,,0
4985,2,81,0.5,44,,,0
4986,2,81,0.5,45,,,0
4987,2,81,0.5,46,,,0
4988,2,81,0.5,47,,,0
4989,2,81,0.5,48,,,0
4990,2,81,0.5,49,,,0
4991,2,81,0.5,50,,,0
4992,2,81,0.5,51,,,0
4993,2,81,0.5,52,,,0
4994,2,81,0.5,53,,,0
4995,2,81,0.5,54,,,0
4996,2,81,0.5,55,,,0
4997,2,81,0.5,56,,,0
4998,2,81,0.5,57,,,0
4999,2,81,0.5,58,,,0
5000,2,81,0.5,59,,,0
5001,2,81,0.5,60,,,0
5002,2,81,0.5,61,,,0
5003,2,81,0.5,62,,,0
5004,2,81,0.5,63,,,0
5005,2,81,0.5,64,,,0
5006,2,81,0.5,65,3.2242528212084665,0.9714253008167042,2
5007,2,81,0.5,66,,,0
5008,2,81,0.5,67,,,0
5009,2,81,0.5,68,,,0
5010,2,81,0.5,69,,,0
5011,2,81,0.5,70,,,0
5012,2,81,0.5,71,,,0
5013,2,81,0.5,72,,,0
5014,2,81,0.5,73,,,0
5015,2,81,0.5,74,,,0
5016,2,81,0.5,75,,,0
5017,2,81,0.5,76,,,0
5018,2,81,0.5,77,,,0
5019,2,81,0.5,78,,,0
5020,2,81,0.5,79,,,0
5021,2,81,0.5,80,,,0
5022,2,81,0.5,81,,,0
