,Series,k,delta,centroidNum,Mean,stdDev,count
657,2,16,1,1,8.812685871127089,11.14647708094461,28
658,2,16,1,2,6.703633901444868,4.873174798041368,13
659,2,16,1,3,5.286268583496161,4.422030058739704,5
660,2,16,1,4,7.870767506314606,5.508584064505455,13
661,2,16,1,5,21.782711137095813,26.180571138143623,3
662,2,16,1,6,5.038934646139182,3.2661941350890733,9
663,2,16,1,7,,,0
664,2,16,1,8,,,0
665,2,16,1,9,4.392338009926276,5.097357372508758,15
666,2,16,1,10,4.575170745493779,2.7048202294932815,4
667,2,16,1,11,,,0
668,2,16,1,12,,,0
669,2,16,1,13,1.2658168009441653,,1
670,2,16,1,14,5.758085939667727,3.2897293033635204,15
671,2,16,1,15,,,0
672,2,16,1,16,,,0
