,Series,k,centroidNum,Mean,stdDev,count
1,4,1296,1,,,0
2,4,1296,2,1.6825703787418005,1.241435695664018,2
3,4,1296,3,4.675261426606251,3.9337208222675226,3
4,4,1296,4,0.35205416575979603,,1
5,4,1296,5,,,0
6,4,1296,6,,,0
7,4,1296,7,,,0
8,4,1296,8,,,0
9,4,1296,9,3.253980958052628,0.9583596141459142,5
10,4,1296,10,2.0217570213092224,1.273658879908423,3
11,4,1296,11,,,0
12,4,1296,12,,,0
13,4,1296,13,,,0
14,4,1296,14,1.6799490762908036,1.0476831954121595,2
15,4,1296,15,3.7197171275116196,2.032056983338723,3
16,4,1296,16,4.36792998098241,4.115580963122642,2
17,4,1296,17,,,0
18,4,1296,18,,,0
19,4,1296,19,,,0
20,4,1296,20,,,0
21,4,1296,21,7.398193707853714,2.286817989755074,2
22,4,1296,22,,,0
23,4,1296,23,,,0
24,4,1296,24,,,0
25,4,1296,25,,,0
26,4,1296,26,,,0
27,4,1296,27,,,0
28,4,1296,28,,,0
29,4,1296,29,,,0
30,4,1296,30,,,0
31,4,1296,31,,,0
32,4,1296,32,,,0
33,4,1296,33,106.64726246179058,13.547083810359164,2
34,4,1296,34,,,0
35,4,1296,35,,,0
36,4,1296,36,,,0
37,4,1296,37,,,0
38,4,1296,38,,,0
39,4,1296,39,2.0350607226956554,1.2067035745109593,5
40,4,1296,40,3.604347103133932,,1
41,4,1296,41,,,0
42,4,1296,42,,,0
43,4,1296,43,,,0
44,4,1296,44,,,0
45,4,1296,45,1.7890672477672211,1.4747944066796401,3
46,4,1296,46,3.4314746225221597,1.1321762510729754,6
47,4,1296,47,,,0
48,4,1296,48,,,0
49,4,1296,49,,,0
50,4,1296,50,,,0
51,4,1296,51,4.284242057478938,3.4536365385140875,4
52,4,1296,52,4.843000379132572,2.584235434498876,4
53,4,1296,53,,,0
54,4,1296,54,,,0
55,4,1296,55,,,0
56,4,1296,56,,,0
57,4,1296,57,92.63066644082437,,1
