,Series,k,Mean,stdDev
5467,7,17,1.849525503,1.433824658
5468,8,17,2.391341459,2.547566465
5469,9,17,2.281058836,1.951435597
5470,10,17,2.445238005,2.566479113
5471,1,18,1.721582081,1.739538711
5472,2,18,2.498578746,2.993675196
5473,3,18,2.318446728,2.770154962
5474,4,18,1.937071168,1.608518773
5475,5,18,1.854178079,2.465497305
5476,6,18,2.3670976,2.702398363
5477,7,18,1.867717843,1.453184851
5478,8,18,2.384639695,2.549019641
5479,9,18,2.244382005,1.928774029
5480,10,18,2.465242341,2.583046159
5481,1,19,1.728545292,1.720330947
5482,2,19,2.499141874,3.013234948
5483,3,19,2.293097494,2.792934408
5484,4,19,1.913018122,1.616941013
5485,5,19,1.854523476,2.453756426
5486,6,19,2.340573551,2.68157669
5487,7,19,1.852121814,1.406771929
5488,8,19,2.36942966,2.554036211
5489,9,19,2.252608494,1.93198308
5490,10,19,2.446648363,2.584745127
5491,1,20,1.754647348,1.720239867
5492,2,20,2.496529144,2.997854803
5493,3,20,2.268819822,2.768863502
5494,4,20,1.91299082,1.601499346
5495,5,20,1.847116064,2.431838961
5496,6,20,2.325518163,2.666936791
5497,7,20,1.832194137,1.368685337
5498,8,20,2.35673548,2.558609877
5499,9,20,2.237462833,1.942979481
5500,10,20,2.455125863,2.60666341
5501,1,21,1.767980275,1.734847087
5502,2,21,2.490693036,2.979274056
5503,3,21,2.266846149,2.783761483
5504,4,21,1.907884578,1.632042174
5505,5,21,1.865589203,2.433972203
5506,6,21,2.31861527,2.673970014
5507,7,21,1.807013242,1.340235181
5508,8,21,2.339527337,2.567083533
5509,9,21,2.211113448,1.95120421
5510,10,21,2.449456283,2.619903916
5511,1,22,1.762014581,1.741119686
5512,2,22,2.474866634,2.944022743
5513,3,22,2.257610127,2.781273116
5514,4,22,1.899389363,1.634570938
5515,5,22,1.855099119,2.431132109
5516,6,22,2.310811304,2.670035357
5517,7,22,1.767303993,1.323501452
5518,8,22,2.319531347,2.520198929
5519,9,22,2.199293638,1.968048103
5520,10,22,2.47504445,2.660540387
5521,1,23,1.736237382,1.712377393
5522,2,23,2.491157253,2.972484096
5523,3,23,2.237794569,2.793859675
5524,4,23,1.913614898,1.654995119
5525,5,23,1.838575523,2.406451307
5526,6,23,2.318987706,2.674020082
5527,7,23,1.755637262,1.343791814
5528,8,23,2.330496998,2.53320984
5529,9,23,2.197014113,1.992183541
5530,10,23,2.451195215,2.651055
5531,1,24,1.739945503,1.706884653
5532,2,24,2.499327606,2.980908273
5533,3,24,2.231785196,2.797405999
5534,4,24,1.917857146,1.667448049
5535,5,24,1.83026797,2.412053757
5536,6,24,2.282763218,2.6840257
5537,7,24,1.775575939,1.313944366
5538,8,24,2.315641472,2.550545019
5539,9,24,2.198545257,2.014299421
5540,10,24,2.458755543,2.683644215
5541,1,25,1.737934578,1.702767939
5542,2,25,2.501676123,2.974107582
5543,3,25,2.231922206,2.794766096
5544,4,25,1.913600481,1.647268407
5545,5,25,1.829901642,2.412952053
5546,6,25,2.281009553,2.683997532
5547,7,25,1.750657104,1.301818197
5548,8,25,2.313888086,2.5764681
5549,9,25,2.210746788,2.023980435
5550,10,25,2.437293878,2.673195791
5551,1,26,1.74905283,1.692624279
5552,2,26,2.486946037,2.979648988
5553,3,26,2.227900712,2.803254156
5554,4,26,1.900500702,1.623785712
5555,5,26,1.834614509,2.418040782
5556,6,26,2.280466184,2.678653651
5557,7,26,1.743517302,1.278881164
5558,8,26,2.317999556,2.592515382
5559,9,26,2.211403318,2.050420443
5560,10,26,2.422522086,2.648169183
5561,1,27,1.761136281,1.729671984
5562,2,27,2.498070598,2.990215623
5563,3,27,2.225425138,2.807801926
5564,4,27,1.891993577,1.613908084
5565,5,27,1.839960663,2.427203864
5566,6,27,2.272737456,2.691039402
5567,7,27,1.723292494,1.25669599
5568,8,27,2.343460027,2.59419023
5569,9,27,2.222523894,2.063973127
5570,10,27,2.42530374,2.667398478
5571,1,28,1.753154419,1.740434373
5572,2,28,2.501288597,3.004314168
5573,3,28,2.220314165,2.809199329
5574,4,28,1.881883212,1.616995022
5575,5,28,1.837775845,2.444633898
5576,6,28,2.263338555,2.700630258
5577,7,28,1.732399667,1.247033202
5578,8,28,2.350845155,2.604317541
5579,9,28,2.227634335,2.082247141
5580,10,28,2.421161359,2.659595076
5581,1,29,1.75954756,1.733080955
5582,2,29,2.500268742,3.021192614
5583,3,29,2.221182707,2.787901033
5584,4,29,1.891342314,1.621141841
5585,5,29,1.830828534,2.451302129
5586,6,29,2.274478882,2.704249656
5587,7,29,1.71353417,1.251632411
5588,8,29,2.361469444,2.616981073
5589,9,29,2.215005827,2.071002556
5590,10,29,2.435132305,2.650853678
5591,1,30,1.761818441,1.750824393
5592,2,30,2.506439244,3.038035062
5593,3,30,2.222141622,2.782759482
5594,4,30,1.890770978,1.637594746
5595,5,30,1.828580894,2.460157725
5596,6,30,2.292336545,2.716991028
5597,7,30,1.700691597,1.24003451
5598,8,30,2.361997834,2.610036086
5599,9,30,2.21120427,2.091979812
5600,10,30,2.428776912,2.607607241
5601,1,31,1.765730616,1.779161667
5602,2,31,2.510846035,3.069855079
5603,3,31,2.225983404,2.78642164
5604,4,31,1.881853635,1.642088867
5605,5,31,1.827413584,2.461527133
5606,6,31,2.28335568,2.71677648
5607,7,31,1.706336777,1.246463152
5608,8,31,2.365708997,2.623522678
5609,9,31,2.199094421,2.083476342
5610,10,31,2.42896294,2.617738772
5611,1,32,1.774621691,1.809302578
5612,2,32,2.493456506,3.070107817
5613,3,32,2.240901312,2.789059281
5614,4,32,1.872694275,1.641866724
5615,5,32,1.832656789,2.478694223
5616,6,32,2.288460805,2.73135902
5617,7,32,1.705628491,1.264444498
5618,8,32,2.367410606,2.611793483
5619,9,32,2.202207912,2.106423805
5620,10,32,2.427419583,2.653883144
5621,1,33,1.771385198,1.813101714
5622,2,33,2.498517236,3.086029525
5623,3,33,2.232448011,2.795926974
5624,4,33,1.873325224,1.65783523
5625,5,33,1.836896181,2.491716019
5626,6,33,2.277063013,2.731224377
5627,7,33,1.67887175,1.258376149
5628,8,33,2.372066459,2.61470142
5629,9,33,2.189506723,2.115254739
5630,10,33,2.445584343,2.677662394
5631,1,34,1.769819246,1.827868383
5632,2,34,2.479049783,3.067740369
5633,3,34,2.241260557,2.791939551
5634,4,34,1.875422857,1.657958534
5635,5,34,1.823431359,2.478815289
5636,6,34,2.269007936,2.732148182
5637,7,34,1.675684733,1.263162834
5638,8,34,2.374589205,2.631127656
5639,9,34,2.196055461,2.12762535
5640,10,34,2.468004312,2.70149547
5641,1,35,1.772718407,1.847496731
5642,2,35,2.479896691,3.089572853
5643,3,35,2.236890125,2.798437201
5644,4,35,1.871785168,1.667671786
5645,5,35,1.803426541,2.475092745
5646,6,35,2.27319404,2.741362535
5647,7,35,1.677763542,1.27006035
5648,8,35,2.371216938,2.652311123
5649,9,35,2.191440877,2.115646421
5650,10,35,2.458967061,2.704463462
5651,1,36,1.776044112,1.864511527
5652,2,36,2.476309232,3.087647626
5653,3,36,2.23963294,2.799060104
5654,4,36,1.885254008,1.665667311
5655,5,36,1.802013017,2.468052277
5656,6,36,2.275712365,2.749556959
5657,7,36,1.658848654,1.271835469
5658,8,36,2.367685889,2.654950642
5659,9,36,2.19932258,2.124441262
5660,10,36,2.452246286,2.711305664
5661,1,37,1.767377689,1.870753772
5662,2,37,2.48061319,3.090476949
5663,3,37,2.248106225,2.788139092
5664,4,37,1.878008074,1.659149091
5665,5,37,1.817144656,2.46454069
5666,6,37,2.272647565,2.748805908
5667,7,37,1.665246187,1.284523598
5668,8,37,2.369923385,2.672224506
5669,9,37,2.196276536,2.110151829
5670,10,37,2.437900316,2.695308754
5671,1,38,1.762332528,1.879905984
5672,2,38,2.476131436,3.106537179
5673,3,38,2.252563441,2.792111436
5674,4,38,1.877629226,1.671562431
5675,5,38,1.830946257,2.465467348
5676,6,38,2.279799424,2.754526159
5677,7,38,1.649766267,1.295516531
5678,8,38,2.37759694,2.677661477
5679,9,38,2.185217466,2.117818877
5680,10,38,2.432428196,2.685179104
5681,1,39,1.762107929,1.904489253
5682,2,39,2.474981986,3.113247063
5683,3,39,2.248165027,2.800993313
5684,4,39,1.871688079,1.670508618
5685,5,39,1.837662403,2.459015391
5686,6,39,2.280244874,2.761153061
5687,7,39,1.653637915,1.290105628
5688,8,39,2.38023676,2.692750106
5689,9,39,2.188439211,2.14211705
5690,10,39,2.430158411,2.694424895
5691,1,40,1.760471434,1.92004148
5692,2,40,2.469260178,3.115637956
5693,3,40,2.250028612,2.811980957
5694,4,40,1.874650229,1.664376957
5695,5,40,1.849618429,2.467150252
5696,6,40,2.279311754,2.759224811
5697,7,40,1.660543089,1.298004938
5698,8,40,2.381019159,2.715602402
5699,9,40,2.183363117,2.156968655
5700,10,40,2.43436409,2.718401778
5701,1,41,1.760399164,1.926582053
5702,2,41,2.470323595,3.122957025
5703,3,41,2.256964904,2.817456912
5704,4,41,1.8740004,1.65530093
5705,5,41,1.850674213,2.461267341
5706,6,41,2.274063952,2.760606
5707,7,41,1.658094478,1.312224053
5708,8,41,2.375153878,2.681090396
5709,9,41,2.179439191,2.151620562
5710,10,41,2.433899653,2.734549599
5711,1,42,1.757384914,1.929089115
5712,2,42,2.472293972,3.130574575
5713,3,42,2.250259965,2.833396717
5714,4,42,1.875559932,1.656296922
5715,5,42,1.854662689,2.463730955
5716,6,42,2.278504229,2.770840832
5717,7,42,1.664652164,1.325593902
5718,8,42,2.373114799,2.68191158
5719,9,42,2.173122015,2.167132393
5720,10,42,2.437754094,2.741277982
5721,1,43,1.758487557,1.932401457
5722,2,43,2.474050246,3.144621713
5723,3,43,2.260708843,2.837579398
5724,4,43,1.879274491,1.662687392
5725,5,43,1.865570948,2.464273418
5726,6,43,2.267696173,2.776419771
5727,7,43,1.667835961,1.336721567
5728,8,43,2.385536138,2.691324139
5729,9,43,2.169852002,2.184409947
5730,10,43,2.441470072,2.764240384
5731,1,44,1.765243552,1.942585168
5732,2,44,2.487864892,3.149724422
5733,3,44,2.248062757,2.837549014
5734,4,44,1.88723891,1.666164663
5735,5,44,1.864683095,2.464085708
5736,6,44,2.265471417,2.78668512
5737,7,44,1.666395368,1.347662728
5738,8,44,2.389489724,2.704098718
5739,9,44,2.180167834,2.177568641
5740,10,44,2.445530253,2.769271025
5741,1,45,1.77702906,1.959657398
5742,2,45,2.484761238,3.154960401
5743,3,45,2.249048147,2.83710004
5744,4,45,1.890291844,1.673286049
5745,5,45,1.868351498,2.46843731
5746,6,45,2.269830806,2.785358489
5747,7,45,1.668397686,1.355108357
5748,8,45,2.398384548,2.714922037
5749,9,45,2.190663314,2.193993856
5750,10,45,2.444233067,2.785117806
5751,1,46,1.770155697,1.96202144
5752,2,46,2.492089438,3.16578483
5753,3,46,2.256030631,2.846623498
5754,4,46,1.900553036,1.67562458
5755,5,46,1.872894681,2.470881259
5756,6,46,2.272571986,2.796236379
5757,7,46,1.670359423,1.374211823
5758,8,46,2.402426406,2.715390334
5759,9,46,2.182429916,2.21254873
5760,10,46,2.451291461,2.79793736
5761,1,47,1.767956604,1.957448516
5762,2,47,2.49496265,3.17246212
5763,3,47,2.248719825,2.857887706
5764,4,47,1.894640742,1.669802303
5765,5,47,1.87347451,2.477158402
5766,6,47,2.286220982,2.801074202
5767,7,47,1.667135375,1.379287527
5768,8,47,2.399366628,2.722750032
5769,9,47,2.191971199,2.220345576
5770,10,47,2.463186066,2.807538759
5771,1,48,1.775621344,1.961441625
5772,2,48,2.491392724,3.171753336
5773,3,48,2.253622483,2.863773673
5774,4,48,1.898648366,1.676661505
5775,5,48,1.882206104,2.482218067
5776,6,48,2.294470719,2.801915444
5777,7,48,1.657138958,1.387539956
5778,8,48,2.404427699,2.722814604
5779,9,48,2.188772314,2.228439916
5780,10,48,2.472688331,2.825392106
5781,1,49,1.783648408,1.970687585
5782,2,49,2.489961647,3.175874357
5783,3,49,2.262040019,2.86308397
5784,4,49,1.906053953,1.682542804
5785,5,49,1.876844824,2.486446649
5786,6,49,2.296686087,2.811695847
5787,7,49,1.659763895,1.385123874
5788,8,49,2.403602789,2.724399221
5789,9,49,2.192377419,2.229747582
5790,10,49,2.482575365,2.843481435
5791,1,50,1.78365687,1.968305974
5792,2,50,2.494048792,3.181142364
5793,3,50,2.27168925,2.847773721
5794,4,50,1.912355404,1.682760022
5795,5,50,1.878966196,2.486014253
5796,6,50,2.302550821,2.817554347
5797,7,50,1.668521972,1.388077465
5798,8,50,2.408651596,2.7329876
5799,9,50,2.19489284,2.235067938
5800,10,50,2.488017636,2.860215881
5801,1,51,1.788415152,1.974861615
5802,2,51,2.497747041,3.188769821
5803,3,51,2.275892793,2.85149949
5804,4,51,1.920229833,1.691229709
5805,5,51,1.879008077,2.491925877
5806,6,51,2.310055278,2.823558238
5807,7,51,1.675907967,1.389547271
5808,8,51,2.407234537,2.744020999
5809,9,51,2.209868217,2.245993863
5810,10,51,2.491183317,2.862043965
5811,1,52,1.798373834,1.990716732
5812,2,52,2.504911628,3.188474896
5813,3,52,2.275601734,2.856279431
5814,4,52,1.918580828,1.694561394
5815,5,52,1.882196378,2.494653558
5816,6,52,2.318394591,2.828791175
5817,7,52,1.680326979,1.389410707
5818,8,52,2.411154632,2.736213712
5819,9,52,2.221667174,2.253240328
5820,10,52,2.497315088,2.864233902
5821,1,53,1.792879598,2.00067134
5822,2,53,2.513253433,3.194913881
5823,3,53,2.266367619,2.862524102
5824,4,53,1.918877579,1.708172395
5825,5,53,1.889768487,2.49880015
5826,6,53,2.311274686,2.8365519
5827,7,53,1.691114484,1.39043917
5828,8,53,2.413219534,2.73481384
5829,9,53,2.227539132,2.257363648
5830,10,53,2.508019729,2.860337623
5831,1,54,1.791733169,2.00711641
5832,2,54,2.511329381,3.200461705
5833,3,54,2.263531776,2.862092035
5834,4,54,1.930729798,1.717399418
5835,5,54,1.884143381,2.493185751
5836,6,54,2.316319969,2.847393706
5837,7,54,1.698055469,1.397186686
5838,8,54,2.414963991,2.746016978
5839,9,54,2.231554719,2.263084312
5840,10,54,2.517180781,2.86261043
5841,1,55,1.797284308,2.007850931
5842,2,55,2.514215861,3.199810521
5843,3,55,2.258680716,2.871391495
5844,4,55,1.922016225,1.707208237
5845,5,55,1.88039399,2.502768404
5846,6,55,2.314933263,2.853088716
5847,7,55,1.698749356,1.403923353
5848,8,55,2.420404974,2.760517769
5849,9,55,2.235360393,2.26552265
5850,10,55,2.520055337,2.856015372
5851,1,56,1.798844647,2.014055771
5852,2,56,2.518079462,3.212202022
5853,3,56,2.258138565,2.876869717
5854,4,56,1.924202858,1.713093397
5855,5,56,1.881245415,2.507144703
5856,6,56,2.317005121,2.860715699
5857,7,56,1.694808666,1.403484628
5858,8,56,2.41999041,2.772994863
5859,9,56,2.238960693,2.276343125
5860,10,56,2.518934013,2.865264454
5861,1,57,1.797209361,2.011711903
5862,2,57,2.524998769,3.222985216
5863,3,57,2.251925988,2.87474126
5864,4,57,1.929798768,1.713262373
5865,5,57,1.882559883,2.50743149
5866,6,57,2.310969017,2.862749476
5867,7,57,1.69403289,1.409344919
5868,8,57,2.419716617,2.777139894
5869,9,57,2.24800573,2.287290904
5870,10,57,2.529323401,2.882859187
5871,1,58,1.807517341,2.024640367
5872,2,58,2.536978907,3.23363589
5873,3,58,2.256421736,2.881267537
5874,4,58,1.936452886,1.72579447
5875,5,58,1.894373032,2.509564986
5876,6,58,2.313275167,2.866122051
5877,7,58,1.70229047,1.415366167
5878,8,58,2.416987963,2.786387995
5879,9,58,2.246511359,2.291388389
5880,10,58,2.5298949,2.898101881
5881,1,59,1.80680719,2.028232415
5882,2,59,2.543070128,3.246748778
5883,3,59,2.257130899,2.882867728
5884,4,59,1.940687571,1.724204763
5885,5,59,1.895334703,2.509286839
5886,6,59,2.314945988,2.860766813
5887,7,59,1.705218019,1.418535731
5888,8,59,2.420945891,2.796444455
5889,9,59,2.249105793,2.28917223
5890,10,59,2.534641012,2.898668225
5891,1,60,1.804854128,2.017556569
5892,2,60,2.546584557,3.249154147
5893,3,60,2.2581735,2.886985509
5894,4,60,1.937336218,1.716322691
5895,5,60,1.905193047,2.508625261
5896,6,60,2.309129325,2.86123912
5897,7,60,1.705522181,1.418992572
5898,8,60,2.423946788,2.796497233
5899,9,60,2.25635854,2.29271895
5900,10,60,2.537723318,2.909966181
5901,1,61,1.806381923,2.026802149
5902,2,61,2.548534526,3.251023442
5903,3,61,2.261169595,2.890005547
5904,4,61,1.935357917,1.720214445
5905,5,61,1.903994162,2.507065309
5906,6,61,2.308970326,2.865262685
5907,7,61,1.706894892,1.436635041
5908,8,61,2.42561791,2.800250624
5909,9,61,2.255660556,2.295138745
5910,10,61,2.54585498,2.916158631
5911,1,62,1.818975177,2.031086773
5912,2,62,2.565781649,3.255718186
5913,3,62,2.262222486,2.885866916
5914,4,62,1.939482226,1.72578067
5915,5,62,1.906604402,2.510380636
5916,6,62,2.313010558,2.868292804
5917,7,62,1.723139793,1.44886818
5918,8,62,2.431617283,2.802779763
5919,9,62,2.261552991,2.299270599
5920,10,62,2.549613579,2.929175153
5921,1,63,1.820825554,2.04126691
5922,2,63,2.565186603,3.257491104
5923,3,63,2.25684885,2.89133047
5924,4,63,1.949368725,1.724673377
5925,5,63,1.903663045,2.506586942
5926,6,63,2.313133715,2.870963926
5927,7,63,1.730023102,1.455731952
5928,8,63,2.436708636,2.809300912
5929,9,63,2.266079185,2.304048007
5930,10,63,2.551482506,2.92021197
5931,1,64,1.820372348,2.045498916
5932,2,64,2.572824201,3.262551014
5933,3,64,2.259330598,2.895874536
5934,4,64,1.958355054,1.725108748
5935,5,64,1.908453322,2.506967336
5936,6,64,2.317737044,2.878282425
5937,7,64,1.719472745,1.456182284
5938,8,64,2.438152779,2.814256314
5939,9,64,2.270279047,2.318926919
5940,10,64,2.554409164,2.934758675
5941,1,65,1.819271537,2.05764605
5942,2,65,2.580830743,3.261771012
5943,3,65,2.265260694,2.904130976
5944,4,65,1.957195161,1.72146755
5945,5,65,1.919220118,2.507877481
5946,6,65,2.313299263,2.885423113
5947,7,65,1.724906496,1.452694731
5948,8,65,2.432604747,2.798866063
5949,9,65,2.285836267,2.320558379
5950,10,65,2.564971207,2.949864322
5951,1,66,1.819411952,2.057827329
5952,2,66,2.585361381,3.271377528
5953,3,66,2.267471013,2.898719532
5954,4,66,1.960844327,1.727643037
5955,5,66,1.926617136,2.508271205
5956,6,66,2.318444444,2.88475469
5957,7,66,1.725538532,1.457098848
5958,8,66,2.436050885,2.805469366
5959,9,66,2.300299218,2.324581971
5960,10,66,2.571512451,2.958615473
5961,1,67,1.827719258,2.066283191
5962,2,67,2.589376805,3.27375464
5963,3,67,2.269021992,2.895441115
5964,4,67,1.968096191,1.74132893
5965,5,67,1.925666957,2.513408356
5966,6,67,2.309193853,2.87959497
5967,7,67,1.730426268,1.468296575
5968,8,67,2.444016391,2.812345268
5969,9,67,2.300988109,2.323999369
5970,10,67,2.569069413,2.954015072
5971,1,68,1.827936905,2.063819184
5972,2,68,2.59176509,3.275226455
5973,3,68,2.273863681,2.894593598
5974,4,68,1.963045196,1.740837482
5975,5,68,1.937168145,2.520187216
5976,6,68,2.313693183,2.883029008
5977,7,68,1.727010077,1.470671101
5978,8,68,2.444504304,2.819642077
5979,9,68,2.289966246,2.308697524
5980,10,68,2.572170068,2.958111073
5981,1,69,1.831415967,2.061502148
5982,2,69,2.58912372,3.281589542
5983,3,69,2.272990051,2.898468863
5984,4,69,1.96264274,1.740287392
5985,5,69,1.944889811,2.51834541
5986,6,69,2.310391975,2.891703795
5987,7,69,1.724419196,1.478112766
5988,8,69,2.445761947,2.820329424
5989,9,69,2.290786402,2.315607655
5990,10,69,2.578948743,2.973299529
5991,1,70,1.833336995,2.060992812
5992,2,70,2.588775048,3.29029291
5993,3,70,2.271411625,2.898676507
5994,4,70,1.963765189,1.734853797
5995,5,70,1.942406236,2.520831567
5996,6,70,2.31143033,2.899154253
5997,7,70,1.734633416,1.472532568
5998,8,70,2.448011888,2.825507964
5999,9,70,2.293286917,2.316949114
6000,10,70,2.576783306,2.97131879
6001,1,71,1.845591113,2.066436304
6002,2,71,2.591536109,3.289890901
6003,3,71,2.266593095,2.899611207
6004,4,71,1.970064147,1.736446779
6005,5,71,1.948218367,2.518688079
6006,6,71,2.317195948,2.906652853
6007,7,71,1.738828994,1.476316824
6008,8,71,2.453673949,2.831674577
6009,9,71,2.295584035,2.310661246
6010,10,71,2.581320291,2.978299519
6011,1,72,1.854384502,2.068296474
6012,2,72,2.600801367,3.297099702
6013,3,72,2.266500432,2.904497164
6014,4,72,1.978774301,1.746612164
6015,5,72,1.954562997,2.522588042
6016,6,72,2.309857654,2.906823322
6017,7,72,1.749106108,1.480305857
6018,8,72,2.461897241,2.833779249
6019,9,72,2.302621773,2.315296795
6020,10,72,2.585371778,2.981055875
6021,1,73,1.852436792,2.075722355
6022,2,73,2.596412699,3.302768796
6023,3,73,2.266140638,2.900818214
6024,4,73,1.980703136,1.747839439
6025,5,73,1.955661395,2.525532961
6026,6,73,2.32234485,2.916522594
6027,7,73,1.748950951,1.482836026
6028,8,73,2.467688964,2.832551112
6029,9,73,2.305309851,2.323092115
6030,10,73,2.587411434,2.982598457
6031,1,74,1.851758548,2.079379232
6032,2,74,2.598534004,3.309749209
6033,3,74,2.262740042,2.908260482
6034,4,74,1.981397108,1.75579787
