,Series,k,delta,centroidNum,Mean,stdDev,count
65,5,16,1,1,7.972549199423456,9.721654148316397,26
66,5,16,1,2,6.333068108482297,3.9364542566558156,23
67,5,16,1,3,,,0
68,5,16,1,4,7.638197020769222,4.64096380578149,23
69,5,16,1,5,,,0
70,5,16,1,6,3.017225867515547,3.905600939820425,15
71,5,16,1,7,,,0
72,5,16,1,8,,,0
73,5,16,1,9,5.562829667410867,3.620551383612849,16
74,5,16,1,10,,,0
75,5,16,1,11,,,0
76,5,16,1,12,,,0
77,5,16,1,13,3.843001533872318,1.388710651722019,2
78,5,16,1,14,2.891329617945728,,1
79,5,16,1,15,,,0
80,5,16,1,16,,,0
