,Series,k,delta,centroidNum,Mean,stdDev,count
2350,10,81,0.5,1,11.281790839738576,14.619355043961503,8
2351,10,81,0.5,2,4.525281066859441,4.655184686250299,18
2352,10,81,0.5,3,,,0
2353,10,81,0.5,4,5.83610346966351,4.746940745891303,8
2354,10,81,0.5,5,5.582541448010346,7.09794939690899,3
2355,10,81,0.5,6,,,0
2356,10,81,0.5,7,,,0
2357,10,81,0.5,8,2.7397461522988156,2.4878592897297134,4
2358,10,81,0.5,9,,,0
2359,10,81,0.5,10,,,0
2360,10,81,0.5,11,4.373486029868569,4.179882578461772,10
2361,10,81,0.5,12,,,0
2362,10,81,0.5,13,,,0
2363,10,81,0.5,14,5.861188952695252,3.863879788442671,15
2364,10,81,0.5,15,,,0
2365,10,81,0.5,16,,,0
2366,10,81,0.5,17,,,0
2367,10,81,0.5,18,,,0
2368,10,81,0.5,19,,,0
2369,10,81,0.5,20,,,0
2370,10,81,0.5,21,,,0
2371,10,81,0.5,22,,,0
2372,10,81,0.5,23,,,0
2373,10,81,0.5,24,,,0
2374,10,81,0.5,25,,,0
2375,10,81,0.5,26,,,0
2376,10,81,0.5,27,,,0
2377,10,81,0.5,28,,,0
2378,10,81,0.5,29,4.802042574214019,4.223528883964322,10
2379,10,81,0.5,30,,,0
2380,10,81,0.5,31,,,0
2381,10,81,0.5,32,3.842816571349518,2.8739169393993986,8
2382,10,81,0.5,33,,,0
2383,10,81,0.5,34,,,0
2384,10,81,0.5,35,,,0
2385,10,81,0.5,36,,,0
2386,10,81,0.5,37,,,0
2387,10,81,0.5,38,4.371126354418185,2.1264094096223833,10
2388,10,81,0.5,39,5.143766140304351,3.470006909731222,7
2389,10,81,0.5,40,,,0
2390,10,81,0.5,41,0.883452462117404,,1
2391,10,81,0.5,42,,,0
2392,10,81,0.5,43,,,0
2393,10,81,0.5,44,,,0
2394,10,81,0.5,45,,,0
2395,10,81,0.5,46,,,0
2396,10,81,0.5,47,3.2582902646643968,,1
2397,10,81,0.5,48,,,0
2398,10,81,0.5,49,,,0
2399,10,81,0.5,50,,,0
2400,10,81,0.5,51,,,0
2401,10,81,0.5,52,,,0
2402,10,81,0.5,53,,,0
2403,10,81,0.5,54,,,0
2404,10,81,0.5,55,,,0
2405,10,81,0.5,56,,,0
2406,10,81,0.5,57,,,0
2407,10,81,0.5,58,,,0
2408,10,81,0.5,59,,,0
2409,10,81,0.5,60,,,0
2410,10,81,0.5,61,,,0
2411,10,81,0.5,62,,,0
2412,10,81,0.5,63,,,0
2413,10,81,0.5,64,,,0
2414,10,81,0.5,65,4.871549838888064,4.1509174756402105,3
2415,10,81,0.5,66,,,0
2416,10,81,0.5,67,,,0
2417,10,81,0.5,68,,,0
2418,10,81,0.5,69,,,0
2419,10,81,0.5,70,,,0
2420,10,81,0.5,71,,,0
2421,10,81,0.5,72,,,0
2422,10,81,0.5,73,,,0
2423,10,81,0.5,74,,,0
2424,10,81,0.5,75,,,0
2425,10,81,0.5,76,,,0
2426,10,81,0.5,77,,,0
2427,10,81,0.5,78,,,0
2428,10,81,0.5,79,,,0
2429,10,81,0.5,80,,,0
2430,10,81,0.5,81,,,0
