,Series,k,delta,centroidNum,Mean,stdDev,count
1459,9,81,0.5,1,6.7603246778885495,5.240615239908753,7
1460,9,81,0.5,2,4.939491067276955,2.846709959571529,18
1461,9,81,0.5,3,,,0
1462,9,81,0.5,4,7.872847140149913,4.195119931509851,8
1463,9,81,0.5,5,6.531191329021141,2.951886662351249,5
1464,9,81,0.5,6,,,0
1465,9,81,0.5,7,,,0
1466,9,81,0.5,8,2.2909918810004086,2.9135412693779124,2
1467,9,81,0.5,9,,,0
1468,9,81,0.5,10,,,0
1469,9,81,0.5,11,3.5584091878711064,3.194183173805848,11
1470,9,81,0.5,12,,,0
1471,9,81,0.5,13,,,0
1472,9,81,0.5,14,5.795465355741029,4.055865316265669,10
1473,9,81,0.5,15,,,0
1474,9,81,0.5,16,,,0
1475,9,81,0.5,17,,,0
1476,9,81,0.5,18,,,0
1477,9,81,0.5,19,,,0
1478,9,81,0.5,20,,,0
1479,9,81,0.5,21,,,0
1480,9,81,0.5,22,,,0
1481,9,81,0.5,23,,,0
1482,9,81,0.5,24,,,0
1483,9,81,0.5,25,,,0
1484,9,81,0.5,26,,,0
1485,9,81,0.5,27,,,0
1486,9,81,0.5,28,,,0
1487,9,81,0.5,29,6.614612260414458,5.920885268531752,15
1488,9,81,0.5,30,,,0
1489,9,81,0.5,31,,,0
1490,9,81,0.5,32,2.8796412241225777,2.107278345220666,9
1491,9,81,0.5,33,,,0
1492,9,81,0.5,34,,,0
1493,9,81,0.5,35,,,0
1494,9,81,0.5,36,,,0
1495,9,81,0.5,37,,,0
1496,9,81,0.5,38,3.6009863778228848,3.0250431178296484,6
1497,9,81,0.5,39,3.175739208976319,2.9697447529778507,8
1498,9,81,0.5,40,,,0
1499,9,81,0.5,41,,,0
1500,9,81,0.5,42,,,0
1501,9,81,0.5,43,,,0
1502,9,81,0.5,44,,,0
1503,9,81,0.5,45,,,0
1504,9,81,0.5,46,,,0
1505,9,81,0.5,47,,,0
1506,9,81,0.5,48,,,0
1507,9,81,0.5,49,,,0
1508,9,81,0.5,50,,,0
1509,9,81,0.5,51,,,0
1510,9,81,0.5,52,,,0
1511,9,81,0.5,53,,,0
1512,9,81,0.5,54,,,0
1513,9,81,0.5,55,,,0
1514,9,81,0.5,56,,,0
1515,9,81,0.5,57,,,0
1516,9,81,0.5,58,,,0
1517,9,81,0.5,59,,,0
1518,9,81,0.5,60,,,0
1519,9,81,0.5,61,,,0
1520,9,81,0.5,62,,,0
1521,9,81,0.5,63,,,0
1522,9,81,0.5,64,,,0
1523,9,81,0.5,65,0.28510663228857897,0.3763349753790529,3
1524,9,81,0.5,66,,,0
1525,9,81,0.5,67,,,0
1526,9,81,0.5,68,4.395290887445011,3.281970677663928,4
1527,9,81,0.5,69,,,0
1528,9,81,0.5,70,,,0
1529,9,81,0.5,71,,,0
1530,9,81,0.5,72,,,0
1531,9,81,0.5,73,,,0
1532,9,81,0.5,74,,,0
1533,9,81,0.5,75,,,0
1534,9,81,0.5,76,,,0
1535,9,81,0.5,77,,,0
1536,9,81,0.5,78,,,0
1537,9,81,0.5,79,,,0
1538,9,81,0.5,80,,,0
1539,9,81,0.5,81,,,0
