,Series,k,delta,centroidNum,Mean,stdDev,count
433,8,16,1,1,6.242844090825698,6.677847284768269,35
434,8,16,1,2,6.118309940740168,3.89534075301989,23
435,8,16,1,3,7.314676047109103,8.108566784911543,3
436,8,16,1,4,8.044408619021324,6.432885827580684,16
437,8,16,1,5,7.195649120774945,1.9225275854262562,2
438,8,16,1,6,3.8873734814404033,3.712704352427439,21
439,8,16,1,7,,,0
440,8,16,1,8,,,0
441,8,16,1,9,,,0
442,8,16,1,10,6.2020843305427125,3.038974618526763,5
443,8,16,1,11,,,0
444,8,16,1,12,,,0
445,8,16,1,13,,,0
446,8,16,1,14,4.1930090395744335,,1
447,8,16,1,15,,,0
448,8,16,1,16,,,0
