,Series,k,delta,centroidNum,Mean,stdDev,count
1135,5,81,0.5,1,9.139667129653658,3.783299893922675,3
1136,5,81,0.5,2,4.950622316600668,3.0863918772629604,18
1137,5,81,0.5,3,,,0
1138,5,81,0.5,4,5.1232227736102205,3.5524915629125062,11
1139,5,81,0.5,5,4.693622387748811,4.897011759972408,10
1140,5,81,0.5,6,,,0
1141,5,81,0.5,7,,,0
1142,5,81,0.5,8,6.639571613892094,4.822529257909887,3
1143,5,81,0.5,9,,,0
1144,5,81,0.5,10,,,0
1145,5,81,0.5,11,7.9350700629303965,5.41511475080917,4
1146,5,81,0.5,12,,,0
1147,5,81,0.5,13,,,0
1148,5,81,0.5,14,5.259633503531582,4.181576709644601,19
1149,5,81,0.5,15,,,0
1150,5,81,0.5,16,,,0
1151,5,81,0.5,17,,,0
1152,5,81,0.5,18,,,0
1153,5,81,0.5,19,,,0
1154,5,81,0.5,20,,,0
1155,5,81,0.5,21,,,0
1156,5,81,0.5,22,,,0
1157,5,81,0.5,23,,,0
1158,5,81,0.5,24,,,0
1159,5,81,0.5,25,,,0
1160,5,81,0.5,26,,,0
1161,5,81,0.5,27,,,0
1162,5,81,0.5,28,,,0
1163,5,81,0.5,29,2.3202140120486705,1.9858982145693655,10
1164,5,81,0.5,30,,,0
1165,5,81,0.5,31,,,0
1166,5,81,0.5,32,3.524250533581059,2.122955720980889,12
1167,5,81,0.5,33,,,0
1168,5,81,0.5,34,,,0
1169,5,81,0.5,35,,,0
1170,5,81,0.5,36,,,0
1171,5,81,0.5,37,,,0
1172,5,81,0.5,38,2.9316008500118724,1.9911552167778013,5
1173,5,81,0.5,39,5.455533927118705,3.8934388201438757,5
1174,5,81,0.5,40,,,0
1175,5,81,0.5,41,,,0
1176,5,81,0.5,42,,,0
1177,5,81,0.5,43,,,0
1178,5,81,0.5,44,,,0
1179,5,81,0.5,45,,,0
1180,5,81,0.5,46,,,0
1181,5,81,0.5,47,2.6754343184019973,0.07377555754386457,2
1182,5,81,0.5,48,,,0
1183,5,81,0.5,49,,,0
1184,5,81,0.5,50,,,0
1185,5,81,0.5,51,,,0
1186,5,81,0.5,52,,,0
1187,5,81,0.5,53,,,0
1188,5,81,0.5,54,,,0
1189,5,81,0.5,55,,,0
1190,5,81,0.5,56,,,0
1191,5,81,0.5,57,,,0
1192,5,81,0.5,58,,,0
1193,5,81,0.5,59,,,0
1194,5,81,0.5,60,,,0
1195,5,81,0.5,61,,,0
1196,5,81,0.5,62,,,0
1197,5,81,0.5,63,,,0
1198,5,81,0.5,64,,,0
1199,5,81,0.5,65,10.333410577173552,,1
1200,5,81,0.5,66,,,0
1201,5,81,0.5,67,,,0
1202,5,81,0.5,68,4.922363012497546,3.0281743583173877,3
1203,5,81,0.5,69,,,0
1204,5,81,0.5,70,,,0
1205,5,81,0.5,71,,,0
1206,5,81,0.5,72,,,0
1207,5,81,0.5,73,,,0
1208,5,81,0.5,74,,,0
1209,5,81,0.5,75,,,0
1210,5,81,0.5,76,,,0
1211,5,81,0.5,77,,,0
1212,5,81,0.5,78,,,0
1213,5,81,0.5,79,,,0
1214,5,81,0.5,80,,,0
1215,5,81,0.5,81,,,0
