,Series,k,delta,centroidNum,Mean,stdDev,count
1345,5,16,1,1,7.8638636108020155,9.053588112211614,28
1346,5,16,1,2,5.975931777026806,3.941557084544626,27
1347,5,16,1,3,6.820458422126229,5.4123878017257265,2
1348,5,16,1,4,6.427726844280742,4.237002892459948,19
1349,5,16,1,5,10.175812447539107,14.371711166063239,3
1350,5,16,1,6,6.038436854918558,5.18303640410227,11
1351,5,16,1,7,,,0
1352,5,16,1,8,,,0
1353,5,16,1,9,3.410806348809326,2.82854978474327,14
1354,5,16,1,10,,,0
1355,5,16,1,11,,,0
1356,5,16,1,12,,,0
1357,5,16,1,13,488.0031539018323,1.013932600176759,2
1358,5,16,1,14,,,0
1359,5,16,1,15,,,0
1360,5,16,1,16,,,0
