,Series,k,delta,centroidNum,Mean,stdDev,count
1473,3,16,1,1,8.406845105270836,9.272741364231122,30
1474,3,16,1,2,5.5962618920365585,4.77492789564635,24
1475,3,16,1,3,5.973364118252692,4.195717637937664,3
1476,3,16,1,4,6.9253140663657184,5.407880147039052,9
1477,3,16,1,5,,,0
1478,3,16,1,6,4.268884594793305,2.9195720650275576,12
1479,3,16,1,7,,,0
1480,3,16,1,8,,,0
1481,3,16,1,9,5.587874721321968,4.978525220521973,15
1482,3,16,1,10,4.3791538002307675,0.3092883615627216,2
1483,3,16,1,11,,,0
1484,3,16,1,12,,,0
1485,3,16,1,13,3.9100704387833503,,1
1486,3,16,1,14,4.467469252911515,2.4152429279520695,10
1487,3,16,1,15,,,0
1488,3,16,1,16,,,0
