,Series,k,delta,centroidNum,Mean,stdDev,count
177,2,16,1,1,10.368937548714957,12.021582484134948,22
178,2,16,1,2,5.570014671838027,3.8011821156139267,22
179,2,16,1,3,7.464704668249266,10.178155816642217,5
180,2,16,1,4,8.091146711274684,6.278008267653907,26
181,2,16,1,5,,,0
182,2,16,1,6,3.9156852179839086,3.9008303663683694,18
183,2,16,1,7,,,0
184,2,16,1,8,,,0
185,2,16,1,9,3.5496923368100086,2.575338611020401,11
186,2,16,1,10,,,0
187,2,16,1,11,,,0
188,2,16,1,12,,,0
189,2,16,1,13,,,0
190,2,16,1,14,1.6296555112880924,,1
191,2,16,1,15,,,0
192,2,16,1,16,,,0
