,Series,k,delta,centroidNum,Mean,stdDev,count
4051,1,81,0.5,1,25.94893633264125,20.17717154895011,3
4052,1,81,0.5,2,4.143070052618863,3.15704232440699,21
4053,1,81,0.5,3,,,0
4054,1,81,0.5,4,6.9367456841112105,3.5994794917109094,10
4055,1,81,0.5,5,6.993803089773908,5.383374655177839,5
4056,1,81,0.5,6,,,0
4057,1,81,0.5,7,,,0
4058,1,81,0.5,8,4.042392246274546,3.541105985269794,2
4059,1,81,0.5,9,,,0
4060,1,81,0.5,10,,,0
4061,1,81,0.5,11,4.482934035604669,2.7152236940781136,5
4062,1,81,0.5,12,,,0
4063,1,81,0.5,13,,,0
4064,1,81,0.5,14,5.194138139445388,4.641540833953422,11
4065,1,81,0.5,15,,,0
4066,1,81,0.5,16,,,0
4067,1,81,0.5,17,,,0
4068,1,81,0.5,18,,,0
4069,1,81,0.5,19,,,0
4070,1,81,0.5,20,,,0
4071,1,81,0.5,21,,,0
4072,1,81,0.5,22,,,0
4073,1,81,0.5,23,,,0
4074,1,81,0.5,24,,,0
4075,1,81,0.5,25,,,0
4076,1,81,0.5,26,,,0
4077,1,81,0.5,27,,,0
4078,1,81,0.5,28,,,0
4079,1,81,0.5,29,4.294279557817688,3.515327436396236,10
4080,1,81,0.5,30,,,0
4081,1,81,0.5,31,,,0
4082,1,81,0.5,32,4.475668409514014,3.3165203265469274,18
4083,1,81,0.5,33,,,0
4084,1,81,0.5,34,,,0
4085,1,81,0.5,35,,,0
4086,1,81,0.5,36,,,0
4087,1,81,0.5,37,,,0
4088,1,81,0.5,38,4.810653490224859,2.0719399768445563,9
4089,1,81,0.5,39,3.0052183631571205,1.6239715716959688,7
4090,1,81,0.5,40,,,0
4091,1,81,0.5,41,2.9374469855310257,4.074461238092103,2
4092,1,81,0.5,42,,,0
4093,1,81,0.5,43,,,0
4094,1,81,0.5,44,,,0
4095,1,81,0.5,45,,,0
4096,1,81,0.5,46,,,0
4097,1,81,0.5,47,2.341771484380182,1.3153780193136564,2
4098,1,81,0.5,48,,,0
4099,1,81,0.5,49,,,0
4100,1,81,0.5,50,,,0
4101,1,81,0.5,51,,,0
4102,1,81,0.5,52,,,0
4103,1,81,0.5,53,,,0
4104,1,81,0.5,54,,,0
4105,1,81,0.5,55,,,0
4106,1,81,0.5,56,,,0
4107,1,81,0.5,57,,,0
4108,1,81,0.5,58,,,0
4109,1,81,0.5,59,,,0
4110,1,81,0.5,60,,,0
4111,1,81,0.5,61,,,0
4112,1,81,0.5,62,,,0
4113,1,81,0.5,63,,,0
4114,1,81,0.5,64,,,0
4115,1,81,0.5,65,1.0964397377760378,,1
4116,1,81,0.5,66,,,0
4117,1,81,0.5,67,,,0
4118,1,81,0.5,68,,,0
4119,1,81,0.5,69,,,0
4120,1,81,0.5,70,,,0
4121,1,81,0.5,71,,,0
4122,1,81,0.5,72,,,0
4123,1,81,0.5,73,,,0
4124,1,81,0.5,74,,,0
4125,1,81,0.5,75,,,0
4126,1,81,0.5,76,,,0
4127,1,81,0.5,77,,,0
4128,1,81,0.5,78,,,0
4129,1,81,0.5,79,,,0
4130,1,81,0.5,80,,,0
4131,1,81,0.5,81,,,0
