,Series,k,delta,centroidNum,Mean,stdDev,count
3079,9,81,0.5,1,3.9557530768291564,2.67186808947522,3
3080,9,81,0.5,2,4.364527680419837,3.240160971196155,18
3081,9,81,0.5,3,,,0
3082,9,81,0.5,4,3.1394249604973226,2.3656008281558454,11
3083,9,81,0.5,5,6.748382925444476,3.8273298841648677,10
3084,9,81,0.5,6,,,0
3085,9,81,0.5,7,,,0
3086,9,81,0.5,8,3.8510362490232666,,1
3087,9,81,0.5,9,,,0
3088,9,81,0.5,10,,,0
3089,9,81,0.5,11,,,0
3090,9,81,0.5,12,,,0
3091,9,81,0.5,13,,,0
3092,9,81,0.5,14,5.094455669361373,4.713731363921032,20
3093,9,81,0.5,15,,,0
3094,9,81,0.5,16,,,0
3095,9,81,0.5,17,,,0
3096,9,81,0.5,18,,,0
3097,9,81,0.5,19,,,0
3098,9,81,0.5,20,,,0
3099,9,81,0.5,21,,,0
3100,9,81,0.5,22,,,0
3101,9,81,0.5,23,,,0
3102,9,81,0.5,24,,,0
3103,9,81,0.5,25,,,0
3104,9,81,0.5,26,,,0
3105,9,81,0.5,27,,,0
3106,9,81,0.5,28,,,0
3107,9,81,0.5,29,3.1359727021596617,3.5330137542921043,14
3108,9,81,0.5,30,,,0
3109,9,81,0.5,31,,,0
3110,9,81,0.5,32,4.850278861815566,3.7118820105289485,8
3111,9,81,0.5,33,,,0
3112,9,81,0.5,34,,,0
3113,9,81,0.5,35,,,0
3114,9,81,0.5,36,,,0
3115,9,81,0.5,37,,,0
3116,9,81,0.5,38,1.9285568023429132,0.7869200884914083,6
3117,9,81,0.5,39,4.838355817500071,2.9988101143130654,10
3118,9,81,0.5,40,,,0
3119,9,81,0.5,41,1.2426051007190846,0.7962946452178234,3
3120,9,81,0.5,42,,,0
3121,9,81,0.5,43,,,0
3122,9,81,0.5,44,,,0
3123,9,81,0.5,45,,,0
3124,9,81,0.5,46,,,0
3125,9,81,0.5,47,0.6761130725643767,,1
3126,9,81,0.5,48,,,0
3127,9,81,0.5,49,,,0
3128,9,81,0.5,50,,,0
3129,9,81,0.5,51,,,0
3130,9,81,0.5,52,,,0
3131,9,81,0.5,53,,,0
3132,9,81,0.5,54,,,0
3133,9,81,0.5,55,,,0
3134,9,81,0.5,56,,,0
3135,9,81,0.5,57,,,0
3136,9,81,0.5,58,,,0
3137,9,81,0.5,59,,,0
3138,9,81,0.5,60,,,0
3139,9,81,0.5,61,,,0
3140,9,81,0.5,62,,,0
3141,9,81,0.5,63,,,0
3142,9,81,0.5,64,,,0
3143,9,81,0.5,65,0.7218848338546024,,1
3144,9,81,0.5,66,,,0
3145,9,81,0.5,67,,,0
3146,9,81,0.5,68,,,0
3147,9,81,0.5,69,,,0
3148,9,81,0.5,70,,,0
3149,9,81,0.5,71,,,0
3150,9,81,0.5,72,,,0
3151,9,81,0.5,73,,,0
3152,9,81,0.5,74,,,0
3153,9,81,0.5,75,,,0
3154,9,81,0.5,76,,,0
3155,9,81,0.5,77,,,0
3156,9,81,0.5,78,,,0
3157,9,81,0.5,79,,,0
3158,9,81,0.5,80,,,0
3159,9,81,0.5,81,,,0
