,Series,k,Mean,stdDev
1061,1,1,2.675440304,2.763815874
1062,2,1,3.094297979,3.62063725
1063,3,1,2.719280757,2.538997083
1064,4,1,2.622029366,2.4012421
1065,5,1,3.263702264,4.27422794
1066,6,1,3.291076168,4.615901672
1067,7,1,3.208408871,4.349536963
1068,8,1,2.835534383,3.517902905
1069,9,1,2.886773496,3.295966127
1070,10,1,2.824146419,2.50356983
1071,1,2,2.231504986,1.787297183
1072,2,2,2.718386759,3.232185904
1073,3,2,2.584011559,2.589689841
1074,4,2,2.614701107,2.140081509
1075,5,2,3.011104541,3.59252176
1076,6,2,2.805426953,3.895403794
1077,7,2,2.522871963,3.348396
1078,8,2,2.677089052,3.224083168
1079,9,2,2.494197398,2.306332874
1080,10,2,2.4688035,2.348944871
1081,1,3,2.221434381,1.720190778
1082,2,3,2.502681018,2.618591516
1083,3,3,2.556812076,2.514812568
1084,4,3,2.467661408,2.255915898
1085,5,3,2.850778165,3.457094021
1086,6,3,2.746106256,3.268911192
1087,7,3,2.45703537,3.344927916
1088,8,3,2.585342088,2.956112402
1089,9,3,2.41332996,2.059006356
1090,10,3,2.26079262,2.141473212
1091,1,4,2.225674988,1.942783875
1092,2,4,2.336998851,2.365213336
1093,3,4,2.585587007,2.596241007
1094,4,4,2.454109353,2.168490896
1095,5,4,2.600137178,3.204630989
1096,6,4,2.636475723,3.07284745
1097,7,4,2.646475939,3.325365952
1098,8,4,2.473349116,2.990913327
1099,9,4,2.182476193,1.842871389
1100,10,4,2.322559297,1.986126856
1101,1,5,2.170100192,1.895112087
1102,2,5,2.277910167,2.492810798
1103,3,5,2.468088333,2.355029179
1104,4,5,2.483875331,2.100355354
1105,5,5,2.648004166,3.283015922
1106,6,5,2.62662971,3.175021193
1107,7,5,2.582180957,3.307047874
1108,8,5,2.384926895,3.067388312
1109,9,5,2.061541458,1.735413661
1110,10,5,2.213976818,1.966516717
1111,1,6,2.246575471,2.125424683
1112,2,6,2.200414294,2.306018328
1113,3,6,2.487139895,2.295697018
1114,4,6,2.483990299,2.093113457
1115,5,6,2.630463001,3.278754934
1116,6,6,2.600706602,3.143744136
1117,7,6,2.579157392,3.265211658
1118,8,6,2.305015677,2.957581203
1119,9,6,2.041018029,1.709534205
1120,10,6,2.169696431,1.895181033
1121,1,7,2.216692707,2.061719679
1122,2,7,2.115900221,2.252029937
1123,3,7,2.460248292,2.303178363
1124,4,7,2.520699747,2.113842517
1125,5,7,2.617808219,3.287172399
1126,6,7,2.574031749,2.930427588
1127,7,7,2.513491283,3.196654249
1128,8,7,2.314746039,2.817370905
1129,9,7,2.066225837,1.720038722
1130,10,7,2.137312294,1.986452442
1131,1,8,2.211259973,2.090340878
1132,2,8,2.066771275,2.204101866
1133,3,8,2.430086633,2.216150887
1134,4,8,2.54760591,2.151770944
1135,5,8,2.614937219,3.200339933
1136,6,8,2.602243153,3.023581008
1137,7,8,2.506777864,3.215749605
1138,8,8,2.280323014,2.851720577
1139,9,8,2.048428826,1.725777441
1140,10,8,2.107097485,1.922937663
1141,1,9,2.185302596,2.008711165
1142,2,9,2.03244608,2.170639198
1143,3,9,2.382834453,2.186635942
1144,4,9,2.565135202,2.207615345
1145,5,9,2.602263221,3.234788017
1146,6,9,2.551890953,3.031834803
1147,7,9,2.45685273,3.11882414
1148,8,9,2.219678851,2.879684758
1149,9,9,2.098478779,1.792372575
1150,10,9,2.055865085,1.932766409
1151,1,10,2.161080444,1.990000142
1152,2,10,2.021053638,2.105393997
