,Series,k,Mean,stdDev
8481,1,1,2.445076105,2.407777328
8482,2,1,3.231383859,4.489265216
8483,3,1,3.670922029,4.593725758
8484,4,1,2.980831086,4.094389494
8485,5,1,2.71336248,3.279923658
8486,6,1,2.86816355,2.97934166
8487,7,1,2.997777465,3.776478455
8488,8,1,2.754902987,2.249995839
8489,9,1,2.625220715,2.570448695
8490,10,1,2.75365923,2.660067684
8491,1,2,2.412388245,2.321296571
8492,2,2,3.019821522,3.657869635
8493,3,2,2.853912197,3.818673347
8494,4,2,2.544309009,2.950356643
8495,5,2,2.467984043,3.042622021
8496,6,2,2.560290796,2.366712461
8497,7,2,2.693374822,3.079825432
8498,8,2,2.384927917,2.343708919
8499,9,2,2.331653146,2.450632253
8500,10,2,2.490005998,2.621751717
8501,1,3,2.27889282,2.262537028
8502,2,3,2.786263471,3.268726013
8503,3,3,2.71045221,3.652396548
8504,4,3,2.363174828,2.440434169
8505,5,3,2.274050018,2.94897166
8506,6,3,2.402985398,2.109696186
8507,7,3,2.523383967,2.672744904
8508,8,3,2.348628915,2.194094569
8509,9,3,2.236390076,2.026911348
8510,10,3,2.393824483,2.360907135
8511,1,4,2.368868941,2.239661698
8512,2,4,2.838333297,3.244562017
8513,3,4,2.59793622,3.570781625
8514,4,4,2.458149824,2.368413617
8515,5,4,2.261131885,2.970282704
8516,6,4,2.329263381,1.975895995
8517,7,4,2.452966384,2.347308692
8518,8,4,2.260252677,1.977272587
8519,9,4,2.27199813,1.968862325
8520,10,4,2.354681773,2.025619172
8521,1,5,2.342213478,2.159286023
8522,2,5,2.751577099,3.149225286
8523,3,5,2.579986794,3.537827442
8524,4,5,2.413422595,2.356310387
8525,5,5,2.242926331,2.915606224
8526,6,5,2.341973212,1.979830834
8527,7,5,2.41425908,2.295792498
8528,8,5,2.224011337,1.977135169
8529,9,5,2.252919055,1.971000264
8530,10,5,2.3084618,2.020394164
8531,1,6,2.356294527,2.193346822
8532,2,6,2.612909625,2.853209757
8533,3,6,2.597881213,3.61014554
8534,4,6,2.420826214,2.493186331
8535,5,6,2.165083839,3.008452931
8536,6,6,2.251510021,1.812952988
8537,7,6,2.33456704,2.111569352
8538,8,6,2.177134914,1.971025625
8539,9,6,2.167761169,2.019682216
8540,10,6,2.264680511,2.089018897
8541,1,7,2.335415001,2.171657485
8542,2,7,2.631967645,2.81713767
8543,3,7,2.56046965,3.588251742
8544,4,7,2.354596119,2.598108101
8545,5,7,2.176114688,2.989577202
8546,6,7,2.279145836,1.906505579
8547,7,7,2.315952367,2.083925042
8548,8,7,2.195451601,2.078318399
8549,9,7,2.044940865,1.979106599
8550,10,7,2.252423136,1.940014848
8551,1,8,2.317014823,2.223297285
8552,2,8,2.636622382,2.842770549
8553,3,8,2.554316683,3.554756508
8554,4,8,2.391622656,2.63325306
8555,5,8,2.253772221,3.013318
8556,6,8,2.240543592,1.880216511
8557,7,8,2.213880814,1.988426938
8558,8,8,2.113998311,2.104120565
8559,9,8,2.063129731,2.022222496
8560,10,8,2.279041772,1.89394838
8561,1,9,2.324801327,2.239229119
8562,2,9,2.622420302,2.720947207
8563,3,9,2.558470997,3.596563561
8564,4,9,2.299956839,2.525429754
8565,5,9,2.228940064,3.011823862
8566,6,9,2.285711349,1.961544935
8567,7,9,2.180047682,1.845665955
8568,8,9,2.155032389,2.219917058
8569,9,9,2.087084634,1.974969349
8570,10,9,2.234229883,1.872263596
8571,1,10,2.261316161,2.200988557
8572,2,10,2.587119576,2.68873809
8573,3,10,2.510239053,3.574206161
8574,4,10,2.272086872,2.566735362
8575,5,10,2.255568239,3.021369884
8576,6,10,2.269086086,1.887736235
8577,7,10,2.171731353,1.784066821
8578,8,10,2.120161001,2.163738013
8579,9,10,2.111382901,1.93186335
8580,10,10,2.256556936,1.927282307
8581,1,11,2.26433407,2.16710316
8582,2,11,2.588533384,2.730694888
8583,3,11,2.499309491,3.551379626
8584,4,11,2.226392869,2.510844265
8585,5,11,2.200066034,2.934931003
8586,6,11,2.242143746,1.842758965
8587,7,11,2.134119614,1.712233503
8588,8,11,2.069777433,2.109701734
8589,9,11,2.089862643,1.889024147
8590,10,11,2.191391437,1.842169058
8591,1,12,2.250247905,2.159673484
8592,2,12,2.572173221,2.719347324
8593,3,12,2.478281856,3.542283182
8594,4,12,2.237490716,2.573332664
8595,5,12,2.191399133,2.927109964
8596,6,12,2.232929836,1.861653595
8597,7,12,2.116497618,1.689439842
8598,8,12,2.037903683,2.048731401
8599,9,12,2.083238246,1.825135081
8600,10,12,2.147056035,1.791563294
8601,1,13,2.226970892,2.088306598
8602,2,13,2.597023557,2.716895461
8603,3,13,2.457045306,3.51125286
8604,4,13,2.225348717,2.612131275
8605,5,13,2.156791056,2.899874391
8606,6,13,2.210844637,1.798994093
8607,7,13,2.08988865,1.649714373
8608,8,13,2.058083762,2.078345715
8609,9,13,2.03570503,1.785990421
8610,10,13,2.125012972,1.795099033
8611,1,14,2.231562437,2.098592626
8612,2,14,2.55826673,2.700345862
8613,3,14,2.444021009,3.483659655
8614,4,14,2.233860451,2.618735449
8615,5,14,2.161653016,2.87126279
8616,6,14,2.181536779,1.75006682
8617,7,14,2.030980808,1.622456107
8618,8,14,2.072133195,2.063098038
8619,9,14,2.014481617,1.772452677
8620,10,14,2.102152838,1.775850329
8621,1,15,2.200766104,2.067170635
8622,2,15,2.549850078,2.726768182
8623,3,15,2.436212545,3.47691879
8624,4,15,2.199743492,2.630856598
8625,5,15,2.139607355,2.851327943
8626,6,15,2.158563556,1.694906002
8627,7,15,1.990720159,1.60011952
8628,8,15,2.046891161,2.079139105
8629,9,15,2.022401989,1.731302455
8630,10,15,2.069868243,1.739659727
8631,1,16,2.180758589,2.057712037
8632,2,16,2.554635324,2.68605089
8633,3,16,2.429205661,3.473671312
8634,4,16,2.221904651,2.655317905
8635,5,16,2.104211907,2.852558606
8636,6,16,2.15294067,1.704518866
8637,7,16,1.965266537,1.575422626
8638,8,16,2.006373292,2.011505122
8639,9,16,2.02512559,1.722539138
8640,10,16,2.058329194,1.684023098
8641,1,17,2.182806573,2.026900675
8642,2,17,2.534016326,2.654683034
8643,3,17,2.426504254,3.469456376
8644,4,17,2.216019474,2.594059944
8645,5,17,2.125369635,2.838113734
8646,6,17,2.164886591,1.677456434
8647,7,17,1.971928464,1.538357671
8648,8,17,2.00301199,2.022296546
8649,9,17,2.030363741,1.744407806
8650,10,17,2.05143566,1.672354736
8651,1,18,2.152133725,1.989310726
8652,2,18,2.576157061,2.680168716
8653,3,18,2.419180247,3.469112458
8654,4,18,2.218556198,2.627393657
8655,5,18,2.110184914,2.83814451
8656,6,18,2.17735762,1.703312331
8657,7,18,1.958674675,1.519307954
8658,8,18,1.98117395,1.998839425
8659,9,18,2.036936709,1.759685826
8660,10,18,2.031512101,1.631430319
8661,1,19,2.126203524,1.985888405
8662,2,19,2.578863276,2.693354422
8663,3,19,2.419938584,3.473550181
8664,4,19,2.251750212,2.625203075
8665,5,19,2.101146321,2.837879906
8666,6,19,2.173743067,1.661831968
8667,7,19,1.952444734,1.502408731
8668,8,19,1.980947421,1.954425913
8669,9,19,2.024258137,1.736902319
8670,10,19,2.012504397,1.635576532
8671,1,20,2.134148349,1.956444774
8672,2,20,2.566353883,2.713533317
8673,3,20,2.397371995,3.464198898
8674,4,20,2.254523753,2.654850538
8675,5,20,2.060115881,2.832757925
8676,6,20,2.166222466,1.633497255
8677,7,20,1.943458274,1.523584157
8678,8,20,1.97032823,1.958020142
8679,9,20,2.028340707,1.743943351
8680,10,20,1.988829624,1.651631351
8681,1,21,2.117715267,1.940763358
8682,2,21,2.538804502,2.722100887
8683,3,21,2.375506437,3.438479212
8684,4,21,2.236099977,2.636049231
8685,5,21,2.045572764,2.831073891
8686,6,21,2.151605059,1.611588606
8687,7,21,1.93815196,1.520845114
8688,8,21,1.967566063,1.984368272
8689,9,21,2.028964658,1.765953063
8690,10,21,1.99625982,1.637447493
8691,1,22,2.121522749,1.911861606
8692,2,22,2.539928783,2.722796447
8693,3,22,2.370757998,3.459125689
8694,4,22,2.250637505,2.625268957
8695,5,22,2.029363347,2.817955544
8696,6,22,2.150137317,1.603169976
8697,7,22,1.932960315,1.507819868
8698,8,22,1.950479717,1.987927384
8699,9,22,1.995426458,1.726836831
