,Series,k,delta,centroidNum,Mean,stdDev,count
1553,8,16,1,1,6.219182810677635,4.868030648807112,31
1554,8,16,1,2,6.097505499355828,4.439026044260723,20
1555,8,16,1,3,6.446612354564478,,1
1556,8,16,1,4,8.832082036352743,6.556413151874772,18
1557,8,16,1,5,0.7557226556005077,,1
1558,8,16,1,6,5.522372882479109,3.912324399677616,10
1559,8,16,1,7,,,0
1560,8,16,1,8,,,0
1561,8,16,1,9,5.077050758361208,3.1921987072874782,18
1562,8,16,1,10,0.37648106912279644,0.2693583094620475,2
1563,8,16,1,11,,,0
1564,8,16,1,12,,,0
1565,8,16,1,13,,,0
1566,8,16,1,14,2.6499304594520425,2.8109326833721147,5
1567,8,16,1,15,,,0
1568,8,16,1,16,,,0
