,Series,k,delta,centroidNum,Mean,stdDev,count
1041,6,16,1,1,8.56055910420163,8.431533209608485,33
1042,6,16,1,2,7.16529510637894,4.5918419560186665,19
1043,6,16,1,3,4.191580258850358,1.5208568561908202,2
1044,6,16,1,4,6.438219430551899,5.624395414256491,20
1045,6,16,1,5,8.286901619637284,7.162013819459911,2
1046,6,16,1,6,5.789071333356324,4.866070965973105,17
1047,6,16,1,7,,,0
1048,6,16,1,8,,,0
1049,6,16,1,9,4.512988559173111,1.8493832353341264,7
1050,6,16,1,10,0.44398826108538,,1
1051,6,16,1,11,,,0
1052,6,16,1,12,,,0
1053,6,16,1,13,,,0
1054,6,16,1,14,4.618541022811911,2.0428046802863995,5
1055,6,16,1,15,,,0
1056,6,16,1,16,,,0
