,Series,k,Mean,stdDev
4241,1,1,2.959925588,3.344810236
4242,2,1,2.692743707,2.784170414
4243,3,1,2.672590415,3.350547365
4244,4,1,2.66182196,2.256926281
4245,5,1,3.091216138,3.861132904
4246,6,1,2.897663058,3.274895794
4247,7,1,2.768156039,3.368336269
4248,8,1,2.577187677,2.68059104
4249,9,1,2.956769257,3.337301074
4250,10,1,2.95383297,3.61575742
4251,1,2,2.750735422,2.948271967
4252,2,2,2.487818975,2.720352716
4253,3,2,2.475755424,3.350349173
4254,4,2,2.421260296,2.34862224
4255,5,2,2.494436925,2.690199289
4256,6,2,2.635463019,2.783905222
4257,7,2,2.442295937,2.328780143
4258,8,2,2.357339785,2.668805673
4259,9,2,2.559655268,2.887477964
4260,10,2,2.911007703,3.374832195
4261,1,3,2.758307807,3.226501731
4262,2,3,2.334477575,2.530875546
4263,3,3,2.372057583,3.313219261
4264,4,3,2.221090093,2.076677221
4265,5,3,2.550039589,2.81927902
4266,6,3,2.685536791,2.953580404
4267,7,3,2.413446976,2.656242937
4268,8,3,2.328152686,2.39701286
4269,9,3,2.523969531,2.731269135
4270,10,3,2.618200866,2.900156214
4271,1,4,2.634473715,2.952727977
4272,2,4,2.353111253,2.396347943
4273,3,4,2.387734373,3.284991183
4274,4,4,2.124408833,1.826324729
4275,5,4,2.415267488,2.369652345
4276,6,4,2.768385543,3.244691222
4277,7,4,2.250908742,2.384398179
4278,8,4,2.380898157,2.260584945
4279,9,4,2.456576121,2.784918958
4280,10,4,2.735642947,3.030674439
4281,1,5,2.494203178,2.807679034
4282,2,5,2.375349566,2.612159493
4283,3,5,2.345763514,3.193820928
4284,4,5,2.067386945,1.653367914
4285,5,5,2.23293604,2.111705062
4286,6,5,2.632114724,3.143413713
4287,7,5,2.292917956,2.33458462
4288,8,5,2.365846341,2.209214621
4289,9,5,2.472979508,2.84959769
4290,10,5,2.707920911,2.921573585
4291,1,6,2.490155517,2.907548672
4292,2,6,2.327610562,2.570474656
4293,3,6,2.28052981,3.188891821
4294,4,6,2.039989043,1.666658543
4295,5,6,2.214295477,2.160537884
4296,6,6,2.532351196,2.945092104
4297,7,6,2.287178914,2.483362314
4298,8,6,2.307055898,2.166143042
4299,9,6,2.397974506,2.749298198
4300,10,6,2.668657616,2.914032698
4301,1,7,2.555992901,2.950451917
4302,2,7,2.387563365,2.545876299
4303,3,7,2.264057748,3.231707493
4304,4,7,2.037043692,1.648180465
4305,5,7,2.181327257,2.199212485
4306,6,7,2.425558572,2.649055351
4307,7,7,2.186887975,2.392922255
4308,8,7,2.330175374,2.242215298
4309,9,7,2.381845725,2.674162257
4310,10,7,2.66573972,2.949384783
4311,1,8,2.573137495,2.928983618
4312,2,8,2.344183744,2.536677772
4313,3,8,2.249057375,3.293467829
4314,4,8,2.041148064,1.623622947
4315,5,8,2.144994354,2.064028686
4316,6,8,2.374263697,2.556634985
4317,7,8,2.169733501,2.40311574
4318,8,8,2.368827329,2.140771126
4319,9,8,2.390124411,2.698821043
4320,10,8,2.629640291,2.93420282
4321,1,9,2.552534728,2.869224374
4322,2,9,2.343402152,2.496281324
4323,3,9,2.224094744,3.301317774
4324,4,9,2.046741511,1.584541733
4325,5,9,2.131826746,2.007845365
4326,6,9,2.319329762,2.384028189
4327,7,9,2.124544218,2.335082946
4328,8,9,2.35350169,2.182613559
4329,9,9,2.32298509,2.69057815
4330,10,9,2.562382269,2.88917917
4331,1,10,2.527129138,2.860868257
4332,2,10,2.349148986,2.457602907
4333,3,10,2.220285815,3.31607715
4334,4,10,2.044670609,1.552807303
4335,5,10,2.171114312,1.931983619
4336,6,10,2.278531519,2.270858012
4337,7,10,2.118668838,2.256804332
4338,8,10,2.299550972,2.050181284
4339,9,10,2.30882031,2.666201211
4340,10,10,2.509264747,2.841108058
4341,1,11,2.533901968,2.874490594
4342,2,11,2.331922332,2.489417677
4343,3,11,2.237154881,3.310924124
4344,4,11,1.991300388,1.471864962
4345,5,11,2.127656434,1.868666421
4346,6,11,2.254182686,2.213897466
4347,7,11,2.08525384,2.210529667
4348,8,11,2.272449512,1.893317356
4349,9,11,2.337338087,2.712321523
4350,10,11,2.491618511,2.85323683
4351,1,12,2.50723456,2.906840076
4352,2,12,2.313829458,2.471105755
4353,3,12,2.208290435,3.286732433
4354,4,12,1.964347915,1.42963049
4355,5,12,2.118760258,1.844656302
4356,6,12,2.238641927,2.210158994
4357,7,12,2.088106478,2.220235461
4358,8,12,2.244456205,1.851734689
4359,9,12,2.347825995,2.730001474
4360,10,12,2.475656702,2.782462147
4361,1,13,2.473411977,2.872949262
4362,2,13,2.306580011,2.427271447
4363,3,13,2.178735897,3.237185622
4364,4,13,1.93688237,1.423296419
4365,5,13,2.083019443,1.765070015
4366,6,13,2.226331682,2.175856097
4367,7,13,2.101070501,2.227837542
4368,8,13,2.244717289,1.872259233
4369,9,13,2.296671138,2.609757739
4370,10,13,2.458570332,2.792775719
4371,1,14,2.439542748,2.85163764
4372,2,14,2.277683582,2.360520027
4373,3,14,2.199614717,3.239378056
4374,4,14,1.92753521,1.397713837
4375,5,14,2.042010421,1.683192175
4376,6,14,2.201517309,2.084671118
4377,7,14,2.07654818,2.227464747
4378,8,14,2.258795829,1.882844359
4379,9,14,2.256632803,2.633021615
4380,10,14,2.433182074,2.779977784
4381,1,15,2.424080809,2.802805115
4382,2,15,2.279977146,2.332719063
