,Series,k,Mean,stdDev
4383,3,15,2.209564637,3.223278378
4384,4,15,1.947974309,1.427598075
4385,5,15,2.010707831,1.66442197
4386,6,15,2.163876583,2.099290593
4387,7,15,2.060158109,2.206169754
4388,8,15,2.22053277,1.877799611
4389,9,15,2.266396333,2.635914436
4390,10,15,2.435808193,2.776301709
4391,1,16,2.416996449,2.816208
4392,2,16,2.267816016,2.324578105
4393,3,16,2.230350832,3.231133865
4394,4,16,1.943948839,1.47339444
4395,5,16,1.991738282,1.605371747
4396,6,16,2.15319071,2.088772105
4397,7,16,2.068673054,2.245486333
4398,8,16,2.197474465,1.868776466
4399,9,16,2.261991036,2.645209
4400,10,16,2.432162097,2.745134198
4401,1,17,2.402402423,2.812099552
4402,2,17,2.2662578,2.311467425
4403,3,17,2.23642967,3.227082433
4404,4,17,1.946849799,1.443748022
4405,5,17,2.004738506,1.596969397
4406,6,17,2.142683676,2.056287858
4407,7,17,2.100540055,2.262769488
4408,8,17,2.206381358,1.887504326
4409,9,17,2.260576509,2.667415204
4410,10,17,2.421495428,2.757035991
4411,1,18,2.401246825,2.819619057
4412,2,18,2.234823262,2.306560677
4413,3,18,2.246857565,3.231793927
4414,4,18,1.933146421,1.427340934
4415,5,18,2.017322148,1.59087238
4416,6,18,2.111616774,2.035165056
4417,7,18,2.095518617,2.217028524
4418,8,18,2.210395089,1.889974538
4419,9,18,2.23289013,2.684033244
4420,10,18,2.391960839,2.740836824
4421,1,19,2.380848536,2.796823199
4422,2,19,2.214835944,2.263642509
4423,3,19,2.25334233,3.239060304
4424,4,19,1.944842129,1.436179562
4425,5,19,2.025171753,1.576508599
4426,6,19,2.157568839,2.120036291
4427,7,19,2.06953195,2.177873855
4428,8,19,2.222334231,1.87450251
4429,9,19,2.234482852,2.624365418
4430,10,19,2.405354725,2.743685239
4431,1,20,2.37538485,2.816197805
4432,2,20,2.205753785,2.220964799
4433,3,20,2.254656778,3.238256807
4434,4,20,1.928702899,1.414954124
4435,5,20,2.010275428,1.555568301
4436,6,20,2.164493417,2.13011306
4437,7,20,2.078809664,2.200052994
4438,8,20,2.212111582,1.869181662
4439,9,20,2.252144832,2.649702939
4440,10,20,2.389257955,2.738216376
4441,1,21,2.368610841,2.83520028
4442,2,21,2.210241797,2.2474987
4443,3,21,2.255170827,3.240310317
4444,4,21,1.909558838,1.446398402
4445,5,21,1.997074862,1.532148794
4446,6,21,2.143829455,2.106170331
4447,7,21,2.077959916,2.158760212
4448,8,21,2.134834043,1.806789265
4449,9,21,2.239730754,2.659403781
4450,10,21,2.417263651,2.759806668
4451,1,22,2.359109189,2.823820669
4452,2,22,2.183851331,2.242319014
4453,3,22,2.260839616,3.22845009
4454,4,22,1.907561134,1.441130995
4455,5,22,1.989482118,1.500065547
4456,6,22,2.140651506,2.105148405
4457,7,22,2.044432075,2.115356578
4458,8,22,2.112003918,1.803041477
4459,9,22,2.228666043,2.677492128
4460,10,22,2.421878655,2.74605866
4461,1,23,2.379136839,2.850623034
4462,2,23,2.165537916,2.225686336
4463,3,23,2.271125483,3.236882729
4464,4,23,1.907573214,1.484614929
4465,5,23,1.988613201,1.488089515
4466,6,23,2.114533011,2.106205282
4467,7,23,2.053649132,2.105667263
4468,8,23,2.076982891,1.771284338
4469,9,23,2.221897204,2.670401096
4470,10,23,2.383020784,2.716076651
4471,1,24,2.395891476,2.877883651
4472,2,24,2.142278886,2.212699902
4473,3,24,2.283437246,3.241204259
4474,4,24,1.889330177,1.471823659
4475,5,24,1.99526911,1.476489432
4476,6,24,2.096919843,2.090564083
4477,7,24,2.036199182,2.044653842
4478,8,24,2.053734806,1.776110771
4479,9,24,2.197496185,2.674472128
4480,10,24,2.370133156,2.712216931
4481,1,25,2.396485484,2.883618483
4482,2,25,2.111507237,2.207182602
4483,3,25,2.283840992,3.244232479
4484,4,25,1.883654405,1.473492944
4485,5,25,1.987231231,1.472638799
4486,6,25,2.091107327,2.069783115
4487,7,25,2.053229134,2.075202489
4488,8,25,2.035827494,1.777494382
4489,9,25,2.22008116,2.706871071
4490,10,25,2.353331299,2.703095849
4491,1,26,2.426346739,2.896362796
4492,2,26,2.10874932,2.232813712
4493,3,26,2.282088509,3.252540214
4494,4,26,1.863358679,1.462577067
4495,5,26,1.978096937,1.464946441
4496,6,26,2.103484885,2.090190725
4497,7,26,2.058658705,2.091361645
4498,8,26,2.015481375,1.78589581
4499,9,26,2.219793148,2.725890807
4500,10,26,2.333036756,2.710348579
4501,1,27,2.43550683,2.934114303
4502,2,27,2.094435171,2.247163002
4503,3,27,2.282679561,3.261222718
4504,4,27,1.868534112,1.439053549
4505,5,27,1.960196949,1.476043462
4506,6,27,2.098387206,2.070058326
4507,7,27,2.055939855,2.108413703
4508,8,27,2.004603931,1.773746311
4509,9,27,2.237930229,2.721077834
4510,10,27,2.319686701,2.71453993
4511,1,28,2.445024099,2.940933286
4512,2,28,2.101707329,2.247382468
4513,3,28,2.303587974,3.25520155
4514,4,28,1.870209,1.449715212
4515,5,28,1.973333526,1.490995659
4516,6,28,2.093364827,2.062329666
4517,7,28,2.034195825,2.108883221
4518,8,28,1.983371317,1.726121974
4519,9,28,2.234344441,2.71865093
4520,10,28,2.319469845,2.711297907
4521,1,29,2.446347524,2.971807385
4522,2,29,2.098994522,2.261751113
4523,3,29,2.304595688,3.253390495
4524,4,29,1.878838466,1.442062432
4525,5,29,1.960577096,1.488527188
4526,6,29,2.101001181,2.054423266
4527,7,29,2.034388991,2.128823556
4528,8,29,1.959278993,1.719691898
4529,9,29,2.23665619,2.699852532
4530,10,29,2.30635718,2.726247573
4531,1,30,2.441375622,2.996777829
4532,2,30,2.100602049,2.262976634
4533,3,30,2.304314112,3.25577684
4534,4,30,1.869800228,1.449167558
4535,5,30,1.943735577,1.485102515
4536,6,30,2.097950361,2.054536676
4537,7,30,2.038770705,2.14345568
4538,8,30,1.955722432,1.739220909
4539,9,30,2.22500057,2.714395885
4540,10,30,2.308173043,2.740374494
4541,1,31,2.461369017,3.026787754
4542,2,31,2.081825109,2.271702638
4543,3,31,2.321391865,3.257015705
4544,4,31,1.856455279,1.426580912
4545,5,31,1.93228078,1.495692801
4546,6,31,2.098756259,2.05967929
4547,7,31,2.046798437,2.159078795
4548,8,31,1.934106366,1.743802662
4549,9,31,2.235348595,2.721119931
4550,10,31,2.294635167,2.752666568
4551,1,32,2.469224518,3.040216769
4552,2,32,2.085716532,2.251335534
4553,3,32,2.317375434,3.249472766
4554,4,32,1.851956806,1.429570499
4555,5,32,1.91576544,1.494608391
4556,6,32,2.092959478,2.052396802
4557,7,32,2.057386945,2.188763295
4558,8,32,1.929914274,1.752091557
4559,9,32,2.238274831,2.732292125
4560,10,32,2.296916773,2.759867275
4561,1,33,2.476912166,3.053674162
4562,2,33,2.088405376,2.242338899
4563,3,33,2.32423468,3.249619475
4564,4,33,1.844055248,1.425120523
4565,5,33,1.903630353,1.482615972
4566,6,33,2.091648168,2.060622768
4567,7,33,2.057393998,2.205804971
4568,8,33,1.926675374,1.744892797
4569,9,33,2.244181646,2.722309436
4570,10,33,2.282008353,2.757952503
4571,1,34,2.486834819,3.084763599
4572,2,34,2.091974469,2.261269168
4573,3,34,2.322488518,3.246783631
4574,4,34,1.847745555,1.434090899
4575,5,34,1.890281591,1.483820273
4576,6,34,2.100430068,2.076332847
4577,7,34,2.058577913,2.193366236
4578,8,34,1.920358222,1.753912534
4579,9,34,2.239857785,2.717463276
4580,10,34,2.284256583,2.763069012
4581,1,35,2.480464724,3.067334702
4582,2,35,2.075917216,2.228179641
4583,3,35,2.332185085,3.256385345
4584,4,35,1.860188577,1.439247217
4585,5,35,1.891250831,1.491782596
4586,6,35,2.087192821,2.049104487
4587,7,35,2.061246928,2.204691624
4588,8,35,1.933204752,1.763836799
4589,9,35,2.241640233,2.728850933
4590,10,35,2.274927929,2.769801273
4591,1,36,2.502664718,3.05926742
4592,2,36,2.060641169,2.212497257
4593,3,36,2.343753575,3.262224066
4594,4,36,1.870841038,1.447477907
4595,5,36,1.889796675,1.487389658
4596,6,36,2.073044697,2.053443109
4597,7,36,2.05486784,2.191222987
4598,8,36,1.926753407,1.771840108
4599,9,36,2.237127665,2.737804502
4600,10,36,2.277972792,2.764143826
4601,1,37,2.509218437,3.05789172
4602,2,37,2.057988737,2.227214289
4603,3,37,2.349335199,3.26635847
4604,4,37,1.871474036,1.460852723
4605,5,37,1.892462326,1.491288864
4606,6,37,2.064987789,2.047476099
4607,7,37,2.057529993,2.215616129
4608,8,37,1.906261962,1.773355937
4609,9,37,2.249839595,2.74639287
4610,10,37,2.273057804,2.76596275
4611,1,38,2.521126593,3.081525944
4612,2,38,2.063946826,2.217336103
4613,3,38,2.349759084,3.266721432
4614,4,38,1.877029287,1.4825368
4615,5,38,1.887727368,1.49222942
4616,6,38,2.040495796,2.038096645
4617,7,38,2.059220312,2.204338568
4618,8,38,1.897356652,1.79048989
4619,9,38,2.235884742,2.753590346
4620,10,38,2.267053088,2.78135872
4621,1,39,2.534986562,3.093753884
4622,2,39,2.075762507,2.227818341
4623,3,39,2.347207936,3.271857843
4624,4,39,1.880756594,1.500087271
4625,5,39,1.879598998,1.507771756
4626,6,39,2.041553693,2.032753354
4627,7,39,2.056051584,2.217104214
4628,8,39,1.889338609,1.805888329
4629,9,39,2.239588078,2.746743658
4630,10,39,2.263753012,2.77536594
4631,1,40,2.538981856,3.101197893
4632,2,40,2.070815839,2.227922951
4633,3,40,2.354917026,3.278440671
4634,4,40,1.865990868,1.514039965
4635,5,40,1.879881879,1.502181566
4636,6,40,2.045974535,2.02397841
4637,7,40,2.058055525,2.232490265
4638,8,40,1.876504299,1.801321569
4639,9,40,2.235273717,2.755524361
4640,10,40,2.269723351,2.78206226
4641,1,41,2.552879465,3.123788638
4642,2,41,2.067306333,2.248306681
4643,3,41,2.362301195,3.282794586
4644,4,41,1.863148227,1.503737846
4645,5,41,1.883773864,1.496867548
4646,6,41,2.042676673,2.023791514
4647,7,41,2.056045605,2.240389602
4648,8,41,1.869724019,1.811875521
4649,9,41,2.226718721,2.760035018
4650,10,41,2.269117623,2.787784818
4651,1,42,2.559710381,3.121364067
4652,2,42,2.069056129,2.254556836
4653,3,42,2.371912513,3.296888344
4654,4,42,1.874307458,1.510600518
4655,5,42,1.871753177,1.49296315
4656,6,42,2.035171444,2.034719664
4657,7,42,2.065794995,2.26446098
4658,8,42,1.86881663,1.799516328
4659,9,42,2.245476424,2.769355871
4660,10,42,2.268724357,2.789181624
4661,1,43,2.565914972,3.131305823
4662,2,43,2.06155972,2.249951568
4663,3,43,2.366655541,3.311140175
4664,4,43,1.879109776,1.510705956
4665,5,43,1.869798191,1.501033965
4666,6,43,2.035969709,2.018577376
4667,7,43,2.063146942,2.27857137
4668,8,43,1.860691199,1.800147859
4669,9,43,2.228033838,2.768808987
4670,10,43,2.279641617,2.784130201
4671,1,44,2.567168731,3.151033568
4672,2,44,2.047609763,2.265946603
4673,3,44,2.373489592,3.317093412
4674,4,44,1.87867379,1.515104868
4675,5,44,1.862928463,1.510609515
4676,6,44,2.038203913,2.033967172
4677,7,44,2.061477612,2.281557193
4678,8,44,1.868375906,1.808461277
4679,9,44,2.233665167,2.77361582
4680,10,44,2.282362433,2.789114826
4681,1,45,2.579676908,3.165475141
4682,2,45,2.058266679,2.278790391
4683,3,45,2.377156,3.32351647
4684,4,45,1.87842157,1.521375287
4685,5,45,1.864850735,1.516084349
4686,6,45,2.03360215,2.026544956
4687,7,45,2.059097318,2.281738522
4688,8,45,1.866488357,1.790613756
4689,9,45,2.233149519,2.777242623
4690,10,45,2.278844453,2.778932383
4691,1,46,2.606049094,3.183040245
4692,2,46,2.063448856,2.269511836
4693,3,46,2.383045397,3.337147434
4694,4,46,1.881520219,1.519914788
4695,5,46,1.867844399,1.52416144
4696,6,46,2.038066379,2.017386946
4697,7,46,2.059215227,2.309711984
4698,8,46,1.860656358,1.805049135
4699,9,46,2.235194357,2.78495846
4700,10,46,2.273465227,2.782144685
4701,1,47,2.61383323,3.192552101
4702,2,47,2.065072323,2.277027967
4703,3,47,2.382018871,3.342294171
4704,4,47,1.891603923,1.542867363
4705,5,47,1.880029816,1.526565579
4706,6,47,2.039850938,2.017887707
4707,7,47,2.06226968,2.321352562
4708,8,47,1.861513411,1.813627221
4709,9,47,2.226614783,2.794360634
4710,10,47,2.27024128,2.783110567
4711,1,48,2.607772679,3.200157795
4712,2,48,2.06659346,2.279023448
4713,3,48,2.381101992,3.350370952
4714,4,48,1.879871303,1.542084244
4715,5,48,1.88497431,1.536428782
4716,6,48,2.03985198,2.012529402
4717,7,48,2.074387413,2.334274508
4718,8,48,1.862395925,1.827769951
4719,9,48,2.223978469,2.788779707
4720,10,48,2.269294029,2.786281662
4721,1,49,2.616528366,3.223159008
4722,2,49,2.060638287,2.270414797
4723,3,49,2.380095828,3.354294946
4724,4,49,1.892385446,1.545216554
4725,5,49,1.884735802,1.54431762
4726,6,49,2.044674868,2.02385096
4727,7,49,2.087940678,2.348082962
4728,8,49,1.862405006,1.815091462
4729,9,49,2.228370168,2.770032845
4730,10,49,2.270875011,2.788570862
4731,1,50,2.619175688,3.227714648
4732,2,50,2.069039791,2.278585309
4733,3,50,2.385373268,3.363691662
4734,4,50,1.900935354,1.545442887
4735,5,50,1.880656079,1.556428243
4736,6,50,2.047176844,2.011318507
4737,7,50,2.087945308,2.361993526
4738,8,50,1.864721114,1.825985387
4739,9,50,2.232374423,2.760073857
4740,10,50,2.276919551,2.79183777
4741,1,51,2.616510896,3.224721519
4742,2,51,2.069988604,2.287827028
4743,3,51,2.388778885,3.372357365
4744,4,51,1.907942677,1.561045872
4745,5,51,1.881612419,1.566262949
4746,6,51,2.050729761,2.008600603
4747,7,51,2.091320555,2.362697368
4748,8,51,1.863294296,1.837092217
4749,9,51,2.232532008,2.776107386
4750,10,51,2.281441958,2.793929063
4751,1,52,2.628025172,3.243600938
4752,2,52,2.059308956,2.29159792
4753,3,52,2.396777896,3.380534403
4754,4,52,1.910538179,1.564379591
4755,5,52,1.886854518,1.575522611
4756,6,52,2.052705979,2.015649114
4757,7,52,2.095637278,2.374607393
4758,8,52,1.859283357,1.844445886
4759,9,52,2.234647158,2.788564887
4760,10,52,2.288592903,2.799728536
4761,1,53,2.629878604,3.260186499
4762,2,53,2.059263856,2.290498212
4763,3,53,2.392566586,3.390713699
4764,4,53,1.913319702,1.57554562
4765,5,53,1.87956639,1.578119113
4766,6,53,2.048831747,2.019194986
4767,7,53,2.103815725,2.385894591
4768,8,53,1.85007692,1.852752078
4769,9,53,2.23140705,2.79377972
4770,10,53,2.281823663,2.80308346
4771,1,54,2.631284821,3.269099837
4772,2,54,2.06588823,2.291746863
4773,3,54,2.385937357,3.389930971
4774,4,54,1.91687078,1.572267312
4775,5,54,1.879309259,1.586266945
4776,6,54,2.049933535,2.007047826
4777,7,54,2.102394262,2.402994893
4778,8,54,1.857717356,1.840195437
4779,9,54,2.236489123,2.803543734
4780,10,54,2.276438006,2.803784107
4781,1,55,2.629929317,3.283665918
4782,2,55,2.070285629,2.299420442
4783,3,55,2.391576338,3.391166239
4784,4,55,1.921112214,1.580551227
4785,5,55,1.87830817,1.590841296
4786,6,55,2.053075239,2.006179444
4787,7,55,2.105420718,2.408377764
4788,8,55,1.870499025,1.84346138
4789,9,55,2.235939021,2.807441624
4790,10,55,2.279738647,2.804234476
4791,1,56,2.629993511,3.280541503
4792,2,56,2.07829759,2.287452133
4793,3,56,2.39431062,3.388344499
4794,4,56,1.92452364,1.587837675
4795,5,56,1.880583178,1.58166779
4796,6,56,2.051106204,2.011244083
4797,7,56,2.107095286,2.413417709
4798,8,56,1.870861371,1.848690532
4799,9,56,2.239939047,2.820165632
4800,10,56,2.280200755,2.805116493
4801,1,57,2.636499146,3.293642497
4802,2,57,2.076072534,2.298324286
4803,3,57,2.389325049,3.379831249
4804,4,57,1.930228157,1.589629801
4805,5,57,1.871588979,1.586420353
4806,6,57,2.051360649,2.016804436
4807,7,57,2.103119048,2.429353161
4808,8,57,1.873756833,1.853247353
4809,9,57,2.237215929,2.825278021
4810,10,57,2.278934507,2.801534793
4811,1,58,2.641213098,3.304523567
4812,2,58,2.07569866,2.305622786
4813,3,58,2.390572072,3.377113064
4814,4,58,1.929166759,1.590592188
4815,5,58,1.874442468,1.593551101
4816,6,58,2.054954208,2.029128815
4817,7,58,2.114633763,2.435613378
4818,8,58,1.87860042,1.847407056
4819,9,58,2.241859394,2.82755653
4820,10,58,2.278291959,2.801832869
4821,1,59,2.645528304,3.316540929
4822,2,59,2.078348721,2.31729401
4823,3,59,2.393621424,3.375167035
4824,4,59,1.93135244,1.595448665
4825,5,59,1.877069703,1.595684708
4826,6,59,2.051438331,2.034772327
4827,7,59,2.115076209,2.456204094
4828,8,59,1.878465813,1.856714306
4829,9,59,2.24745562,2.832654677
4830,10,59,2.288472267,2.79963493
4831,1,60,2.651124153,3.322561451
4832,2,60,2.08770052,2.324129743
4833,3,60,2.392645105,3.376611581
4834,4,60,1.942386015,1.598875856
4835,5,60,1.879245403,1.600771449
4836,6,60,2.062190759,2.055903447
4837,7,60,2.113850059,2.456920586
4838,8,60,1.878813969,1.862716255
4839,9,60,2.250969481,2.83374229
4840,10,60,2.286779222,2.797456978
4841,1,61,2.654064348,3.338125152
4842,2,61,2.096018621,2.325113291
4843,3,61,2.39429235,3.377821851
4844,4,61,1.945178145,1.595352607
4845,5,61,1.8849135,1.606338084
4846,6,61,2.055509518,2.042514725
4847,7,61,2.106414936,2.464649903
4848,8,61,1.877883591,1.87629429
4849,9,61,2.249887982,2.830785687
4850,10,61,2.291092532,2.798698889
4851,1,62,2.654701095,3.340767821
4852,2,62,2.106324542,2.333827778
4853,3,62,2.392065542,3.379867821
4854,4,62,1.941171568,1.599831446
4855,5,62,1.882459714,1.602804236
4856,6,62,2.058132035,2.05386929
4857,7,62,2.11172173,2.472813041
4858,8,62,1.873753322,1.881101097
4859,9,62,2.258496831,2.838982459
4860,10,62,2.307327173,2.805659388
4861,1,63,2.660298851,3.342777664
4862,2,63,2.1114625,2.329377515
4863,3,63,2.396569502,3.377806236
4864,4,63,1.949401111,1.611216957
4865,5,63,1.886402578,1.608514822
4866,6,63,2.059818486,2.046701695
4867,7,63,2.112312779,2.486537232
4868,8,63,1.873090995,1.884914726
4869,9,63,2.261625152,2.836467313
4870,10,63,2.310194295,2.811418848
4871,1,64,2.661334523,3.350768659
4872,2,64,2.109401313,2.328564092
4873,3,64,2.394313227,3.380664976
4874,4,64,1.956906535,1.615625088
4875,5,64,1.884024885,1.612986049
4876,6,64,2.060711499,2.048082557
4877,7,64,2.114844416,2.488010115
4878,8,64,1.86967361,1.885676449
4879,9,64,2.269452945,2.839276666
4880,10,64,2.316462858,2.817188466
4881,1,65,2.669673223,3.359101543
4882,2,65,2.107378129,2.324856034
4883,3,65,2.398202932,3.384158928
4884,4,65,1.961087465,1.625385818
4885,5,65,1.890787777,1.61383941
4886,6,65,2.058403649,2.03194157
4887,7,65,2.122897509,2.485128726
4888,8,65,1.869328517,1.885312496
4889,9,65,2.281014295,2.83556351
4890,10,65,2.316178062,2.820891788
4891,1,66,2.677389351,3.373306028
4892,2,66,2.108932101,2.331703029
4893,3,66,2.402413651,3.384574287
4894,4,66,1.957679933,1.635359335
4895,5,66,1.898411652,1.617419831
4896,6,66,2.057383993,2.036544192
4897,7,66,2.122029718,2.501975715
4898,8,66,1.868218411,1.888980136
4899,9,66,2.29159825,2.831969366
4900,10,66,2.316391406,2.814876629
4901,1,67,2.679402112,3.38692495
4902,2,67,2.107991707,2.335370543
4903,3,67,2.408344403,3.383191059
4904,4,67,1.957979455,1.634531667
4905,5,67,1.904854681,1.623472189
4906,6,67,2.056160455,2.035253267
4907,7,67,2.12569396,2.500313491
4908,8,67,1.870303496,1.903456732
4909,9,67,2.298955393,2.834803902
4910,10,67,2.317086135,2.807744116
4911,1,68,2.690865166,3.396204219
4912,2,68,2.112699163,2.327667934
4913,3,68,2.412012443,3.384186279
4914,4,68,1.962937998,1.63499161
4915,5,68,1.905754427,1.623000275
4916,6,68,2.063697885,2.038892231
4917,7,68,2.129432199,2.511630017
4918,8,68,1.872152951,1.909986654
4919,9,68,2.299427045,2.836698779
4920,10,68,2.31935152,2.8103213
4921,1,69,2.699599385,3.40841304
4922,2,69,2.120199576,2.33198383
4923,3,69,2.411249557,3.391545744
4924,4,69,1.959888026,1.646211187
4925,5,69,1.909964524,1.630196435
4926,6,69,2.062975039,2.042965413
4927,7,69,2.128375856,2.518950237
4928,8,69,1.869458457,1.916368189
4929,9,69,2.297511445,2.838645303
4930,10,69,2.316020751,2.810904439
4931,1,70,2.701099224,3.421320671
4932,2,70,2.122712489,2.337642837
4933,3,70,2.419517404,3.395794232
4934,4,70,1.96072127,1.651024022
4935,5,70,1.918428383,1.630247767
4936,6,70,2.063674777,2.038164134
4937,7,70,2.141729045,2.516966242
4938,8,70,1.869484864,1.92126123
4939,9,70,2.30286839,2.844094128
4940,10,70,2.326037855,2.814339298
4941,1,71,2.705579966,3.423581497
4942,2,71,2.124639868,2.343499133
4943,3,71,2.420809837,3.394700873
4944,4,71,1.964120412,1.666909689
4945,5,71,1.918387384,1.635064929
4946,6,71,2.073805307,2.043910279
4947,7,71,2.143204841,2.528745201
4948,8,71,1.862044859,1.915630539
4949,9,71,2.30655907,2.852278421
4950,10,71,2.329618865,2.818235623
4951,1,72,2.713184168,3.432006113
4952,2,72,2.123552679,2.350770053
4953,3,72,2.422110295,3.396918179
4954,4,72,1.958517262,1.682923621
4955,5,72,1.926047582,1.64157316
4956,6,72,2.080260257,2.044910706
4957,7,72,2.144390028,2.540784608
4958,8,72,1.863596792,1.916629403
4959,9,72,2.314953763,2.858329417
4960,10,72,2.331955818,2.823208623
4961,1,73,2.721980262,3.432548867
4962,2,73,2.122097452,2.34803379
4963,3,73,2.426379855,3.403540326
4964,4,73,1.957735885,1.688818181
4965,5,73,1.929899273,1.645483835
4966,6,73,2.086816442,2.047631707
4967,7,73,2.14745092,2.541602413
4968,8,73,1.868590719,1.929275257
4969,9,73,2.31312331,2.860434357
4970,10,73,2.336231859,2.823092262
4971,1,74,2.728764972,3.443748475
4972,2,74,2.131715952,2.343264745
4973,3,74,2.42557687,3.401791346
4974,4,74,1.956338344,1.689566467
4975,5,74,1.927778172,1.648682112
