,dataset,k,Average Mean Error,Average stdDev
91,1,81.0,7.493788363767406,3.7291788516161333
92,2,81.0,6.080383157665269,3.677490002044628
93,3,81.0,7.528946401838672,3.756068204279303
94,4,81.0,7.436940707585744,3.9017891688400512
95,5,81.0,6.100301336169946,3.93458746182979
96,6,81.0,5.1192885396870444,3.768635701238611
97,7,81.0,6.012460381563448,3.5916116335285517
98,8,81.0,5.625271298273868,3.773165244713998
99,9,81.0,6.938321778736406,3.8111182223961158
