,Series,k,centroidNum,Mean,stdDev,count
1,1,2,1,4.906693109639787,3.490164659897994,30
2,1,2,2,11.106999635310686,9.596462717016022,76
3,1,3,1,4.289253423176525,2.8944898999676116,29
4,1,3,2,8.990283891577272,6.311213156993031,26
5,1,3,3,11.721904165217957,10.989592035174796,51
6,1,4,1,10.891651160957428,12.66339125086505,34
7,1,4,2,10.006044066587444,6.079821138082724,21
8,1,4,3,5.4593189617536595,2.0649289108408317,19
9,1,4,4,4.9179986477036195,3.721062182400426,32
10,1,5,1,9.98784533050679,11.905805297709577,33
11,1,5,2,5.202349042963926,1.9279264255355337,19
12,1,5,3,4.976148164199671,,1
13,1,5,4,4.9330240433163794,3.7169844492190753,32
14,1,5,5,9.975863467586393,6.116024196184535,21
15,1,6,1,8.904594590787582,6.191008917434558,27
16,1,6,2,11.560877789255336,11.091580950572935,49
17,1,6,3,,,0
18,1,6,4,4.378192831462917,3.519242220683922,29
19,1,6,5,,,0
20,1,6,6,4.976148164199671,,1
21,1,7,1,5.186658660934852,3.9922177227805817,23
22,1,7,2,,,0
23,1,7,3,4.48197830441314,1.0441976691174233,2
24,1,7,4,10.10803742994552,11.394979222864997,34
25,1,7,5,5.701631085197685,2.286430682491929,18
26,1,7,6,7.401747593876002,5.249132904118775,29
27,1,7,7,,,0
28,1,8,1,9.879724393834717,11.721723075951349,32
29,1,8,2,5.358529102378677,1.990280415497463,18
30,1,8,3,,,0
31,1,8,4,7.894366458217923,5.470600313552984,29
32,1,8,5,4.48197830441314,1.0441976691174233,2
33,1,8,6,4.976148164199671,,1
34,1,8,7,,,0
35,1,8,8,5.472669188989165,4.014185173166998,24
36,1,9,1,4.184341643143741,3.286880920633768,21
37,1,9,2,7.59369003829012,,1
38,1,9,3,2.3249815815802464,,1
39,1,9,4,8.343307114474266,6.074942962781764,23
40,1,9,5,10.081826207924967,11.723830621298879,31
41,1,9,6,,,0
42,1,9,7,5.320849503290295,3.765246284931922,26
43,1,9,8,0.04828276366191631,,1
44,1,9,9,4.48197830441314,1.0441976691174233,2
45,1,10,1,5.815978257155901,4.2803821630224075,23
46,1,10,2,,,0
47,1,10,3,4.834026478707801,4.2624358561308675,22
48,1,10,4,10.366263472870575,11.993292778468916,29
49,1,10,5,5.020184074252823,2.35647478151647,9
50,1,10,6,,,0
51,1,10,7,3.872220255047822,0.6415691600065305,2
52,1,10,8,8.775238703715342,6.097614002129714,20
53,1,10,9,4.976148164199671,,1
54,1,10,10,,,0
55,1,11,1,2.7379915075101455,,1
56,1,11,2,9.272848653432328,6.383555581071332,15
57,1,11,3,5.1711550039331415,2.7029717391055845,9
58,1,11,4,10.385489455891774,11.888006050667517,30
59,1,11,5,,,0
60,1,11,6,,,0
61,1,11,7,4.2988865235619045,4.426795372780264,20
62,1,11,8,,,0
63,1,11,9,5.335356079587709,4.150079477991783,25
64,1,11,10,5.9099344253609685,3.087307693660857,6
65,1,11,11,,,0
66,1,12,1,4.976148164199671,,1
67,1,12,2,5.040259642816677,2.631793641970843,17
68,1,12,3,,,0
69,1,12,4,,,0
70,1,12,5,3.2072599946276625,,1
71,1,12,6,5.704018614991573,2.9203525614726487,6
72,1,12,7,10.247655677806414,11.491711628316951,29
73,1,12,8,9.364457857887405,6.301738300874201,15
74,1,12,9,6.62537087875644,4.651438589196416,21
75,1,12,10,,,0
76,1,12,11,4.769109535232298,3.440285383023778,16
77,1,12,12,,,0
78,1,13,1,2.7379915075101455,,1
79,1,13,2,7.399924701335861,5.2493402681764225,29
80,1,13,3,5.460373604289462,2.0622256372885057,18
81,1,13,4,,,0
82,1,13,5,10.137318694235773,11.392525182711775,34
83,1,13,6,,,0
84,1,13,7,,,0
85,1,13,8,,,0
86,1,13,9,5.229193330940398,4.008765270546712,22
87,1,13,10,,,0
88,1,13,11,,,0
89,1,13,12,4.48197830441314,1.0441976691174233,2
90,1,13,13,,,0
91,1,14,1,6.113156819210332,,1
92,1,14,2,10.392512569678523,12.024102087016619,29
93,1,14,3,5.437167125196119,4.012507303250789,22
94,1,14,4,,,0
95,1,14,5,4.300845138569489,4.135325490043322,20
96,1,14,6,,,0
97,1,14,7,4.976148164199671,,1
98,1,14,8,,,0
99,1,14,9,,,0
100,1,14,10,,,0
101,1,14,11,5.020184074252823,2.35647478151647,9
102,1,14,12,8.179826949997405,6.482290767077892,17
103,1,14,13,,,0
104,1,14,14,6.323864063493061,4.08090737048734,7
105,1,15,1,,,0
106,1,15,2,,,0
107,1,15,3,,,0
108,1,15,4,5.646455437997872,4.30038609991849,26
109,1,15,5,,,0
110,1,15,6,,,0
111,1,15,7,5.7606648168271635,4.262389432441246,12
112,1,15,8,,,0
113,1,15,9,,,0
114,1,15,10,10.37366580585654,11.827112720241793,30
115,1,15,11,,,0
116,1,15,12,10.60268374274495,5.88710762488482,19
117,1,15,13,3.0869980607991323,,1
118,1,15,14,2.7379915075101455,,1
119,1,15,15,5.337445831906755,2.6886013433916776,17
120,2,2,1,5.109313731015832,3.910772096655088,38
121,2,2,2,8.50910180404153,6.983007735348412,68
122,2,3,1,4.560657858189958,3.785287674472816,33
123,2,3,2,9.264600327532197,7.423073803392137,40
124,2,3,3,5.692804018271631,4.457951632104488,33
125,2,4,1,2.4922862643484933,1.6012130203709558,2
126,2,4,2,9.247700082055951,7.426277079292383,40
127,2,4,3,4.52902372559842,4.103192630787409,31
128,2,4,4,5.688089658434793,4.49405370491864,33
129,2,5,1,2.4922862643484933,1.6012130203709558,2
130,2,5,2,4.068549404338678,2.971052490645651,21
131,2,5,3,6.93774536741874,7.094096814530616,32
132,2,5,4,5.52082525547008,4.811570438750297,26
133,2,5,5,4.043066847599562,3.670596749279816,25
134,2,6,1,4.543990878623357,4.068671000905707,31
135,2,6,2,,,0
136,2,6,3,,,0
137,2,6,4,5.687675207632961,4.473345306665501,33
138,2,6,5,9.22555488820965,7.41278745897057,40
139,2,6,6,2.4922862643484933,1.6012130203709558,2
140,2,7,1,5.862658406187554,4.153810009459787,20
141,2,7,2,6.689619204528484,7.315105831611196,31
142,2,7,3,5.512854109900138,4.892323646528378,26
143,2,7,4,5.345979609972595,3.6293044208093663,16
144,2,7,5,4.17835695274114,2.9739404579212994,11
145,2,7,6,2.4922862643484933,1.6012130203709558,2
146,2,7,7,,,0
147,2,8,1,5.862658406187554,4.153810009459787,20
148,2,8,2,5.512854109900138,4.892323646528378,26
149,2,8,3,6.689619204528485,7.315105831611196,31
150,2,8,4,,,0
151,2,8,5,2.4922862643484933,1.6012130203709558,2
152,2,8,6,5.345979609972595,3.629304420809366,16
153,2,8,7,4.17835695274114,2.9739404579212994,11
154,2,8,8,,,0
155,2,9,1,6.059404119688976,3.0973852022002757,15
156,2,9,2,6.677685874546949,7.320110081196672,31
157,2,9,3,,,0
158,2,9,4,3.5626940433961427,3.2885989942730616,15
159,2,9,5,3.4511279681910114,2.3502579388823905,13
160,2,9,6,7.212390720008347,4.397678856420069,19
