,Series,k,delta,centroidNum,Mean,stdDev,count
705,5,16,1,1,10.233914944416764,9.04816875090588,30
706,5,16,1,2,7.264370562592073,4.48603079912573,17
707,5,16,1,3,6.167583776834789,5.628129200156878,4
708,5,16,1,4,5.408286927216564,4.243025767655466,14
709,5,16,1,5,,,0
710,5,16,1,6,5.059568753925789,3.079375075367595,12
711,5,16,1,7,,,0
712,5,16,1,8,,,0
713,5,16,1,9,4.124169075213479,3.3428345564805073,15
714,5,16,1,10,2.22106187397857,0.8843494717478602,2
715,5,16,1,11,,,0
716,5,16,1,12,,,0
717,5,16,1,13,,,0
718,5,16,1,14,5.585029573474117,2.7388496782872043,12
719,5,16,1,15,,,0
720,5,16,1,16,,,0
