,Series,k,Mean,stdDev
7596,6,18,2.256276953,2.584064548
7597,7,18,1.955485997,1.598636776
7598,8,18,2.2423034,2.237122587
7599,9,18,2.445648621,2.399704701
7600,10,18,1.669950461,1.558011086
7601,1,19,1.935544439,1.880679775
7602,2,19,2.374388133,3.085349671
7603,3,19,2.559356004,3.455913429
7604,4,19,2.439034957,2.109629867
7605,5,19,2.055382126,1.63668103
7606,6,19,2.27123078,2.582468313
7607,7,19,1.937568934,1.583017223
7608,8,19,2.237252911,2.254092173
7609,9,19,2.445124191,2.427332754
7610,10,19,1.699074966,1.551844852
7611,1,20,1.958279044,1.921312685
7612,2,20,2.346551745,3.079350687
7613,3,20,2.556006288,3.472614771
7614,4,20,2.417856232,2.104998133
7615,5,20,2.056957022,1.65925693
7616,6,20,2.260053685,2.601420645
7617,7,20,1.92938772,1.576548186
7618,8,20,2.212286385,2.224172989
7619,9,20,2.455719186,2.450595568
7620,10,20,1.703466003,1.54890234
7621,1,21,1.943601636,1.87157064
7622,2,21,2.365299931,3.086202465
7623,3,21,2.5534738,3.471426804
7624,4,21,2.414203438,2.100349122
7625,5,21,2.0354292,1.648296571
7626,6,21,2.239829781,2.533594459
7627,7,21,1.920777504,1.551176056
7628,8,21,2.183392695,2.230459663
7629,9,21,2.465754522,2.467206708
7630,10,21,1.702130735,1.496267577
7631,1,22,1.950429109,1.886660363
7632,2,22,2.323112567,3.071117196
7633,3,22,2.542463565,3.470311847
7634,4,22,2.413393054,2.122135911
7635,5,22,2.052985475,1.634689534
7636,6,22,2.225899801,2.525010668
7637,7,22,1.90272453,1.541858932
7638,8,22,2.180733275,2.269960445
7639,9,22,2.442603902,2.444865442
7640,10,22,1.688472004,1.489661567
7641,1,23,1.930557646,1.882121844
7642,2,23,2.310955389,3.06848194
7643,3,23,2.554852901,3.478149462
7644,4,23,2.405370592,2.099489505
7645,5,23,2.041166706,1.641315748
7646,6,23,2.230506473,2.545341979
7647,7,23,1.89532522,1.504368083
7648,8,23,2.177185196,2.282952764
7649,9,23,2.430546494,2.439829929
7650,10,23,1.698700082,1.499811664
7651,1,24,1.907309788,1.869689474
7652,2,24,2.281640454,3.060772975
7653,3,24,2.539874594,3.489751045
7654,4,24,2.387628987,2.110077643
7655,5,24,2.046755624,1.66048266
7656,6,24,2.234389972,2.527616132
7657,7,24,1.895800308,1.493392258
7658,8,24,2.167547286,2.299972354
7659,9,24,2.444336914,2.464105298
7660,10,24,1.683922482,1.473502598
7661,1,25,1.889267023,1.831135685
7662,2,25,2.265303311,3.059395559
7663,3,25,2.528391713,3.495133121
7664,4,25,2.37183055,2.129209494
7665,5,25,2.064253244,1.639142155
7666,6,25,2.233040652,2.520575675
7667,7,25,1.905102066,1.493840398
7668,8,25,2.172275808,2.33013967
7669,9,25,2.443816934,2.465864476
7670,10,25,1.679373565,1.455559871
7671,1,26,1.899628859,1.801180983
7672,2,26,2.260832585,3.055716986
7673,3,26,2.520554125,3.509611125
7674,4,26,2.368700189,2.089767099
7675,5,26,2.060063253,1.634783632
7676,6,26,2.232038606,2.549224217
7677,7,26,1.920150693,1.509922672
7678,8,26,2.171172814,2.361523713
7679,9,26,2.434024508,2.495603143
7680,10,26,1.67113221,1.445718679
7681,1,27,1.874943895,1.821906966
7682,2,27,2.247146013,3.05884932
7683,3,27,2.527041846,3.515487085
7684,4,27,2.350723856,2.074333771
7685,5,27,2.049230021,1.621954963
7686,6,27,2.258447665,2.561032744
7687,7,27,1.925022152,1.523021763
7688,8,27,2.168225767,2.377955157
7689,9,27,2.459968945,2.529948577
7690,10,27,1.653076007,1.446483584
7691,1,28,1.883637473,1.840382498
7692,2,28,2.256364078,3.056670968
7693,3,28,2.524369039,3.502587908
7694,4,28,2.344414995,2.07744507
7695,5,28,2.032192967,1.624313515
7696,6,28,2.259971202,2.558229518
7697,7,28,1.90344576,1.52467329
7698,8,28,2.159877891,2.402041537
7699,9,28,2.463998474,2.532937391
7700,10,28,1.640855652,1.441074312
7701,1,29,1.89910465,1.812079047
7702,2,29,2.243594678,3.06506012
7703,3,29,2.548724396,3.518471684
7704,4,29,2.336298826,2.069106195
7705,5,29,2.040348216,1.649737879
7706,6,29,2.270058681,2.553330322
7707,7,29,1.889847562,1.511030263
7708,8,29,2.157809393,2.44270302
7709,9,29,2.457260251,2.531461158
7710,10,29,1.638298955,1.443767581
7711,1,30,1.902087003,1.823811095
7712,2,30,2.246808085,3.062395868
7713,3,30,2.545892674,3.534973641
7714,4,30,2.326063602,2.075175715
7715,5,30,2.030279216,1.656029394
7716,6,30,2.257182519,2.575061205
7717,7,30,1.885226849,1.504409295
7718,8,30,2.148896239,2.418972585
7719,9,30,2.46682472,2.553742754
7720,10,30,1.636355638,1.441054535
7721,1,31,1.906758444,1.827462322
7722,2,31,2.244835936,3.051978322
7723,3,31,2.531006531,3.544502192
7724,4,31,2.317633479,2.081691444
7725,5,31,2.023124836,1.669211978
7726,6,31,2.285182696,2.571470069
7727,7,31,1.875423911,1.499569138
7728,8,31,2.134369677,2.445859481
7729,9,31,2.463503621,2.550091998
7730,10,31,1.635083376,1.441753489
7731,1,32,1.914239434,1.84424715
7732,2,32,2.238564434,3.054015095
7733,3,32,2.533833008,3.539802022
7734,4,32,2.326335467,2.087093853
7735,5,32,2.013645107,1.646857546
7736,6,32,2.287914025,2.578809286
7737,7,32,1.864498798,1.498643482
7738,8,32,2.13865549,2.488008635
7739,9,32,2.466323822,2.567499553
7740,10,32,1.630794735,1.439307113
7741,1,33,1.905491467,1.851335671
7742,2,33,2.254096722,3.05481086
7743,3,33,2.535108655,3.543057848
7744,4,33,2.309243427,2.079146851
7745,5,33,2.000409237,1.658032593
7746,6,33,2.301865195,2.606547815
7747,7,33,1.874418904,1.518479689
7748,8,33,2.144650422,2.46905848
7749,9,33,2.469690401,2.593689254
7750,10,33,1.633858997,1.439643154
7751,1,34,1.903165128,1.848336424
7752,2,34,2.236909505,3.051173868
7753,3,34,2.545494865,3.555248631
7754,4,34,2.308061699,2.073091554
7755,5,34,1.998372093,1.672065308
7756,6,34,2.293379659,2.630562276
7757,7,34,1.877718992,1.52920023
7758,8,34,2.142011596,2.488421056
7759,9,34,2.460071849,2.603057734
7760,10,34,1.62297648,1.428178525
7761,1,35,1.912972588,1.866062619
7762,2,35,2.229611505,3.0608927
7763,3,35,2.553879633,3.571961248
7764,4,35,2.316349154,2.089491399
7765,5,35,1.983833654,1.660872517
7766,6,35,2.299088685,2.638495477
7767,7,35,1.866876986,1.534970204
7768,8,35,2.125650231,2.502793638
7769,9,35,2.455935011,2.625068129
7770,10,35,1.608020171,1.435598304
7771,1,36,1.911459827,1.8563196
7772,2,36,2.221637665,3.060558912
7773,3,36,2.546848192,3.582883746
7774,4,36,2.322048205,2.077310808
7775,5,36,1.990635136,1.675055417
7776,6,36,2.289102181,2.653184845
7777,7,36,1.869485819,1.5573048
7778,8,36,2.11465279,2.507096989
7779,9,36,2.454751523,2.605312932
7780,10,36,1.610047762,1.450057942
7781,1,37,1.927642091,1.872131918
7782,2,37,2.219035146,3.073294363
7783,3,37,2.538618495,3.586742175
7784,4,37,2.320253996,2.083229532
7785,5,37,1.985943775,1.698393414
7786,6,37,2.275084076,2.611228889
7787,7,37,1.870264873,1.552817287
7788,8,37,2.134820725,2.52707472
7789,9,37,2.465753167,2.601670083
7790,10,37,1.609888451,1.448238485
7791,1,38,1.923017261,1.895419211
7792,2,38,2.215614144,3.082248502
7793,3,38,2.52486227,3.581231895
7794,4,38,2.325237394,2.093405982
7795,5,38,1.991070932,1.690865409
7796,6,38,2.27049171,2.625015698
7797,7,38,1.86952584,1.55594828
7798,8,38,2.131583051,2.533144983
7799,9,38,2.472121224,2.624187179
7800,10,38,1.600520069,1.449757116
7801,1,39,1.913863636,1.879683679
7802,2,39,2.209881588,3.083263444
7803,3,39,2.519704518,3.596546461
7804,4,39,2.331600452,2.097081994
7805,5,39,1.990184168,1.685560713
7806,6,39,2.2681796,2.629599215
7807,7,39,1.853378538,1.561560745
7808,8,39,2.125511794,2.548409773
7809,9,39,2.46394873,2.633506468
7810,10,39,1.606786965,1.452524445
7811,1,40,1.928509759,1.882709055
7812,2,40,2.206943405,3.086379295
7813,3,40,2.524306431,3.603774421
7814,4,40,2.326726467,2.11290802
7815,5,40,1.990190357,1.662965658
7816,6,40,2.262614926,2.63715511
7817,7,40,1.839556855,1.566570055
7818,8,40,2.111107236,2.552706611
7819,9,40,2.469080089,2.634435395
7820,10,40,1.596293351,1.444679634
7821,1,41,1.934856829,1.892042829
7822,2,41,2.208070326,3.087693114
7823,3,41,2.513810183,3.614535006
7824,4,41,2.321382376,2.113218463
7825,5,41,1.986357576,1.659159437
7826,6,41,2.270555376,2.64016121
7827,7,41,1.839706733,1.565884238
7828,8,41,2.119160125,2.564222947
7829,9,41,2.457077445,2.629645487
7830,10,41,1.60283139,1.46198025
7831,1,42,1.945947818,1.893753475
7832,2,42,2.205358035,3.090203451
7833,3,42,2.516086696,3.617796422
7834,4,42,2.330702578,2.138408251
7835,5,42,1.984720271,1.669413893
7836,6,42,2.278732143,2.645228035
7837,7,42,1.847546423,1.572889016
7838,8,42,2.135288289,2.584357526
7839,9,42,2.463213016,2.640902813
7840,10,42,1.606678617,1.470539156
7841,1,43,1.945345821,1.901896088
7842,2,43,2.208156513,3.091533938
7843,3,43,2.521364102,3.624302951
7844,4,43,2.3143234,2.143680122
7845,5,43,1.991130989,1.67566561
7846,6,43,2.280025555,2.653104959
7847,7,43,1.845366482,1.572361006
7848,8,43,2.135915629,2.575156288
7849,9,43,2.458719638,2.642003414
7850,10,43,1.609598474,1.457895194
7851,1,44,1.946307014,1.903621274
7852,2,44,2.214101749,3.099484148
7853,3,44,2.516869904,3.609940807
7854,4,44,2.310512895,2.142751202
7855,5,44,1.999979269,1.6750485
7856,6,44,2.28338235,2.662983386
7857,7,44,1.833722326,1.575492611
7858,8,44,2.13421922,2.60874619
7859,9,44,2.461844013,2.647379173
7860,10,44,1.603668139,1.470057912
7861,1,45,1.956249839,1.901175313
7862,2,45,2.218861895,3.098503517
7863,3,45,2.518062104,3.619916091
7864,4,45,2.320058214,2.142832534
7865,5,45,1.996659824,1.689465099
7866,6,45,2.286422317,2.665367535
7867,7,45,1.83780214,1.576130516
7868,8,45,2.155219989,2.623520524
7869,9,45,2.453887552,2.673213997
7870,10,45,1.601170075,1.460452793
7871,1,46,1.958612579,1.904714351
7872,2,46,2.234365621,3.105602917
7873,3,46,2.523494012,3.63028291
7874,4,46,2.324734798,2.154979302
7875,5,46,1.993134673,1.699183621
7876,6,46,2.277728082,2.669836822
7877,7,46,1.831584792,1.580702417
7878,8,46,2.153096352,2.624864176
7879,9,46,2.46892363,2.681366911
7880,10,46,1.60318706,1.476058916
7881,1,47,1.958937578,1.896906622
7882,2,47,2.240518765,3.098114791
7883,3,47,2.537920535,3.640833095
7884,4,47,2.332091506,2.163302732
7885,5,47,1.989902419,1.691029171
7886,6,47,2.271306271,2.660321135
7887,7,47,1.830301802,1.578776664
7888,8,47,2.146324089,2.636896305
7889,9,47,2.468946722,2.696667538
7890,10,47,1.597526365,1.464581927
7891,1,48,1.963817503,1.902191651
7892,2,48,2.233207741,3.097248312
7893,3,48,2.543142323,3.648448012
7894,4,48,2.334171596,2.166144732
7895,5,48,1.988964433,1.699003798
7896,6,48,2.272934507,2.656552501
7897,7,48,1.834116068,1.578886281
7898,8,48,2.145854868,2.625288587
7899,9,48,2.472634,2.707575647
7900,10,48,1.599174334,1.478434738
7901,1,49,1.963905609,1.911250858
7902,2,49,2.239034446,3.092532888
7903,3,49,2.541782993,3.657926666
7904,4,49,2.335369569,2.16543393
7905,5,49,1.991204186,1.703861598
7906,6,49,2.268347079,2.647408617
7907,7,49,1.834252117,1.580871212
7908,8,49,2.151528548,2.637509335
7909,9,49,2.473758884,2.713969643
7910,10,49,1.609252551,1.491575279
7911,1,50,1.972395121,1.912203464
7912,2,50,2.247729466,3.091582629
7913,3,50,2.547123874,3.665174838
7914,4,50,2.332680671,2.177350384
7915,5,50,1.994750035,1.721890173
7916,6,50,2.270064643,2.656705994
7917,7,50,1.825947781,1.590118412
7918,8,50,2.144595947,2.642897269
7919,9,50,2.472637617,2.719796444
7920,10,50,1.604834643,1.484878527
7921,1,51,1.977782018,1.921463691
7922,2,51,2.253004688,3.09945785
7923,3,51,2.558051145,3.672782934
7924,4,51,2.331891319,2.188406018
7925,5,51,2.005595726,1.721996265
7926,6,51,2.26904558,2.673236209
7927,7,51,1.830044388,1.574346404
7928,8,51,2.141509824,2.662844925
7929,9,51,2.477888865,2.715263663
7930,10,51,1.603449909,1.493542066
7931,1,52,1.979559481,1.924622948
7932,2,52,2.252464916,3.104295446
7933,3,52,2.568336028,3.690200575
7934,4,52,2.329924832,2.198233182
7935,5,52,2.006375903,1.731320334
7936,6,52,2.273141342,2.673768045
7937,7,52,1.824636064,1.579013634
7938,8,52,2.151265466,2.681987184
7939,9,52,2.485558876,2.717006112
7940,10,52,1.59696796,1.485559631
7941,1,53,1.983975423,1.917647981
7942,2,53,2.255653065,3.110438422
7943,3,53,2.568372922,3.693839293
7944,4,53,2.327660529,2.204777674
7945,5,53,2.013244428,1.740421733
7946,6,53,2.277234719,2.679357181
7947,7,53,1.831657266,1.573905054
7948,8,53,2.158222872,2.686360082
7949,9,53,2.492473819,2.732008167
7950,10,53,1.602823331,1.48780066
7951,1,54,1.990475208,1.92497693
7952,2,54,2.256169236,3.105000464
7953,3,54,2.571445654,3.699413502
7954,4,54,2.325819472,2.210993653
7955,5,54,2.012122253,1.742357607
7956,6,54,2.275184926,2.685482509
7957,7,54,1.840500397,1.582664175
7958,8,54,2.166398375,2.695558432
7959,9,54,2.496530129,2.748594334
7960,10,54,1.60602326,1.499723901
7961,1,55,1.99856385,1.926935241
7962,2,55,2.258778457,3.100434447
7963,3,55,2.573592679,3.709461752
7964,4,55,2.334675337,2.222435241
7965,5,55,2.022235461,1.739257257
7966,6,55,2.265609783,2.694805602
7967,7,55,1.840446994,1.583980861
7968,8,55,2.1731711,2.700032968
7969,9,55,2.493005517,2.743347412
7970,10,55,1.596509879,1.506604669
7971,1,56,1.995589174,1.927156973
7972,2,56,2.262144809,3.105774505
7973,3,56,2.571955215,3.712226238
7974,4,56,2.332127181,2.199102768
7975,5,56,2.021214188,1.740501979
7976,6,56,2.27159426,2.70123213
7977,7,56,1.842844989,1.58413943
7978,8,56,2.182937633,2.714662004
7979,9,56,2.492065175,2.75425672
7980,10,56,1.605078296,1.507565892
7981,1,57,1.99306139,1.931279613
7982,2,57,2.264039172,3.110826383
7983,3,57,2.565414498,3.705789211
7984,4,57,2.33192335,2.198169157
7985,5,57,2.035810601,1.740826162
7986,6,57,2.27574833,2.707655475
7987,7,57,1.842769837,1.587538623
7988,8,57,2.191854869,2.726102395
7989,9,57,2.490697876,2.759141039
7990,10,57,1.60855071,1.518659619
7991,1,58,1.992475116,1.938401501
7992,2,58,2.269803387,3.112020362
7993,3,58,2.566622819,3.716444579
7994,4,58,2.332493219,2.203789894
7995,5,58,2.034735649,1.752647571
7996,6,58,2.283589185,2.722019107
7997,7,58,1.84924774,1.587770987
7998,8,58,2.201994125,2.738485145
7999,9,58,2.501509272,2.763646114
8000,10,58,1.61812746,1.529987836
8001,1,59,1.991533034,1.937397116
8002,2,59,2.271782813,3.111790386
8003,3,59,2.569517266,3.718374467
8004,4,59,2.332788484,2.204763504
8005,5,59,2.036362296,1.754554008
8006,6,59,2.284122755,2.734886532
8007,7,59,1.839425907,1.579833613
8008,8,59,2.211014384,2.751575512
8009,9,59,2.508959627,2.775984796
8010,10,59,1.613970345,1.534393038
8011,1,60,1.99439832,1.94703883
8012,2,60,2.273334161,3.112592755
8013,3,60,2.572295975,3.723659021
8014,4,60,2.330966092,2.214145136
8015,5,60,2.037358217,1.763121369
8016,6,60,2.288500529,2.736991378
8017,7,60,1.846087726,1.570821967
8018,8,60,2.225395691,2.767448281
8019,9,60,2.50616966,2.777965299
8020,10,60,1.622273183,1.536780272
8021,1,61,1.99437092,1.935419113
8022,2,61,2.266951172,3.113555457
8023,3,61,2.579208342,3.72669722
8024,4,61,2.325788266,2.217444396
8025,5,61,2.040883366,1.772558862
8026,6,61,2.291055645,2.739345635
8027,7,61,1.850145253,1.57208172
8028,8,61,2.225178616,2.768741326
8029,9,61,2.514792017,2.781329546
8030,10,61,1.620310295,1.541725171
8031,1,62,1.994287596,1.943951585
8032,2,62,2.272439026,3.110591188
8033,3,62,2.578137742,3.730516187
8034,4,62,2.326481046,2.219661887
8035,5,62,2.056929349,1.787688373
8036,6,62,2.2830666,2.729402516
8037,7,62,1.856152076,1.568067694
8038,8,62,2.236839162,2.780182083
8039,9,62,2.518880604,2.787398493
8040,10,62,1.623239607,1.547010632
8041,1,63,2.00488561,1.94026555
8042,2,63,2.275034579,3.115975463
8043,3,63,2.584974903,3.731128798
8044,4,63,2.325840806,2.224895869
8045,5,63,2.067186322,1.791712782
8046,6,63,2.283613366,2.740862848
8047,7,63,1.868573783,1.573857464
8048,8,63,2.244053246,2.77473054
8049,9,63,2.525240253,2.793314914
8050,10,63,1.629768399,1.552848568
8051,1,64,2.007699584,1.94167412
8052,2,64,2.276851417,3.117512128
8053,3,64,2.581472499,3.733660932
8054,4,64,2.32784125,2.226774501
8055,5,64,2.069291333,1.790377668
8056,6,64,2.299788023,2.73268871
8057,7,64,1.873783846,1.574962926
8058,8,64,2.249872022,2.781971813
8059,9,64,2.528526715,2.792970513
8060,10,64,1.629095516,1.547133898
8061,1,65,2.01905923,1.945543547
8062,2,65,2.278139578,3.117109003
8063,3,65,2.590631949,3.737831474
8064,4,65,2.327064148,2.229904328
8065,5,65,2.07503895,1.791547244
8066,6,65,2.306592401,2.738971636
8067,7,65,1.873331044,1.577340629
8068,8,65,2.259044653,2.783802125
8069,9,65,2.529513577,2.805778063
8070,10,65,1.624325881,1.551163446
8071,1,66,2.02355237,1.952061565
8072,2,66,2.272542189,3.109789366
8073,3,66,2.595013157,3.742366238
8074,4,66,2.327304941,2.240013586
8075,5,66,2.077454206,1.79609064
8076,6,66,2.305843062,2.750899918
8077,7,66,1.877541344,1.566950353
8078,8,66,2.268227695,2.792298331
8079,9,66,2.530819796,2.809260309
8080,10,66,1.627872673,1.550085763
8081,1,67,2.029947072,1.955978111
8082,2,67,2.279455979,3.116416838
8083,3,67,2.589590322,3.745846207
8084,4,67,2.322487568,2.244728805
8085,5,67,2.084361638,1.800403524
8086,6,67,2.303896067,2.752054798
8087,7,67,1.885435956,1.570830657
8088,8,67,2.281343666,2.786640928
8089,9,67,2.533761465,2.816888913
8090,10,67,1.631762553,1.559541286
8091,1,68,2.032638494,1.962059799
8092,2,68,2.277798235,3.123512258
8093,3,68,2.597618508,3.744803187
8094,4,68,2.324814443,2.243243647
8095,5,68,2.087564128,1.799240821
8096,6,68,2.305151932,2.749368607
8097,7,68,1.88755648,1.574170944
8098,8,68,2.284324437,2.797103269
8099,9,68,2.541061736,2.828868391
8100,10,68,1.63296742,1.554379803
8101,1,69,2.034948871,1.963791146
8102,2,69,2.282121195,3.127814225
8103,3,69,2.602793563,3.745030039
8104,4,69,2.31684823,2.241745327
8105,5,69,2.089044897,1.806179696
8106,6,69,2.307167373,2.751712354
8107,7,69,1.887825814,1.562749728
8108,8,69,2.292074414,2.809062494
8109,9,69,2.542085094,2.838360103
8110,10,69,1.637447698,1.556429381
8111,1,70,2.036137451,1.972450907
8112,2,70,2.28509642,3.126767256
8113,3,70,2.606006586,3.751335396
8114,4,70,2.320607845,2.250987524
8115,5,70,2.090781557,1.809643073
8116,6,70,2.315164996,2.754459656
8117,7,70,1.886833425,1.557756439
8118,8,70,2.302466987,2.816832348
8119,9,70,2.55062224,2.848501343
8120,10,70,1.64059497,1.554335634
8121,1,71,2.048459977,1.985286605
8122,2,71,2.285139043,3.123512337
8123,3,71,2.609516917,3.753923819
8124,4,71,2.327183152,2.260418457
8125,5,71,2.096532137,1.810531118
8126,6,71,2.308610395,2.754147121
8127,7,71,1.885476321,1.554614715
8128,8,71,2.305277517,2.818376949
8129,9,71,2.55427575,2.854170555
8130,10,71,1.642154057,1.563657946
8131,1,72,2.049935132,1.995828309
8132,2,72,2.289771811,3.122989353
8133,3,72,2.611111924,3.757478054
8134,4,72,2.334525429,2.261801915
8135,5,72,2.107760288,1.819128916
8136,6,72,2.307515297,2.754426456
8137,7,72,1.88421819,1.550134682
8138,8,72,2.325820098,2.825447763
8139,9,72,2.560691539,2.861753867
8140,10,72,1.644530921,1.570224013
8141,1,73,2.05219492,2.004405084
8142,2,73,2.292066331,3.124152472
8143,3,73,2.614133264,3.765502368
8144,4,73,2.341548745,2.266819466
8145,5,73,2.11283827,1.824211219
8146,6,73,2.313285831,2.759032325
8147,7,73,1.885064121,1.555267827
8148,8,73,2.336462454,2.831081234
8149,9,73,2.56489036,2.871921169
8150,10,73,1.647208833,1.571343466
8151,1,74,2.051260887,2.010274886
8152,2,74,2.302153136,3.121355705
8153,3,74,2.617034234,3.769811785
8154,4,74,2.345675339,2.274971359
8155,5,74,2.118353833,1.828392552
