,Series,k,delta,centroidNum,Mean,stdDev,count
1457,2,16,1,1,8.727599592081647,10.248492625450146,28
1458,2,16,1,2,6.503516027737765,4.509139926727379,22
1459,2,16,1,3,6.043761161395231,1.388588095017464,2
1460,2,16,1,4,6.923782606479823,4.433151693361127,19
1461,2,16,1,5,,,0
1462,2,16,1,6,4.461757800624101,2.9066992718133218,16
1463,2,16,1,7,,,0
1464,2,16,1,8,,,0
1465,2,16,1,9,,,0
1466,2,16,1,10,3.4125100723447375,2.483589341755198,4
1467,2,16,1,11,,,0
1468,2,16,1,12,,,0
1469,2,16,1,13,2.26931002356379,,1
1470,2,16,1,14,6.076624551560308,2.3276711680286746,14
1471,2,16,1,15,,,0
1472,2,16,1,16,,,0
