,Series,k,delta,centroidNum,Mean,stdDev,count
1,1,16,1,1,7.535442579841423,7.782185040287774,28
2,1,16,1,2,4.848603081779812,3.9116175259762738,26
3,1,16,1,3,2.17249580156534,1.5920948278582348,3
4,1,16,1,4,6.245409096291284,3.850493890342794,17
5,1,16,1,5,3.1649634486733187,,1
6,1,16,1,6,4.525768104995273,3.8018094673019376,17
7,1,16,1,7,,,0
8,1,16,1,8,,,0
9,1,16,1,9,6.318934631496674,4.111923945847252,7
10,1,16,1,10,3.5756880334010193,1.7759059615117991,5
11,1,16,1,11,,,0
12,1,16,1,12,,,0
13,1,16,1,13,,,0
14,1,16,1,14,0.15449822296371707,0.04607284350107315,2
15,1,16,1,15,,,0
16,1,16,1,16,,,0
