LE,Predicted LE,Error,Health_Expenditure,GDP_Per_Capita,Education,Unemployment
77.498,77.15293771732142,0.3450622826785832,0.19653816827319887,0.16353106904665182,0.595197144276021,0.20622457395335808
80.49756098,80.06891419839285,0.4286467816071564,0.2795651873364049,0.3319735652073745,0.5798690918669029,0.17525283009720505
75.378,72.98819124625,2.3898087537500032,0.05119418100731413,0.11792672162424114,0.4462671682038926,0.0078056887231207715
75.68780488,74.81453527892856,0.873269601071442,0.13190886384847056,0.1190284791493356,0.5206316626769284,0.4064086333556675
72.88243902,72.90319860624997,0.020759586249965878,0.061356066234037936,0.12241439796352667,0.4358345158125692,0.1904755463950369
80.90487805,80.72186411160716,0.18301393839283264,0.3179672813552347,0.3050960331760024,0.52277066697141,0.20743105882954674
72.41199999999998,71.2721815025,1.1398184974999737,0.055822171639277614,0.052591736236312456,0.39563836455866097,0.10251849503621843
67.362,69.5629264080357,2.2009264080356985,0.014077702289518443,0.02114581071034271,0.4131683637229068,0.1781381337725917
75.95853659,76.89893989517859,0.9404033051785916,0.1924487386552341,0.2106919626219756,0.49689187767718,0.3621440239009642
73.47,71.98383144607142,1.4861685539285787,0.048947198939254734,0.06386485952981727,0.3761534676559733,0.8183557793247304
73.60487805,73.0973924219643,0.5074856280356954,0.07594377263023952,0.1434549029666594,0.4284996278870815,0.4566705962472266
74.31463415,75.00115548785716,0.6865213378571582,0.12223663288992888,0.12631900311484442,0.5145111402068047,0.3257741600069774
72.973,73.72357578428573,0.7505757842857292,0.07041790916793146,0.06958302390655892,0.4949342023545571,0.4401064258589915
74.59756098,73.25536411178568,1.342196868214316,0.07177536313923565,0.12643096140290785,0.518866759446961,0.5173995037580291
63.17100000000001,70.66364329267854,7.492643292678537,0.02455663878380112,0.024623075714028317,0.1700312450097946,0.4653129934720278
64.78317085,66.25366846107143,1.4704976110714227,0.008235283520098646,0.021749432211234692,0.2933422888218234,0.0775835811868376
72.499,71.77173305803574,0.7272669419642597,0.032325517585299314,0.09491654443135618,0.4332487584474845,0.027530438773320082
69.60243902,70.03207228517856,0.42963326517855194,0.018696151075957373,0.01856534119853107,0.4457962501383374,0.22483190363030225
76.69512195,75.89680662000002,0.7983153299999799,0.14226119265630638,0.18566943964102506,0.5412971165902147,0.2545674711947502
76.77560976,75.96239155,0.8132182099999881,0.16137840023953734,0.16812830703827156,0.4907222393026813,0.36377966336729695
72.57073171,72.05807621928572,0.5126554907142804,0.04614268349114881,0.11268842365314514,0.4184920227295575,0.22335551916519453
71.249,69.53034454517855,1.7186554548214446,0.022606116585492518,0.05950680845863735,0.3987337306151869,0.1785132981507274
80.4902439,81.01909494785714,0.5288510478571453,0.4997809489801175,0.3538954025640507,0.529512757258012,0.13577903762408333
74.184,72.49619770446428,1.6878022955357181,0.04307996616120509,0.10717919458186016,0.4483194738223119,0.011376548997577843
