,Unnamed: 0,Country_Name,Year,Life_Expectancy,Health_Expenditure,GDP_Per_Capita,Primary_School_Enrollment,Secondary_School_Enrollment,Tertiary_School_Enrollment,Unemployment,Education
0,,,,,0.0,0.0,,,,0.0,0.0
1,,,,,0.0,0.0,,,,0.2,0.0
2,,,,,0.0,0.0,,,,0.4,0.0
3,,,,,0.0,0.0,,,,0.6000000000000001,0.0
4,,,,,0.0,0.0,,,,0.8,0.0
5,,,,,0.0,0.0,,,,1.0,0.0
6,,,,,0.0,0.0,,,,0.0,0.2
7,,,,,0.0,0.0,,,,0.2,0.2
8,,,,,0.0,0.0,,,,0.4,0.2
9,,,,,0.0,0.0,,,,0.6000000000000001,0.2
10,,,,,0.0,0.0,,,,0.8,0.2
11,,,,,0.0,0.0,,,,1.0,0.2
12,,,,,0.0,0.0,,,,0.0,0.4
13,,,,,0.0,0.0,,,,0.2,0.4
14,,,,,0.0,0.0,,,,0.4,0.4
15,,,,,0.0,0.0,,,,0.6000000000000001,0.4
16,,,,,0.0,0.0,,,,0.8,0.4
17,,,,,0.0,0.0,,,,1.0,0.4
18,,,,,0.0,0.0,,,,0.0,0.6000000000000001
19,,,,,0.0,0.0,,,,0.2,0.6000000000000001
20,,,,,0.0,0.0,,,,0.4,0.6000000000000001
21,,,,,0.0,0.0,,,,0.6000000000000001,0.6000000000000001
22,,,,,0.0,0.0,,,,0.8,0.6000000000000001
23,,,,,0.0,0.0,,,,1.0,0.6000000000000001
24,,,,,0.0,0.0,,,,0.0,0.8
25,,,,,0.0,0.0,,,,0.2,0.8
26,,,,,0.0,0.0,,,,0.4,0.8
27,,,,,0.0,0.0,,,,0.6000000000000001,0.8
28,,,,,0.0,0.0,,,,0.8,0.8
29,,,,,0.0,0.0,,,,1.0,0.8
30,,,,,0.0,0.0,,,,0.0,1.0
31,,,,,0.0,0.0,,,,0.2,1.0
32,,,,,0.0,0.0,,,,0.4,1.0
33,,,,,0.0,0.0,,,,0.6000000000000001,1.0
34,,,,,0.0,0.0,,,,0.8,1.0
35,,,,,0.0,0.0,,,,1.0,1.0
36,,,,,0.0,0.2,,,,0.0,0.0
37,,,,,0.0,0.2,,,,0.2,0.0
38,,,,,0.0,0.2,,,,0.4,0.0
39,,,,,0.0,0.2,,,,0.6000000000000001,0.0
40,,,,,0.0,0.2,,,,0.8,0.0
41,,,,,0.0,0.2,,,,1.0,0.0
42,,,,,0.0,0.2,,,,0.0,0.2
43,,,,,0.0,0.2,,,,0.2,0.2
44,,,,,0.0,0.2,,,,0.4,0.2
45,,,,,0.0,0.2,,,,0.6000000000000001,0.2
46,,,,,0.0,0.2,,,,0.8,0.2
47,,,,,0.0,0.2,,,,1.0,0.2
48,,,,,0.0,0.2,,,,0.0,0.4
49,,,,,0.0,0.2,,,,0.2,0.4
50,,,,,0.0,0.2,,,,0.4,0.4
51,,,,,0.0,0.2,,,,0.6000000000000001,0.4
52,,,,,0.0,0.2,,,,0.8,0.4
53,,,,,0.0,0.2,,,,1.0,0.4
54,,,,,0.0,0.2,,,,0.0,0.6000000000000001
55,,,,,0.0,0.2,,,,0.2,0.6000000000000001
56,,,,,0.0,0.2,,,,0.4,0.6000000000000001
57,,,,,0.0,0.2,,,,0.6000000000000001,0.6000000000000001
58,,,,,0.0,0.2,,,,0.8,0.6000000000000001
59,,,,,0.0,0.2,,,,1.0,0.6000000000000001
60,,,,,0.0,0.2,,,,0.0,0.8
61,,,,,0.0,0.2,,,,0.2,0.8
62,,,,,0.0,0.2,,,,0.4,0.8
63,,,,,0.0,0.2,,,,0.6000000000000001,0.8
64,,,,,0.0,0.2,,,,0.8,0.8
65,,,,,0.0,0.2,,,,1.0,0.8
66,,,,,0.0,0.2,,,,0.0,1.0
67,,,,,0.0,0.2,,,,0.2,1.0
68,,,,,0.0,0.2,,,,0.4,1.0
69,,,,,0.0,0.2,,,,0.6000000000000001,1.0
70,,,,,0.0,0.2,,,,0.8,1.0
71,,,,,0.0,0.2,,,,1.0,1.0
72,,,,,0.0,0.4,,,,0.0,0.0
73,,,,,0.0,0.4,,,,0.2,0.0
74,,,,,0.0,0.4,,,,0.4,0.0
75,,,,,0.0,0.4,,,,0.6000000000000001,0.0
76,,,,,0.0,0.4,,,,0.8,0.0
77,,,,,0.0,0.4,,,,1.0,0.0
78,,,,,0.0,0.4,,,,0.0,0.2
79,,,,,0.0,0.4,,,,0.2,0.2
80,,,,,0.0,0.4,,,,0.4,0.2
81,,,,,0.0,0.4,,,,0.6000000000000001,0.2
82,,,,,0.0,0.4,,,,0.8,0.2
83,,,,,0.0,0.4,,,,1.0,0.2
84,,,,,0.0,0.4,,,,0.0,0.4
85,,,,,0.0,0.4,,,,0.2,0.4
86,,,,,0.0,0.4,,,,0.4,0.4
87,,,,,0.0,0.4,,,,0.6000000000000001,0.4
88,,,,,0.0,0.4,,,,0.8,0.4
89,,,,,0.0,0.4,,,,1.0,0.4
90,,,,,0.0,0.4,,,,0.0,0.6000000000000001
91,,,,,0.0,0.4,,,,0.2,0.6000000000000001
92,,,,,0.0,0.4,,,,0.4,0.6000000000000001
93,,,,,0.0,0.4,,,,0.6000000000000001,0.6000000000000001
94,,,,,0.0,0.4,,,,0.8,0.6000000000000001
95,,,,,0.0,0.4,,,,1.0,0.6000000000000001
96,,,,,0.0,0.4,,,,0.0,0.8
97,,,,,0.0,0.4,,,,0.2,0.8
98,,,,,0.0,0.4,,,,0.4,0.8
99,,,,,0.0,0.4,,,,0.6000000000000001,0.8
100,,,,,0.0,0.4,,,,0.8,0.8
101,,,,,0.0,0.4,,,,1.0,0.8
102,,,,,0.0,0.4,,,,0.0,1.0
103,,,,,0.0,0.4,,,,0.2,1.0
104,,,,,0.0,0.4,,,,0.4,1.0
105,,,,,0.0,0.4,,,,0.6000000000000001,1.0
106,,,,,0.0,0.4,,,,0.8,1.0
107,,,,,0.0,0.4,,,,1.0,1.0
108,,,,,0.0,0.6000000000000001,,,,0.0,0.0
109,,,,,0.0,0.6000000000000001,,,,0.2,0.0
110,,,,,0.0,0.6000000000000001,,,,0.4,0.0
111,,,,,0.0,0.6000000000000001,,,,0.6000000000000001,0.0
112,,,,,0.0,0.6000000000000001,,,,0.8,0.0
113,,,,,0.0,0.6000000000000001,,,,1.0,0.0
114,,,,,0.0,0.6000000000000001,,,,0.0,0.2
115,,,,,0.0,0.6000000000000001,,,,0.2,0.2
116,,,,,0.0,0.6000000000000001,,,,0.4,0.2
117,,,,,0.0,0.6000000000000001,,,,0.6000000000000001,0.2
118,,,,,0.0,0.6000000000000001,,,,0.8,0.2
119,,,,,0.0,0.6000000000000001,,,,1.0,0.2
120,,,,,0.0,0.6000000000000001,,,,0.0,0.4
121,,,,,0.0,0.6000000000000001,,,,0.2,0.4
122,,,,,0.0,0.6000000000000001,,,,0.4,0.4
123,,,,,0.0,0.6000000000000001,,,,0.6000000000000001,0.4
124,,,,,0.0,0.6000000000000001,,,,0.8,0.4
125,,,,,0.0,0.6000000000000001,,,,1.0,0.4
126,,,,,0.0,0.6000000000000001,,,,0.0,0.6000000000000001
127,,,,,0.0,0.6000000000000001,,,,0.2,0.6000000000000001
128,,,,,0.0,0.6000000000000001,,,,0.4,0.6000000000000001
129,,,,,0.0,0.6000000000000001,,,,0.6000000000000001,0.6000000000000001
130,,,,,0.0,0.6000000000000001,,,,0.8,0.6000000000000001
131,,,,,0.0,0.6000000000000001,,,,1.0,0.6000000000000001
132,,,,,0.0,0.6000000000000001,,,,0.0,0.8
133,,,,,0.0,0.6000000000000001,,,,0.2,0.8
134,,,,,0.0,0.6000000000000001,,,,0.4,0.8
135,,,,,0.0,0.6000000000000001,,,,0.6000000000000001,0.8
136,,,,,0.0,0.6000000000000001,,,,0.8,0.8
137,,,,,0.0,0.6000000000000001,,,,1.0,0.8
138,,,,,0.0,0.6000000000000001,,,,0.0,1.0
139,,,,,0.0,0.6000000000000001,,,,0.2,1.0
140,,,,,0.0,0.6000000000000001,,,,0.4,1.0
141,,,,,0.0,0.6000000000000001,,,,0.6000000000000001,1.0
142,,,,,0.0,0.6000000000000001,,,,0.8,1.0
143,,,,,0.0,0.6000000000000001,,,,1.0,1.0
144,,,,,0.0,0.8,,,,0.0,0.0
145,,,,,0.0,0.8,,,,0.2,0.0
146,,,,,0.0,0.8,,,,0.4,0.0
147,,,,,0.0,0.8,,,,0.6000000000000001,0.0
148,,,,,0.0,0.8,,,,0.8,0.0
149,,,,,0.0,0.8,,,,1.0,0.0
150,,,,,0.0,0.8,,,,0.0,0.2
151,,,,,0.0,0.8,,,,0.2,0.2
152,,,,,0.0,0.8,,,,0.4,0.2
153,,,,,0.0,0.8,,,,0.6000000000000001,0.2
154,,,,,0.0,0.8,,,,0.8,0.2
155,,,,,0.0,0.8,,,,1.0,0.2
156,,,,,0.0,0.8,,,,0.0,0.4
157,,,,,0.0,0.8,,,,0.2,0.4
158,,,,,0.0,0.8,,,,0.4,0.4
159,,,,,0.0,0.8,,,,0.6000000000000001,0.4
160,,,,,0.0,0.8,,,,0.8,0.4
161,,,,,0.0,0.8,,,,1.0,0.4
162,,,,,0.0,0.8,,,,0.0,0.6000000000000001
163,,,,,0.0,0.8,,,,0.2,0.6000000000000001
164,,,,,0.0,0.8,,,,0.4,0.6000000000000001
165,,,,,0.0,0.8,,,,0.6000000000000001,0.6000000000000001
166,,,,,0.0,0.8,,,,0.8,0.6000000000000001
167,,,,,0.0,0.8,,,,1.0,0.6000000000000001
168,,,,,0.0,0.8,,,,0.0,0.8
169,,,,,0.0,0.8,,,,0.2,0.8
170,,,,,0.0,0.8,,,,0.4,0.8
171,,,,,0.0,0.8,,,,0.6000000000000001,0.8
172,,,,,0.0,0.8,,,,0.8,0.8
173,,,,,0.0,0.8,,,,1.0,0.8
174,,,,,0.0,0.8,,,,0.0,1.0
175,,,,,0.0,0.8,,,,0.2,1.0
176,,,,,0.0,0.8,,,,0.4,1.0
177,,,,,0.0,0.8,,,,0.6000000000000001,1.0
178,,,,,0.0,0.8,,,,0.8,1.0
179,,,,,0.0,0.8,,,,1.0,1.0
180,,,,,0.0,1.0,,,,0.0,0.0
181,,,,,0.0,1.0,,,,0.2,0.0
182,,,,,0.0,1.0,,,,0.4,0.0
183,,,,,0.0,1.0,,,,0.6000000000000001,0.0
184,,,,,0.0,1.0,,,,0.8,0.0
185,,,,,0.0,1.0,,,,1.0,0.0
186,,,,,0.0,1.0,,,,0.0,0.2
187,,,,,0.0,1.0,,,,0.2,0.2
188,,,,,0.0,1.0,,,,0.4,0.2
189,,,,,0.0,1.0,,,,0.6000000000000001,0.2
190,,,,,0.0,1.0,,,,0.8,0.2
191,,,,,0.0,1.0,,,,1.0,0.2
192,,,,,0.0,1.0,,,,0.0,0.4
193,,,,,0.0,1.0,,,,0.2,0.4
194,,,,,0.0,1.0,,,,0.4,0.4
